Gene = IPPK
index = 710
Annotated 5SS: [  358 11632 13810 17693 20813 22207 27514 29556 32265 35108 35880 50780]
Annotated 3SS: [11583 13713 17625 20690 22116 27454 29482 31984 34956 35776 50699 54207]
SMsplice 5SS: [  358  6204  6506 10966 11632 13810 15050 17030 17693 20854 22207 27514
 29556 35108 35880 42017 45715 50780 52586 54353 54625]
SMsplice 3SS: [ 6112  6464 10845 11583 13713 14903 16802 17625 20690 22116 27454 29482
 35018 35776 41895 45638 50699 52427 54207 54553 56534]
top_k =  500
Partition function (log Z): 17.679485791857356

Sorted 5' Splice Sites (High to Low Probability):
Position 50780: 1.0000000000000047
Position 29556: 0.9870884995096622
Position 13810: 0.9825652622467781
Position 35880: 0.978783293597843
Position 22207: 0.9514907392480731
Position 11632: 0.9378308371750567
Position 6204: 0.9301118676246646
Position 35108: 0.928050182151705
Position 17693: 0.8673374991724798
Position 358: 0.8469349247436548
Position 6506: 0.8092891075414331
Position 45715: 0.7649694853062202
Position 54353: 0.7353682445264702
Position 27514: 0.7301591343275201
Position 15050: 0.7252066630531083
Position 17030: 0.6514500134297126
Position 10966: 0.6119704075516309
Position 1888: 0.6011837464681803
Position 54625: 0.5722781158637829
Position 27134: 0.5405957395088674
Position 42017: 0.5263133617555883
Position 20854: 0.5054280686767129
Position 38790: 0.4869625365887555
Position 11214: 0.46628175100438113
Position 50469: 0.4223480644712265
Position 32265: 0.38829169428525007
Position 7447: 0.38429781430858834
Position 42347: 0.3752024023154281
Position 6048: 0.3679474142130423
Position 42000: 0.3595553108347933
Position 52586: 0.33932566684153675
Position 3101: 0.30173272367494136
Position 52600: 0.2904834016090202
Position 54006: 0.2831499591195567
Position 53262: 0.27916275162124493
Position 20813: 0.26505838370548507
Position 28394: 0.2614227895866982
Position 34953: 0.23258141397297585
Position 8467: 0.23242952629968658
Position 32286: 0.2023383132194317
Position 26372: 0.1995953406123076
Position 21343: 0.16033373433885972
Position 15650: 0.15629586160354048
Position 39311: 0.14591268841333602
Position 39308: 0.12257429055777393
Position 982: 0.11198678818582214
Position 37658: 0.11149002724098597
Position 55067: 0.10896526229302522
Position 52715: 0.10730087812818316
Position 5824: 0.1036682245018084
Position 51791: 0.10268483100965814
Position 14700: 0.09919049443712558
Position 49081: 0.09838164756967208
