Gene = RPN1
index = 1206
Annotated 5SS: [  310  5931 13051 18902 20899 24117 24976 25316 28686]
Annotated 3SS: [ 5865 12743 18691 20705 24016 24836 25195 28439 30255]
SMsplice 5SS: [  310  5931 12840 13051 18902 24117 24976 25316 28686]
SMsplice 3SS: [ 5865 12743 12924 18691 24016 24836 25195 28439 30255]
top_k =  500
Partition function (log Z): 11.030480226595756

Sorted 5' Splice Sites (High to Low Probability):
Position 25316: 0.9996134508547022
Position 24976: 0.9801832177371926
Position 24117: 0.9726388015952442
Position 5931: 0.9658245905839241
Position 18902: 0.9639154906112967
Position 310: 0.8809453161143823
Position 13051: 0.8399084083945276
Position 28686: 0.6334773809043278
Position 5678: 0.5336933018907682
Position 20899: 0.4550046452342078
Position 12840: 0.38062997601832843
Position 24436: 0.2771335245076965
Position 6315: 0.2511772738358826
Position 20913: 0.15149249883109664
Position 30593: 0.11863939620219574
Position 26495: 0.10782306492956582
Position 193: 0.10767897274923922
Position 28467: 0.09209896762253404
Position 6798: 0.07059404222880805
Position 26136: 0.06861306251089304
Position 28550: 0.06615319821010512
Position 9844: 0.06514976036703636
Position 516: 0.05628889557804874
Position 6151: 0.05349618933570653
Position 16254: 0.04788317796901457
Position 17387: 0.04141443237609294
Position 24580: 0.04111047063823498
Position 24521: 0.03894433444735209
Position 3805: 0.03779525027408711
Position 10866: 0.03316642538803009
Position 3799: 0.027677982133115578
Position 6461: 0.021695903229658794
Position 1778: 0.02126908119662123
Position 1125: 0.021120904356433344
Position 5902: 0.02101224132661632
Position 18777: 0.020587256425104988
Position 15874: 0.017601778945843395
Position 6500: 0.017426435057639196
Position 8788: 0.016231180740142147
Position 26215: 0.01509874559617275
Position 29815: 0.01459267282676337
Position 24949: 0.014156489801929567
Position 28627: 0.01208100637486138
Position 4865: 0.012074050314403841
Position 5924: 0.011095797267014684
Position 29600: 0.010241191707318598
Position 3841: 0.009758936932619857
Position 2414: 0.009655891851225819
Position 1985: 0.009071689737315463
Position 1633: 0.008511348169734421
Position 11521: 0.008396503005496764
Position 25926: 0.007463288342071087
Position 24484: 0.007217796257384184
Position 16324: 0.007011823391384271
Position 1960: 0.006748774154611709
Position 25892: 0.005994459341671241
Position 30469: 0.005178989689924072
Position 25559: 0.0051247703468029066
Position 20323: 0.005024164625430177
Position 29472: 0.004921597680733484
Position 1715: 0.0046230117659486186
Position 30171: 0.004400643220794051
Position 30435: 0.004211284503898767
Position 30357: 0.0037387757733542137
Position 5291: 0.003619755320249208
