Gene = HPS3
index = 663
Annotated 5SS: [  357 10915 11605 11797 15963 21097 24065 25632 27948 29263 30696 32750
 33295 34366 37657 38400]
Annotated 3SS: [10419 11432 11710 15769 21014 23909 25522 27765 29081 30461 32563 33105
 34257 37449 38308 42510]
SMsplice 5SS: [  357  4194 11797 15963 21097 27948 32750 33295 34366 38400 40142 40990]
SMsplice 3SS: [ 4034 11710 15769 21014 27765 32614 33105 34136 38304 39983 40886 43718]
top_k =  500
Partition function (log Z): 5.553950403082831

Sorted 5' Splice Sites (High to Low Probability):
Position 27948: 0.991510650706958
Position 21097: 0.9868799190069676
Position 33295: 0.9778553879617548
Position 11797: 0.952384487209589
Position 357: 0.9459384317964049
Position 38400: 0.9450275146708088
Position 32750: 0.9389061176171781
Position 34366: 0.9159667748552182
Position 15963: 0.7985291974387346
Position 4194: 0.7593804195327037
Position 40142: 0.7214548048871132
Position 40990: 0.7088236806681752
Position 30926: 0.5959639961264657
Position 11605: 0.44028807077767546
Position 42641: 0.27838811284335757
Position 22897: 0.2562352121576018
Position 24065: 0.24632149815042031
Position 22871: 0.23904345006594982
Position 3111: 0.2051811452582283
Position 25632: 0.20150426288148265
Position 37657: 0.19915056258279612
Position 10516: 0.19754845218552372
Position 30696: 0.18680981436129956
Position 1502: 0.17977315508700167
Position 825: 0.1495198342973724
Position 19346: 0.13415286107667035
Position 18759: 0.12508430358033173
Position 21567: 0.11492706473746876
Position 33656: 0.10700946643759414
Position 3427: 0.1063228556535667
Position 40760: 0.09039210584091908
Position 15991: 0.07147084792552881
Position 43026: 0.07043660562534407
Position 5799: 0.06313597302049172
Position 28184: 0.045557713949910456
Position 11835: 0.04443785204275747
Position 5062: 0.04184029322535398
Position 38675: 0.040463375315059766
Position 39747: 0.038227385578981046
Position 35437: 0.03505776652113754
Position 553: 0.03492235599400842
Position 20656: 0.033026809629979566
Position 10915: 0.027021576400845702
Position 31514: 0.025810625271526833
Position 40154: 0.02440639907754383
Position 304: 0.02303971839830911
Position 39659: 0.02262383956621145
Position 28558: 0.01949770116456015
Position 10512: 0.01860512754809168
Position 5570: 0.016951996549513185
Position 43126: 0.016228091992033913
Position 75: 0.01446924167463487
Position 1500: 0.0142829518589724
Position 22854: 0.014212296070103526
Position 36354: 0.013907884364748309
Position 870: 0.013158936166095415
Position 737: 0.01307863797465996
Position 12716: 0.012545948459088203
Position 32825: 0.012503061583310002
Position 714: 0.012303479783541191
Position 13146: 0.010240937076017075
Position 13301: 0.009561311988788708
Position 13982: 0.00856261455056798
Position 5541: 0.00812174127841703
Position 5259: 0.007815472431561011
Position 3065: 0.0078013274489487664
Position 7171: 0.006687344590310415
Position 182: 0.006262110604176581
Position 3570: 0.0059071237554213325
Position 2423: 0.00464753811583439
Position 32996: 0.004321148389076419
Position 1495: 0.004202173901095437
Position 10985: 0.004060798003473932
Position 11877: 0.003177660747655615
Position 23583: 0.002775382270966869
Position 23226: 0.0027342572282846424
Position 39050: 0.0024817653630787345
Position 33978: 0.002094294706466556
Position 260: 0.0018566295002965711
Position 3951: 0.0014275726233760853
Position 24121: 0.0013256754658438922
Position 36227: 0.0013122447315153866
Position 3068: 0.0009792303427448687
Position 2202: 0.0008704621838743602
Position 35032: 0.0007065127460129518
Position 34900: 0.000697368075300701
Position 24473: 0.000688488916989581
Position 36036: 0.00061279089568803
Position 3318: 0.0005425293546444649
Position 33680: 0.00047641083661849283
Position 36038: 0.00037328847580008796
Position 211: 0.00025542412596506544
Position 33700: 0.00024151239334834222
Position 361: 0.00023972806437063445
Position 4155: 0.00020567653802591176
Position 1267: 0.00015061059738436894
Position 58: 0.00011080613797069827
Position 755: 9.262246381404545e-05
Position 143: 9.058480885282291e-05
Position 86: 8.49626128887873e-05
Position 34416: 8.049033565043995e-05
Position 1263: 7.35297684602569e-05
Position 4906: 7.111375594046075e-05
Position 866: 4.856322999828272e-05
Position 33405: 4.415141708566559e-05
Position 172: 2.3983838794456643e-05
Position 185: 1.992547217805739e-05
Position 494: 1.701603466034253e-05
Position 329: 1.439449721276705e-05
Position 34667: 1.2016300165375306e-05
Position 166: 9.71196614289599e-06
Position 27: 6.344472941553257e-06
Position 34608: 3.5657199111053903e-06
Position 484: 3.1164479543038333e-06
Position 151: 2.8697929600193826e-06
Position 34582: 2.6389924628409424e-06
Position 331: 2.601735746597029e-06
Position 534: 2.490658279771623e-06
Position 390: 2.4095456032374605e-06
Position 268: 2.0568853843160327e-06
Position 134: 1.8647332434580582e-06
Position 275: 1.5023500558072203e-06
