Gene = ZMYM1
index = 1604
Annotated 5SS: [  140 19434 34298 36106 37781 44684 44984 50662 52127 52345]
Annotated 3SS: [19207 34127 36032 37530 44508 44770 50507 51985 52300 53190]
SMsplice 5SS: [  140 34224 39662 44684 50662 52127 52345 53396]
SMsplice 3SS: [34127 39564 44508 50507 51985 52257 53190 54852]
top_k =  500
Partition function (log Z): -32.81391431336608

Sorted 5' Splice Sites (High to Low Probability):
Position 140: 0.9931805241126496
Position 9194: 0.08620490262293011
Position 15501: 0.027422826672905236
Position 105: 0.005857992455952491
Position 2591: 0.004657606010533962
Position 10930: 0.003108942936083727
Position 2694: 0.002773138923690097
Position 2636: 0.0024551075603166713
Position 322: 0.002112615735822472
Position 10960: 0.0018272166171712492
Position 1420: 0.0014395843726907286
Position 2788: 0.0010917540857855674
Position 807: 0.0010199671354718203
Position 654: 0.0006524053611556065
Position 310: 0.0005226767987352805
Position 4492: 0.00038562673871117033
Position 1183: 0.00033511527521743275
Position 3112: 0.0002770610671058453
Position 972: 0.00026454635307386935
Position 297: 0.00011552854126602889
Position 3037: 9.452997637918362e-05
Position 736: 3.3473738378840874e-05
Position 96: 2.2600615883390826e-05
Position 2324: 1.7073577256608664e-05
Position 1133: 5.433632176365329e-07
Position 194: 1.5867553142841304e-07
Position 81: 1.350113668724459e-07
Position 238: 1.0550911974452153e-07
Position 51: 3.7270748510101196e-08
Position 230: 3.1465220816771856e-08
Position 15: 2.2420644785253135e-08
Position 637: 1.4056060094497705e-08
Position 610: 1.313991147485307e-08
Position 124: 1.237528933592912e-08
Position 502: 6.501946719576595e-09
Position 258: 4.831158927090503e-09
Position 783: 4.5441957371168054e-09
Position 409: 3.055933579986724e-09
Position 357: 1.573894048069958e-09
Position 223: 1.3938014445984938e-09
Position 354: 7.894443059971137e-10
Position 147: 5.715530851983732e-10
Position 580: 3.2764580153031686e-10
Position 576: 2.5815754094290604e-10
Position 35: 1.819056301126202e-10
Position 470: 1.0600240898652385e-10
Position 1087: 1.0064234116972685e-10
Position 555: 1.2241829037242677e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 17228: 0.1866574572641141
Position 9071: 0.12474345106125245
Position 18783: 0.10323674292029882
Position 214: 0.0833638500933513
Position 12007: 0.07278384216297856
Position 15375: 0.06324509125242378
Position 10798: 0.04879436072927324
Position 15099: 0.0465900843767287
Position 17441: 0.03304755400118163
Position 13631: 0.03205685542456787
Position 861: 0.025643063552000547
Position 12056: 0.02164915748010664
Position 12705: 0.01957554873813595
Position 407: 0.014530443632514638
Position 9747: 0.013524491338274967
Position 14054: 0.0129680135019018
Position 12832: 0.011011510095168214
Position 4929: 0.010403180911672626
Position 15569: 0.010400802588706622
Position 10688: 0.010249658497850731
Position 11464: 0.009892337886299136
Position 428: 0.009812773093539218
Position 4685: 0.008759909215414538
Position 6456: 0.006654578542101321
Position 14654: 0.006610551753144157
Position 10839: 0.0065428085752619845
Position 10264: 0.006539950091748021
Position 2513: 0.006392984882316013
Position 2425: 0.0055948725371314945
Position 9493: 0.005465403085405436
Position 5375: 0.005425789060995291
Position 15095: 0.00536773059292977
Position 8779: 0.005190187314395971
Position 12478: 0.004887684727384366
Position 10767: 0.004427657423461671
Position 12885: 0.004409520617473672
Position 13968: 0.004317885290078016
Position 6431: 0.004295125158906522
Position 5607: 0.0038718230144571485
Position 2575: 0.0032849549424806856
Position 7217: 0.0032008851972358436
Position 12807: 0.0031573828191048332
Position 7546: 0.0030938324888683125
Position 11566: 0.0026883241263849565
Position 9647: 0.0023697236205903263
Position 11143: 0.002299637518612739
Position 6975: 0.0019425573562164232
Position 1029: 0.0018756501798416114
Position 12673: 0.001836336529935927
Position 11119: 0.0018242982686473273
Position 8186: 0.0018155513791932958
Position 2897: 0.0017195824171379953
Position 6151: 0.0015860503274384885
Position 8211: 0.0015343420740828767
Position 9916: 0.0015304671537071863
Position 3190: 0.0014361784776048701
Position 10598: 0.001383294179616619
Position 10203: 0.0013784692518745165
Position 11732: 0.0013211766181925383
Position 1275: 0.001314680557963638
Position 11519: 0.0012926617515714414
Position 10359: 0.001272968315625339
Position 11193: 0.0012584632643342986
Position 3230: 0.0011114593753356553
Position 5456: 0.0010307917587480825
Position 10037: 0.001005639841821473
Position 10313: 0.0009738109690116984
Position 2230: 0.0009556692114612611
Position 10505: 0.0008818773444178508
Position 10178: 0.0008666404481688569
Position 3359: 0.0008321873228008699
Position 4925: 0.0008161891827485606
