Gene = LEAP2
index = 776
Annotated 5SS: [1430 1768]
Annotated 3SS: [1627 2087]
SMsplice 5SS: [ 246 1430]
SMsplice 3SS: [1347 2087]
top_k =  500
Partition function (log Z): -5.525481636092312

Sorted 5' Splice Sites (High to Low Probability):
Position 1430: 0.9595969585597169
Position 246: 0.776822570472354
Position 1768: 0.3928690886719917
Position 120: 0.1549556759992373
Position 1223: 0.052473705178074724
Position 1652: 0.038930604592698946
Position 1199: 0.03744989002549524
Position 509: 0.020034615972616267
Position 2220: 0.014576070363067553
Position 264: 0.01275382993343434
Position 195: 0.011828718880662042
Position 2258: 0.011684886702390403
Position 1576: 0.01090257121414136
Position 59: 0.006461668704885495
Position 1749: 0.004973526302547955
Position 322: 0.0022782233851870335
Position 1177: 0.002150826868333324
Position 1792: 0.0017631505464313754
Position 1115: 0.0008972681722487171
Position 1941: 0.000848494187601006
Position 1945: 0.0006880748274089421
Position 810: 0.0006358652757926901
Position 179: 0.0005444103195361361
Position 797: 0.00044265177624154344
Position 411: 0.00039326586492173066
Position 1452: 0.00019622932111710458
Position 1703: 0.00018373263045948942
Position 257: 0.0001314611945240311
Position 2233: 0.00011179420410658713
Position 861: 9.627472714292052e-05
Position 1454: 8.60517771670303e-05
Position 218: 8.258844421719916e-05
Position 1456: 8.008156811830387e-05
Position 1917: 7.012170236668272e-05
Position 2273: 6.465394420474135e-05
Position 822: 5.0589196677925255e-05
Position 663: 4.5972494204741535e-05
Position 1656: 3.5355082107700396e-05
Position 1160: 2.7915852052453786e-05
Position 1961: 2.737031592974123e-05
Position 453: 1.9595621037301603e-05
Position 18: 1.8262639417574375e-05
Position 30: 5.66778933101367e-06
Position 1420: 3.2660762719839088e-06
Position 27: 5.601017560509369e-07
Position 103: 3.9610801038934346e-07
Position 1588: 3.1082841751499975e-07
Position 349: 2.1665911671666378e-07
Position 150: 1.8672691955027204e-07
Position 1747: 1.0978698454284134e-07
Position 340: 9.287222818397376e-08
Position 1521: 6.190153179361628e-08
Position 1458: 5.477418168460645e-08
Position 1482: 4.790780201550084e-08
Position 153: 2.5046744585058333e-08
Position 124: 1.638998533438194e-08
Position 292: 8.026363308616946e-09
Position 298: 2.248133797998737e-09
Position 289: 2.1795202406819142e-09
Position 168: 2.600590209675706e-10
Position 606: 1.2213917036786524e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1347: 0.9202115991185391
Position 2087: 0.8136745150817252
Position 1627: 0.5248961144887809
Position 1088: 0.052569670726684746
Position 1286: 0.027057421326864454
Position 2382: 0.020939824955770504
Position 1536: 0.01769905949910833
Position 1543: 0.016781952957793837
Position 2290: 0.013758155962751836
Position 1979: 0.012788222658217835
Position 949: 0.012581656210084191
Position 2333: 0.011008449340233145
Position 2576: 0.0063640457581292395
Position 458: 0.005727029698844685
Position 147: 0.005334397846812588
Position 1502: 0.00513563573185472
Position 1372: 0.004414027288209389
Position 1649: 0.0037024703721945987
Position 1093: 0.003512946336323998
Position 1631: 0.002963842811185846
Position 2385: 0.002722832852265536
Position 1914: 0.002688875002388454
Position 2108: 0.0024866119116490728
Position 435: 0.0024073200843861492
Position 2251: 0.0019348574772220155
Position 321: 0.0019173229756047209
Position 2093: 0.0017036914403537795
Position 1036: 0.0016429904308092433
Position 1498: 0.0014658428445588844
Position 2136: 0.0011921862989945514
Position 1226: 0.0011567597817705986
Position 1397: 0.0011296756902734325
Position 1652: 0.0010540597286239854
Position 2050: 0.0010383288953021447
Position 184: 0.0010067427730807534
Position 2436: 0.0009993686831348625
Position 2484: 0.0008527230435304978
Position 2118: 0.0007426750222710621
Position 635: 0.0007166746404781142
Position 777: 0.0006828143933605115
Position 1790: 0.0005761770921600886
Position 1320: 0.0005544123401700302
Position 362: 0.0005497195752017723
Position 930: 0.0005038042058479919
Position 2528: 0.0004930828661477459
Position 1429: 0.0003521686926975883
Position 1575: 0.0003482892792416334
Position 797: 0.0003117939687985177
Position 1130: 0.00029424923682703087
Position 983: 0.00029005924800645555
Position 1327: 0.00027651184212024974
Position 889: 0.00026446370784824605
Position 305: 0.0002472584113420216
Position 1713: 0.00021578593088317262
Position 371: 0.0001986582597175521
Position 2255: 0.00016095286393163826
Position 1324: 0.00015465469903358378
Position 539: 0.0001528465140954091
Position 1586: 0.00014233452539908671
Position 864: 0.00012165171168655407
Position 1142: 0.0001127280316104995
Position 2510: 0.00010942857208248663
Position 1298: 9.12138496082994e-05
Position 1999: 9.077483870996424e-05
Position 223: 7.553133741184088e-05
Position 1880: 7.123291740831968e-05
Position 1860: 7.122609492577018e-05
Position 954: 6.506713364201701e-05
Position 1310: 6.417244553946374e-05
Position 1198: 6.288557236578048e-05
Position 2489: 5.5795267694679497e-05
Position 1956: 5.5275731403619014e-05
Position 1160: 4.373873816214645e-05
Position 1758: 3.8111912877439265e-05
Position 1767: 3.761168916674576e-05
Position 1097: 3.671642934986859e-05
Position 1508: 3.335587891479414e-05
Position 1583: 3.260190076805927e-05
Position 1048: 3.246670729577719e-05
Position 1165: 2.403903104492078e-05
Position 191: 2.335121171073661e-05
Position 411: 2.0982505886543122e-05
Position 468: 1.7317647345661695e-05
Position 1656: 1.6814028426435456e-05
Position 328: 1.6648270719360683e-05
Position 1515: 1.6304657633671645e-05
Position 194: 1.57485748110129e-05
Position 719: 1.3750013783106335e-05
Position 508: 1.290285510398075e-05
Position 2680: 1.2094601830340996e-05
Position 638: 1.156167373513719e-05
Position 471: 9.627704245347142e-06
Position 1698: 8.00792690424468e-06
Position 1102: 7.966108158081767e-06
Position 179: 5.158061346948124e-06
Position 1472: 4.3207304602513985e-06
Position 349: 3.7539307005511175e-06
Position 115: 2.292454057100834e-06
Position 606: 2.1957596044875154e-07
Position 228: 1.530583143562735e-07
Position 1465: 1.0564302202907339e-07
Position 680: 9.880702725232927e-08
Position 1700: 7.750856465119524e-08
Position 279: 6.200210975746437e-08
Position 332: 6.095872123335295e-08
Position 243: 4.868928349291699e-08
Position 751: 1.0114766053594294e-08
Position 118: 6.949217490184494e-09
Position 94: 5.46554598066129e-10
Position 124: 3.8655195623534073e-10
Position 91: 3.7582784253659735e-10
Position 245: 2.4662165805659904e-10
Position 283: 1.7631819027242585e-10
Position 252: 7.633602786099884e-11
Position 264: 3.9641855171802876e-11
Position 731: 1.1166877257254455e-11
Position 340: 2.8402054434573583e-12
Position 257: 3.568908541663052e-13
