Gene = NMD3
index = 945
Annotated 5SS: [  120   768  3775  6054 12190 13566 13923 16902 17537 19874 21364 25159
 26041 28271 29037]
Annotated 3SS: [  703  3639  5956 12108 13436 13831 16822 17439 19755 21217 25045 25967
 28163 28965 29489]
SMsplice 5SS: [  435  3775  6054 12190 13566 13923 16902 17537 21364 26041 27632 28271
 29037]
SMsplice 3SS: [ 3639  5956 12068 13436 13831 16822 17439 21217 25967 27505 28163 28965
 29489]
top_k =  500
Partition function (log Z): 16.500603880201453

Sorted 5' Splice Sites (High to Low Probability):
Position 28271: 0.9831735824316015
Position 21364: 0.972316769396913
Position 6054: 0.9680804324324291
Position 13923: 0.9486149117308255
Position 29037: 0.9167965927546115
Position 12190: 0.8827368710274157
Position 16902: 0.7740184280017095
Position 3775: 0.7364217798005617
Position 17537: 0.7336508867726539
Position 435: 0.6632942222671407
Position 29601: 0.613824560505534
Position 27632: 0.5555957066392562
Position 13566: 0.518862364351636
Position 26041: 0.5140331957082489
Position 19874: 0.4954469438708502
Position 1566: 0.45616033412931895
Position 13586: 0.283887505022414
Position 768: 0.2750219166445176
Position 29401: 0.263558964816943
Position 26102: 0.2631040680445683
Position 11628: 0.22922413826821142
Position 28857: 0.2047486334589764
Position 3729: 0.18550448429892524
Position 851: 0.1568399948873647
Position 26109: 0.1504631474063606
Position 14445: 0.1129521053229368
Position 343: 0.09647809180930024
Position 814: 0.0911713269071332
Position 28874: 0.08876125761492473
Position 25717: 0.07673389963969837
Position 8101: 0.07510282941822972
Position 641: 0.0749895886659751
Position 446: 0.0744670029417809
Position 8200: 0.07102233275941593
Position 17123: 0.058191523219554564
Position 120: 0.05704975007556571
Position 13554: 0.05675428884251867
Position 16898: 0.05624762407573539
Position 16126: 0.049471085828511355
Position 25159: 0.04118969151722794
Position 8519: 0.03712202100448616
Position 29592: 0.035815543942407116
Position 8066: 0.033531059027664005
Position 3858: 0.032845293720808535
Position 12109: 0.03150555785012055
Position 29349: 0.03118268205802071
Position 22191: 0.03022495307598872
Position 20737: 0.02986669413347027
Position 1534: 0.0275882259659037
Position 7640: 0.025707884471956613
Position 13762: 0.022397311515951857
Position 7573: 0.02227669614180723
Position 28403: 0.020960703822413752
Position 15673: 0.020544725721359222
Position 42: 0.020089533225221046
Position 1449: 0.019708636635119608
Position 25569: 0.017942830094663402
Position 6086: 0.01773894268240093
Position 3785: 0.016745275000282167
Position 6049: 0.013739478402033833
Position 1501: 0.013529814611064882
Position 8503: 0.013377852838807292
Position 13742: 0.013226550308849524
Position 18632: 0.013127822343593125
Position 30101: 0.012698898961008195
Position 27646: 0.011083868074437616
Position 1638: 0.01077427852842139
Position 22983: 0.010266055577865713
Position 11490: 0.010023527408539476
Position 12230: 0.009542148347007591
Position 9167: 0.008997399530952003
Position 23735: 0.00860829061073492
Position 12943: 0.00830259741150244
Position 855: 0.007894051586973625
Position 3475: 0.007530565674003928
Position 8994: 0.0074520090629282155
Position 1858: 0.00696004497942997
Position 23977: 0.006916094641666133
Position 215: 0.006913436558846944
Position 12443: 0.006880168295401945
Position 15669: 0.006522049418072103
Position 21947: 0.006321654756689887
Position 3743: 0.004993131599565941
Position 4132: 0.004907790525895118
Position 26171: 0.0043997195925430145
Position 30504: 0.004320021894250048
Position 26441: 0.003775143370007044
Position 2751: 0.0036239995056311595
Position 1861: 0.0032387809827100307
Position 4064: 0.00303530285030672
Position 5726: 0.002602777083264767
Position 22512: 0.0025943187046868553
Position 4983: 0.0025213081645938124
Position 29376: 0.002469593752249175
Position 3780: 0.0022699845374596845
Position 14955: 0.002026120954831778
Position 266: 0.0020136664576324245
Position 319: 0.0018957498428564259
Position 21341: 0.001797521195970555
Position 2176: 0.001719010374255531
Position 1223: 0.0016714921520795019
