Gene = IL12B
index = 687
Annotated 5SS: [  456  4193  7834  8494 10582 12152 14203]
Annotated 3SS: [ 4104  7557  8375 10366 11993 14070 14786]
SMsplice 5SS: [  456  4193  8494 10582 12152 14203]
SMsplice 3SS: [ 4104  8375 10416 11993 14070 14786]
top_k =  500
Partition function (log Z): 4.560747534412739

Sorted 5' Splice Sites (High to Low Probability):
Position 8494: 0.9971956424148246
Position 14203: 0.933327086053502
Position 4193: 0.8904068025512702
Position 456: 0.8889620736336746
Position 12152: 0.8480760562146696
Position 10582: 0.8449160320075978
Position 2980: 0.4999876703765105
Position 14470: 0.22921021922058177
Position 7122: 0.22729052794322158
Position 7834: 0.22125071261659982
Position 7925: 0.2151062829829838
Position 13909: 0.19943781132700103
Position 3198: 0.1993755908919089
Position 586: 0.1874578760176687
Position 7666: 0.17295478367813494
Position 4010: 0.1653152625444425
Position 7095: 0.15563693747834995
Position 5236: 0.14474898288864463
Position 9022: 0.08832995686161062
Position 2170: 0.07073989368301042
Position 6109: 0.05871516521005959
Position 10541: 0.052034606589375386
Position 3331: 0.041924640526817984
Position 11841: 0.040594949856682015
Position 12056: 0.04035427436780302
Position 8686: 0.03433575280589373
Position 11863: 0.03315365132987186
Position 9106: 0.028781601971455094
Position 810: 0.02867453231633433
Position 3660: 0.026687135869481165
Position 7639: 0.02618379842069089
Position 13785: 0.023890641191000938
Position 2025: 0.023522381102219957
Position 1094: 0.022143106114176542
Position 7671: 0.02203288395360768
Position 12741: 0.016643720629728385
Position 11822: 0.01570416217095495
Position 2522: 0.015196923284639896
Position 3295: 0.01332547415632785
Position 12168: 0.010944191784252835
Position 8297: 0.010128369357135274
Position 4362: 0.009360879209817579
Position 12844: 0.008664439745411699
Position 3448: 0.007970841237274881
Position 4260: 0.007934452164217934
Position 11150: 0.007751394350446392
Position 1788: 0.007127336073619779
Position 12050: 0.006793860100111964
Position 10662: 0.006273403548724663
Position 3561: 0.0051337823247221545
Position 11919: 0.0045014471599483935
Position 5342: 0.004494558043591619
Position 1198: 0.004263183310427446
Position 4410: 0.004022653783466898
Position 12212: 0.0038742319068276456
Position 1202: 0.003781139595589247
Position 11161: 0.0037789552932876325
Position 14198: 0.0037246608593971575
Position 6754: 0.0034821769226649995
Position 5327: 0.0034090017422905594
Position 2754: 0.0033358263809427327
Position 12185: 0.003279669984531281
Position 7273: 0.002976568516381229
Position 2931: 0.002959633247195372
Position 12456: 0.002913154337428786
Position 15619: 0.0027408022156248262
Position 2991: 0.0023895240047943265
Position 299: 0.0023622576024704654
Position 330: 0.0022070083752772913
Position 3368: 0.002021892752187434
Position 6432: 0.0019869824469896376
Position 3440: 0.001781960281113271
Position 12125: 0.0015580107747356858
Position 1308: 0.0015150486770443192
Position 1794: 0.001468077688263427
Position 5587: 0.0013788596064387279
Position 14575: 0.0013426958701003053
Position 13406: 0.0013001810745255735
Position 1149: 0.0012962904633346708
Position 130: 0.0012681098791858217
Position 2838: 0.0010478788136140888
Position 12377: 0.0010013907533097859
Position 15776: 0.0009108310675493553
Position 4400: 0.0008703070840115179
Position 1803: 0.0008295922575389213
Position 2029: 0.0008023482779125733
Position 5098: 0.0006914100591074628
Position 15040: 0.0006787795547835748
Position 4439: 0.0005867549125495417
Position 1691: 0.0005776726691837223
Position 869: 0.000497680565005042
Position 14137: 0.00048061386092717483
Position 12898: 0.000464155578894566
Position 2581: 0.00043616176534219886
Position 1798: 0.00040022791251490935
Position 12776: 0.00039842773576945526
Position 12662: 0.0003668538120516028
Position 3520: 0.00033008565796798715
Position 3468: 0.00030435300927784834
Position 1076: 0.00030173287227284014
Position 2475: 0.0002825029214753576
Position 3505: 0.00026672420275272756
Position 2571: 0.00026610255126138793
Position 4823: 0.0001833261734335051
Position 4764: 0.00014596380617759824
Position 183: 0.000128544174037059
Position 5084: 0.00010749875094659986
Position 5061: 9.270887118029825e-05
Position 692: 9.031581923244138e-05
Position 637: 7.706773486036288e-05
Position 1056: 7.548559285444796e-05
Position 2545: 5.687534561003542e-05
Position 525: 5.0040044093757666e-05
Position 2565: 3.472942579910406e-05
Position 514: 2.496108564376826e-05
Position 738: 9.11387049966092e-06
Position 369: 8.875344013282446e-06
Position 106: 7.561145410859986e-06
Position 101: 5.9649462689110855e-06
Position 2246: 4.432583129518864e-06
Position 1381: 4.128215796202429e-06
Position 1008: 4.085868204349292e-06
Position 9: 3.770004288050525e-06
Position 197: 3.765165492024459e-06
Position 308: 3.3910416179494683e-06
Position 1412: 3.0287552468707263e-06
Position 620: 2.9453780625536326e-06
Position 347: 2.129805583020682e-06
Position 364: 1.655568211259589e-06
Position 758: 1.6024232292144522e-06
Position 1442: 1.591925492343702e-06
