Gene = EFHB
index = 488
Annotated 5SS: [  951 13676 14348 15949 18878 28561 34749 35403 37494 45737 49778 51631]
Annotated 3SS: [13612 14203 15767 18766 28430 34664 35334 37338 45528 49564 51448 54375]
SMsplice 5SS: [  951 14348 15949 18878 28561 34749 35963 37494 45265 45737 48289]
SMsplice 3SS: [14203 15812 18766 28430 34664 35867 37338 45131 45528 48175 54375]
top_k =  500
Partition function (log Z): -4.302110808826862

Sorted 5' Splice Sites (High to Low Probability):
Position 14348: 0.9999999999999948
Position 28561: 0.9985371288594301
Position 34749: 0.9954880241745934
Position 18878: 0.9545771662577864
Position 15949: 0.9365836302982494
Position 951: 0.763220117283289
Position 35963: 0.7447857078117723
Position 37440: 0.6279740549221055
Position 45737: 0.5729785720729289
Position 101: 0.4425258816811606
Position 45265: 0.395310103172636
Position 2320: 0.3402767157801038
Position 30325: 0.3001788201209685
Position 48289: 0.27996466800762426
Position 1328: 0.2258580253180942
Position 35403: 0.16884848764528632
Position 5505: 0.1673392073534265
Position 37519: 0.15842003663173998
Position 29578: 0.15791916400290482
Position 2479: 0.13713875014482546
Position 30097: 0.13643800588511965
Position 16769: 0.13519378675092056
Position 45354: 0.1244115100494703
Position 24455: 0.08716472962446285
Position 41917: 0.08277932571927771
Position 39993: 0.0751267344612549
Position 26583: 0.07476969865485868
Position 21646: 0.07052139052525253
Position 39452: 0.06567314100908223
Position 36205: 0.06453014425045606
Position 37498: 0.057734968778321766
Position 35626: 0.057118381635818095
Position 30499: 0.05042736263590721
Position 18985: 0.0446473525901585
Position 34233: 0.030104171447436667
Position 306: 0.028347135096660925
Position 1377: 0.02716889070786023
Position 17070: 0.026932118455114094
Position 33512: 0.02608347756887309
Position 21665: 0.025952972613541212
Position 36278: 0.0245247628405823
Position 19214: 0.023003337710475708
Position 38351: 0.022429602016009065
Position 24752: 0.019208678765404805
Position 558: 0.019152168354826873
Position 17072: 0.017389422758853492
Position 34924: 0.01712372421650667
Position 2187: 0.014074823205901192
Position 35472: 0.013488685796412402
Position 36434: 0.011524926945033737
Position 17595: 0.011273762649822909
Position 21081: 0.011247541966957222
Position 16150: 0.010072774160577024
Position 37: 0.009742559487534459
Position 23735: 0.009428773220978001
Position 16356: 0.00867520741962213
Position 32763: 0.008348002828441049
Position 29934: 0.008179496650585904
Position 28751: 0.007414777967738567
Position 37132: 0.007306721614439958
Position 36859: 0.006901216856739058
Position 2534: 0.006552749777313299
Position 735: 0.006291849466105836
Position 4597: 0.004821699292173682
Position 2074: 0.004774133577499958
Position 36743: 0.0038329528616539866
Position 261: 0.0033639805778917964
Position 35076: 0.0033231324465606183
Position 4180: 0.003281780730657694
Position 37454: 0.0031893799216269653
Position 36759: 0.0030991664719969376
Position 35868: 0.0027917438260293705
Position 4204: 0.002520279332059578
Position 1676: 0.0020003612156877567
Position 34629: 0.0019326686464630689
Position 42: 0.0017679728687499663
Position 2296: 0.0016684225995560358
Position 36209: 0.0015883679441610833
Position 37077: 0.0015356443130706567
Position 319: 0.001414699698066724
Position 38347: 0.0013752481835430782
Position 37565: 0.0010719393563366239
Position 36765: 0.0010414798281125162
Position 35596: 0.0010291079256635912
Position 36761: 0.0009872725212845066
Position 28649: 0.0009243576148739634
Position 36665: 0.0008180457424058526
Position 36696: 0.0008049483325569937
Position 421: 0.0007710759184487605
Position 491: 0.000754348290840338
Position 219: 0.0007431335826898847
Position 621: 0.0007212013514793658
Position 35298: 0.000685065079704574
Position 18953: 0.0003910229866813656
Position 2538: 0.0003516019188742876
Position 3419: 0.000336156872679167
Position 18846: 0.00024497878291568223
Position 1651: 0.00021717815921354637
Position 32492: 0.00020157632744002753
Position 310: 0.00016742993208516095
