Gene = YOD1
index = 1585
Annotated 5SS: [390]
Annotated 3SS: [1353]
SMsplice 5SS: [390]
SMsplice 3SS: [1353]
top_k =  500
Partition function (log Z): -8.682769396898358

Sorted 5' Splice Sites (High to Low Probability):
Position 390: 0.9473288614185921
Position 1208: 0.07905379753819512
Position 695: 0.05241185973460046
Position 66: 0.04982474799937229
Position 1095: 0.04738212439752492
Position 1974: 0.04554917978821609
Position 150: 0.02312703453402859
Position 1429: 0.02089980534043842
Position 251: 0.020807755877794473
Position 1740: 0.018048872769939734
Position 1417: 0.017229222863654074
Position 480: 0.012999747537612892
Position 303: 0.008775566905946306
Position 4564: 0.007781744731022576
Position 1420: 0.007562397868959596
Position 1354: 0.007312457759589662
Position 1434: 0.005323370555467381
Position 1603: 0.0031025283611519155
Position 640: 0.002624784926166242
Position 1029: 0.0023162420539556356
Position 110: 0.0007962619627560786
Position 474: 0.0006255314876605396
Position 1239: 0.0005560159436730132
Position 161: 0.00042824102238935214
Position 49: 0.00028127125231141507
Position 4307: 0.0002657614070351672
Position 442: 0.00023934702094006473
Position 758: 0.00021417959139052552
Position 96: 0.00014587308351711968
Position 80: 8.643483901371684e-05
Position 1396: 7.484318706996682e-05
Position 1083: 5.863492101132984e-05
Position 1501: 4.820912967953092e-05
Position 334: 1.848266597018501e-05
Position 1026: 9.893331382562397e-06
Position 838: 9.541167315735047e-06
Position 184: 7.6642947548477e-06
Position 967: 5.270960496440594e-06
Position 953: 4.551646104322267e-06
Position 317: 3.6883019319656377e-06
Position 981: 3.686140393677559e-06
Position 1188: 2.5728824613576675e-06
Position 1227: 2.319293409203858e-06
Position 1269: 1.6662157342652487e-06
Position 1042: 1.664073059536104e-06
Position 1452: 1.1866168360557245e-06
Position 419: 1.1104440612890797e-06
Position 588: 9.063145771481857e-07
Position 1273: 8.191486635551632e-07
Position 221: 7.278370369428123e-07
Position 558: 5.278389341578458e-07
Position 12: 3.602527008011316e-07
Position 484: 7.258381492947388e-08
Position 802: 7.200188205873657e-08
Position 235: 1.4065770642633272e-08
Position 463: 1.1111639827490395e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1353: 0.5432801865165228
Position 1327: 0.2844385946560876
Position 586: 0.07627041246867258
Position 1094: 0.0750642174289082
Position 229: 0.0704414437574633
Position 5846: 0.041265849418805955
Position 4447: 0.039365308992462156
Position 6403: 0.030927647330490853
Position 1501: 0.01614307888135808
Position 1845: 0.016064802481825333
Position 1826: 0.015432507052841058
Position 884: 0.012692562154938034
Position 979: 0.01251564725583009
Position 5601: 0.011700661189256183
Position 4126: 0.010061429889265835
Position 887: 0.009881997070761872
