Gene = RBM22
index = 1119
Annotated 5SS: [ 176  664 1866 2609 4317 4575 5602 7032 7889 8213]
Annotated 3SS: [ 609 1835 2475 4215 4401 5400 6866 7799 8080 9225]
SMsplice 5SS: [ 176 1866 2609 4317 4547 5602 7032 7889 8213]
SMsplice 3SS: [1724 2475 4215 4401 5400 6866 7799 8080 9225]
top_k =  500
Partition function (log Z): 15.936521292832598

Sorted 5' Splice Sites (High to Low Probability):
Position 7032: 0.9912845162417361
Position 4317: 0.9911761365213251
Position 7889: 0.9627160180254491
Position 176: 0.9592034554432154
Position 8213: 0.9117508241932497
Position 2609: 0.9054531099016631
Position 1866: 0.8287301200779009
Position 5602: 0.7115883497394426
Position 4547: 0.6947124432572138
Position 664: 0.34402226151350157
Position 6367: 0.2500996717864549
Position 9082: 0.1939126413964035
Position 1086: 0.17591870872579302
Position 7546: 0.12907616921529474
Position 831: 0.08233819175200315
Position 7314: 0.08187493784738559
Position 8435: 0.0756769380611655
Position 2032: 0.07406372367845743
Position 5574: 0.07272645786239762
Position 3534: 0.06734553575575931
Position 8304: 0.053087590927950935
Position 7231: 0.049898333222274896
Position 7566: 0.04477312016451705
Position 7735: 0.04291996061360916
Position 2151: 0.04242330988663611
Position 2859: 0.04226934943879495
Position 3394: 0.03192475384352524
Position 2561: 0.027978516063707628
Position 1870: 0.026354482643105005
Position 4534: 0.023974425461009027
Position 4892: 0.02033166670965591
Position 6777: 0.019728603496193185
Position 713: 0.018873993453990035
Position 1335: 0.018400266892194497
Position 2647: 0.016828177276464865
Position 1116: 0.0163007124463157
Position 1654: 0.014920644975293414
Position 4637: 0.013548878346183036
Position 2604: 0.013331024596982108
Position 7963: 0.012816662885043104
Position 8796: 0.01221613354588676
Position 1847: 0.011275544634537515
Position 1585: 0.010035505852655871
Position 2854: 0.009933433315146676
Position 4887: 0.009699594513277525
Position 7258: 0.009374887015675031
Position 853: 0.008581743861167125
Position 7702: 0.008005696680658245
Position 2956: 0.007539625941312502
Position 7447: 0.0070815066240649946
Position 3811: 0.0069768694418520195
Position 2360: 0.005396071717268576
Position 6997: 0.005050041182486777
Position 6738: 0.005003256665332881
Position 2663: 0.003945258831194533
Position 7760: 0.0038145535970702457
Position 4828: 0.00350325060779436
Position 2218: 0.0033783985196682515
