Gene = ECM1
index = 478
Annotated 5SS: [ 195 1497 1678 1918 2098 3114 3747 4488 4728]
Annotated 3SS: [1445 1575 1836 2016 2790 3371 4266 4639 5151]
SMsplice 5SS: [ 195 1497 1678 1918 2098 3114 3747 4488 4728]
SMsplice 3SS: [1445 1575 1836 2016 2790 3371 4266 4596 4873]
top_k =  500
Partition function (log Z): 12.781588619915766

Sorted 5' Splice Sites (High to Low Probability):
Position 1678: 0.9726059125714235
Position 1918: 0.9725835053269942
Position 1497: 0.9699183858391361
Position 4488: 0.9673913572954488
Position 195: 0.8879465430929815
Position 4728: 0.8639070373900721
Position 3114: 0.8070641378482355
Position 3747: 0.6959298987385452
Position 2098: 0.5549591912576638
Position 2213: 0.4149065690481743
Position 2481: 0.17400679947428344
Position 110: 0.0943135044392142
Position 3025: 0.06409487683347793
Position 3846: 0.0577941477302671
Position 3119: 0.05335149040654566
Position 2576: 0.047719402856286626
Position 1019: 0.043241235094989505
Position 2970: 0.04213397107772529
Position 2178: 0.03247714185977983
Position 452: 0.030858767819628385
Position 1275: 0.02823570080495273
Position 2589: 0.02009925518754943
Position 2870: 0.018703634810330674
Position 1041: 0.012280099163452362
Position 5086: 0.01195702579008111
Position 1315: 0.009614568579320214
Position 5245: 0.008968987891443278
Position 3850: 0.008845270492963558
Position 5404: 0.007911300183412389
Position 4972: 0.003956973338583879
Position 4210: 0.0037522141105974225
Position 1178: 0.0035766612917557277
Position 3461: 0.0034628789209874434
Position 2959: 0.002927086691727408
Position 1683: 0.002644407717799441
Position 1750: 0.0024461468774627645
Position 865: 0.0024388137332592846
Position 1011: 0.0019342161445617388
Position 1718: 0.0018089240710924782
Position 465: 0.0017628547062257703
Position 1062: 0.0014629438244869394
Position 3161: 0.001298246100535996
Position 4962: 0.0012344855268208142
Position 1032: 0.0011507625671804457
Position 2497: 0.0010891043060610574
Position 4230: 0.0008368388435506536
Position 1806: 0.0007106877966374665
Position 1221: 0.0006251879163138922
Position 4732: 0.0006100348702581057
Position 837: 0.0005194363934673622
Position 327: 0.0005119588823257404
Position 3434: 0.0004990618116809461
Position 778: 0.00045045795367198895
Position 5189: 0.0003464622078237625
Position 3397: 0.00021021193868865575
Position 498: 0.00019612628809658172
Position 490: 0.00013987321939155627
Position 3098: 0.0001363453601406688
Position 505: 0.00012931379252634602
Position 2967: 0.00010885203250473233
Position 225: 7.842018571712527e-05
Position 28: 7.29624041448777e-05
Position 456: 6.6003767456574e-05
Position 445: 5.465820750697723e-05
Position 2631: 4.365465892212944e-05
Position 2977: 3.9077228741235783e-05
Position 100: 3.667069759275661e-05
Position 3178: 2.977779867120419e-05
Position 602: 2.961424983615414e-05
Position 152: 2.7970673481384947e-05
Position 102: 2.779432513883662e-05
Position 246: 2.706492675394394e-05
Position 3214: 2.408100702131849e-05
Position 3124: 2.2509783463608006e-05
Position 802: 1.8190127356752525e-05
Position 286: 1.7427176904595168e-05
Position 2016: 1.5145568436403963e-05
Position 1706: 1.1904572927869817e-05
Position 1994: 1.1239598677442922e-05
