Gene = AGTRAP
index = 40
Annotated 5SS: [   81  9683 11391 12456]
Annotated 3SS: [ 9647 11284 12259 13921]
SMsplice 5SS: [  417 11391]
SMsplice 3SS: [11304 13921]
top_k =  500
Partition function (log Z): -6.656224431835671

Sorted 5' Splice Sites (High to Low Probability):
Position 8414: 0.9402863186745265
Position 417: 0.8391708985647851
Position 11391: 0.7489505014942163
Position 2942: 0.5787896537884248
Position 5308: 0.5224508015512954
Position 1846: 0.4026533996682805
Position 12456: 0.2611537820303044
Position 12435: 0.25162759677830376
Position 1451: 0.24420374876211845
Position 81: 0.21495398892089726
Position 9683: 0.21288422299367338
Position 2141: 0.1999747289300877
Position 13462: 0.160897457682076
Position 12193: 0.14742954785802231
Position 2962: 0.1455622818524268
Position 203: 0.12748760893403568
Position 1292: 0.1120975238354172
Position 186: 0.09503126402440022
Position 2955: 0.07998320002242623
Position 33: 0.0663193139735018
Position 1801: 0.06392104715375167
Position 5011: 0.06160059613597108
Position 148: 0.04941055153431734
Position 2727: 0.03377594724547292
Position 2525: 0.030453747619519144
Position 5238: 0.025475883179041568
Position 1193: 0.02137872975798538
Position 5293: 0.02007105418880323
Position 2329: 0.019895726966357705
Position 1503: 0.01947966568606251
Position 2274: 0.018745338572866165
Position 12326: 0.018328442429785284
Position 4354: 0.014787713498769917
Position 2520: 0.012241623220764166
Position 14031: 0.009301370725246364
Position 1426: 0.006981033262993642
Position 5127: 0.006157499835311969
Position 8616: 0.005216295315528246
Position 10671: 0.004814225584689676
Position 2221: 0.003616163446636806
Position 1631: 0.003389869110265343
Position 1515: 0.003153424045962171
Position 13275: 0.002528734561251088
Position 1439: 0.001831899536696465
Position 1222: 0.0006525256872742459
Position 1767: 0.000468927569320764
Position 103: 0.00042347571904202745
Position 1189: 0.00038337620594815463
Position 707: 0.0003830645604908305
Position 122: 0.0003778820595270343
Position 1781: 0.0003657829620631325
Position 1840: 0.0002789929402319512
Position 461: 0.00025174515515394833
Position 3913: 0.00022068676292812716
Position 434: 0.00015265188746341733
Position 1227: 9.872046319149643e-05
Position 1148: 8.79448450197654e-05
Position 2022: 6.061313902536163e-05
Position 1101: 5.251762992665634e-05
Position 69: 4.377378812802265e-05
Position 301: 3.9685687718645564e-05
Position 254: 2.8922409702518305e-05
Position 722: 2.2425596677731613e-05
Position 830: 9.251098866641086e-06
Position 48: 8.855576587654706e-06
Position 166: 2.83258742450287e-06
Position 294: 3.643756291836235e-08
Position 528: 1.1604443211368206e-08
Position 363: 3.3733523998915583e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 11304: 0.7502016846004929
Position 8377: 0.6823728186428427
Position 12259: 0.5862408252307103
Position 2847: 0.5678372736741023
Position 13921: 0.5239555213724798
Position 340: 0.361616556908705
Position 1660: 0.33236381938818127
Position 5152: 0.2843377924670067
Position 13941: 0.28384862838783387
Position 5215: 0.2570817163398873
Position 2832: 0.2368080881012308
Position 1400: 0.23538607591038035
Position 8343: 0.23419212107678938
Position 1982: 0.19407201351071926
Position 12085: 0.15320831618324904
Position 13274: 0.15197689303420878
Position 9523: 0.13185552658048655
Position 1613: 0.10220081486527004
Position 9647: 0.08216107648093232
Position 1072: 0.06142143910558934
Position 12882: 0.06092470490938144
