Gene = MUC1
index = 896
Annotated 5SS: [  83  686 2021 2176 2462 2729 2959]
Annotated 3SS: [ 584 1897 2119 2324 2606 2808 3973]
SMsplice 5SS: [  83  686 2021 2462 2729 2959]
SMsplice 3SS: [ 557 1951 2324 2606 2808 3973]
top_k =  500
Partition function (log Z): 0.9157724005071675

Sorted 5' Splice Sites (High to Low Probability):
Position 2462: 0.9031850121642208
Position 2959: 0.8791584640756628
Position 2729: 0.8514899239208373
Position 686: 0.8215455691556973
Position 2021: 0.8019725284030252
Position 83: 0.5547486693430445
Position 182: 0.4714142768674051
Position 3454: 0.15743481265452944
Position 2176: 0.10847037135722286
Position 1856: 0.06997273270921685
Position 2369: 0.025557015012128606
Position 2215: 0.023719663987309295
Position 3054: 0.01778941898133038
Position 97: 0.013032522451232978
Position 690: 0.010330157169271574
Position 3589: 0.00749550973857054
Position 272: 0.007467860535329935
Position 726: 0.007421186267784907
Position 3348: 0.005826000293079441
Position 2259: 0.004545246744369101
Position 276: 0.004362536537779675
Position 465: 0.0038261284347937555
Position 3842: 0.003709201386202358
Position 2025: 0.00354521848421797
Position 792: 0.003004284470881309
Position 621: 0.0029821561122365817
Position 2684: 0.001722392602901918
Position 3427: 0.001656921962913802
Position 2234: 0.0015940112816113796
Position 2889: 0.0013890864724999427
Position 3071: 0.001311716114223007
Position 2606: 0.0012136668499731819
Position 3109: 0.001132890149280489
Position 3460: 0.0011007534304960864
Position 2933: 0.0010316728690892994
Position 3545: 0.0007989131170768652
Position 324: 0.0007514189656501157
Position 3830: 0.0005484120128008835
Position 3023: 0.0004772976838753602
Position 2188: 0.0004442830445082473
Position 2455: 0.0004310794304804971
Position 654: 0.00039992896367067394
Position 142: 0.00039141017105816115
Position 3984: 0.0003846472729050721
Position 176: 0.0003752292242578773
Position 432: 0.00020889463718023676
Position 3930: 0.000157901565182681
Position 122: 8.123921398704271e-05
Position 300: 7.382493788734017e-05
Position 3388: 6.720564894623509e-05
Position 308: 4.4819797335428895e-05
Position 479: 4.2778353692070263e-05
Position 2678: 2.9372491047584602e-05
Position 104: 2.9319686075019897e-05
Position 73: 2.308787475411423e-05
Position 2696: 1.8859921077591497e-05
Position 2765: 1.2762353595066239e-05
Position 209: 1.202589769718162e-05
Position 2409: 9.645928860590558e-06
Position 125: 7.578393636260626e-06
Position 295: 7.284105613073884e-06
Position 134: 6.438795051611679e-06
Position 146: 1.8978484236453737e-06
Position 253: 1.6887366569996653e-06
Position 42: 1.457529371637814e-06
Position 2995: 7.663013141396097e-07
Position 131: 4.871843542722276e-07
Position 456: 4.0420888038426614e-07
Position 213: 2.925395460877027e-07
Position 2400: 2.224663917384895e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2808: 0.962283484076223
Position 2324: 0.7921451176078751
Position 3973: 0.6387238912565159
Position 557: 0.6383727171413626
Position 1951: 0.6024418493715488
Position 2606: 0.3956256622845316
Position 2638: 0.37416692835609083
Position 3378: 0.22591202308237804
Position 1970: 0.15936437774700118
Position 3291: 0.11846389965952599
Position 2119: 0.10767832119376737
Position 584: 0.08186572913794285
Position 2544: 0.07608292563214904
Position 2368: 0.0734099091938408
Position 527: 0.06422536673243216
Position 162: 0.060490412411006465
Position 620: 0.05387730025298782
Position 1731: 0.034799821638110455
Position 2329: 0.030629180991190327
Position 1897: 0.024367004196537524
Position 3983: 0.022985758388820676
Position 1884: 0.0218850406914947
Position 2820: 0.02046995652307745
Position 3722: 0.020219034637570354
Position 3426: 0.012542047320867278
Position 1679: 0.012391835517469694
