Gene = IVL
index = 722
Annotated 5SS: [45]
Annotated 3SS: [1233]
SMsplice 5SS: [45]
SMsplice 3SS: [1233]
top_k =  500
Partition function (log Z): -8.3907738899743

Sorted 5' Splice Sites (High to Low Probability):
Position 45: 0.8341080167825591
Position 603: 0.14954275135968498
Position 36: 0.0950837006090186
Position 1391: 0.054290015705954583
Position 947: 0.03234837884565385
Position 111: 0.015285142037832513
Position 287: 0.013857884790325127
Position 899: 0.010954804399587976
Position 59: 0.0058198678145385575
Position 1107: 0.0037083354172308173
Position 235: 0.0034500069764744974
Position 130: 0.0032670343132693413
Position 3086: 0.00318226210187464
Position 1476: 0.0031386903557161605
Position 105: 0.0018988716237210582
Position 124: 0.001715681886265679
Position 2741: 0.0011121293336596098
Position 781: 0.0009218385988910125
Position 1110: 0.0008524271381382654
Position 70: 0.0007082567868677069
Position 263: 0.0006563053058904674
Position 2621: 0.0005034442886070085
Position 283: 0.00046700359451538393
Position 1415: 0.00041601320048529705
Position 392: 0.0003742216107992573
Position 2531: 0.00035954128424594097
Position 1118: 0.0003432123104681748
Position 3151: 0.0002954346107410724
Position 761: 0.0002868650299846274
Position 1178: 0.00027769076719016554
Position 2984: 0.00026778739622550034
Position 51: 0.00022091336604341071
Position 102: 0.00012901857089694425
Position 285: 9.943313874160544e-05
Position 508: 7.338766782672805e-05
Position 221: 2.2471872505746504e-05
Position 191: 1.2829860498721577e-05
Position 1234: 3.061866112078823e-06
Position 350: 1.0831680106453462e-06
Position 903: 1.0532019655673998e-06
Position 917: 9.872973258976408e-07
Position 205: 5.168015687511661e-07
Position 49: 4.890158492391081e-07
Position 185: 2.6951891333894237e-07
Position 40: 1.656779593647391e-07
Position 627: 1.5577709459356694e-07
Position 248: 1.272096721306535e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1233: 0.6500540555069059
Position 174: 0.0987797379963923
Position 1299: 0.07991732776964797
Position 359: 0.06686983026791332
Position 3217: 0.061460889003643146
Position 812: 0.059727774832184444
Position 975: 0.03071446549448928
Position 475: 0.01689443587024242
Position 656: 0.01665114262913561
Position 2960: 0.015803946496466312
Position 431: 0.015143322592981194
Position 903: 0.012280866168847543
Position 1203: 0.012188905422642685
Position 542: 0.008954263168570153
Position 1387: 0.007932704578850942
Position 2894: 0.007586899095496977
Position 391: 0.007218465033399965
Position 1331: 0.0054492412193687025
Position 2938: 0.004829538914940726
Position 3257: 0.00444386129299698
Position 849: 0.003980544698000216
Position 2479: 0.003590767642488761
Position 2900: 0.003569605032675079
Position 385: 0.00332517712084778
Position 2029: 0.003229860009415314
Position 573: 0.0030877558352911264
Position 3020: 0.0028373317670915906
Position 1390: 0.0025804999332936303
Position 2026: 0.002465306635078255
Position 2119: 0.001667960543968575
Position 467: 0.0016600333574388624
Position 157: 0.0013720613050100159
Position 3094: 0.001361699301443047
Position 1999: 0.0013578119400535914
Position 2449: 0.0012890116328801227
Position 1996: 0.0011645485504665001
Position 753: 0.0011368793735536922
Position 1489: 0.001134852297155839
Position 2587: 0.0010519748146496752
Position 505: 0.0009403109450250315
Position 780: 0.0009143161811949482
Position 3275: 0.0008803957074195349
Position 2149: 0.0008143614205684971
Position 879: 0.0008029361611356131
Position 2356: 0.0007557804800647674
Position 2827: 0.0006972206580195833
Position 553: 0.0006926402612957934
Position 1345: 0.0005788601896731484
Position 2677: 0.0005675879767782694
Position 2059: 0.0005613992491059713
Position 2476: 0.0005298002057386132
Position 2770: 0.0004475779166434868
Position 2299: 0.00043390980025874464
Position 1456: 0.0003830379885819259
Position 2239: 0.00037762800551322114
Position 2351: 0.0003595395591720105
Position 1789: 0.00033556756530032716
Position 562: 0.0003062992745594378
Position 727: 0.0002805364815789222
Position 1486: 0.00027597677280219375
Position 1303: 0.000272435128501297
Position 980: 0.0002677181806611747
Position 1277: 0.00024151166107694595
Position 1966: 0.0002024664198671192
Position 635: 0.00019581271631922433
Position 1726: 0.0001930719631363543
Position 508: 0.00019183065872133246
Position 1409: 0.00018767764154761288
Position 2590: 0.0001605380319041507
Position 479: 0.00014718868214430125
Position 218: 0.0001276059644427955
Position 1618: 0.00010877828928603608
Position 514: 9.558870399055093e-05
Position 1969: 9.379764464529417e-05
Position 1099: 9.228987064646044e-05
Position 1570: 9.079172515065886e-05
Position 1131: 8.863069029031709e-05
Position 1168: 7.532751737681831e-05
Position 189: 7.344542602034462e-05
Position 2530: 7.313347757375511e-05
Position 908: 6.411099985071574e-05
Position 490: 5.7999218817958183e-05
Position 442: 4.872826911130739e-05
Position 830: 3.99613949194119e-05
Position 118: 3.4502159528146636e-05
Position 433: 3.425013925059457e-05
Position 832: 3.213420663466155e-05
Position 397: 2.7553633011212467e-05
Position 389: 2.4544686976283545e-05
Position 523: 9.60574578914119e-06
Position 221: 1.93219687272102e-06
Position 580: 9.895449657559885e-07
Position 481: 8.297917511108752e-07
Position 1241: 7.549616609531844e-07
Position 205: 3.160058250766907e-07
Position 295: 2.58343170368727e-07
Position 185: 2.119062953552295e-07
Position 588: 1.8329271926821053e-07
Position 226: 1.434562428474811e-08
Position 676: 9.564725167095918e-09
Position 231: 6.078579638580838e-09
Position 198: 3.1862778570755255e-09
Position 191: 6.12973820800153e-10
Position 200: 5.03304755161993e-10
Position 293: 2.4266758360864974e-10
Position 291: 2.345807437086898e-10
Position 310: 2.2517721258172018e-10
Position 321: 2.1246666609202014e-10
Position 313: 2.1058597439351314e-10
Position 235: 1.759270451352032e-11
Position 233: 1.6040788398429937e-11
