Gene = RHOBTB3
index = 1139
Annotated 5SS: [  510   910  5901 17313 21176 24587 32446 36992 49251 52789 57684]
Annotated 3SS: [  683  5713 17157 21063 24220 32332 36870 49076 52621 57586 61883]
SMsplice 5SS: [  510   910  5901 17313 28988 32446 36992 37149 49146 52789 57684]
SMsplice 3SS: [  683  5713 17157 28847 32332 36870 37063 49076 52621 57586 61883]
top_k =  500
Partition function (log Z): -32.12386416079359

Sorted 5' Splice Sites (High to Low Probability):
Position 5901: 0.9979963821478959
Position 17313: 0.8587923307208929
Position 910: 0.6628464105131849
Position 510: 0.3389956570419052
Position 213: 0.29653338141285124
Position 1972: 0.1995331309953136
Position 84: 0.18609727835022358
Position 993: 0.18449026928604806
Position 863: 0.11244106174667788
Position 2603: 0.06430234237348267
Position 5402: 0.056628235402823184
Position 5543: 0.04376800006908796
Position 21176: 0.0385304934717413
Position 514: 0.030715984447604313
Position 457: 0.027639281882785215
Position 236: 0.02290352443620412
Position 425: 0.010944914117114242
Position 1175: 0.010593319638997834
Position 7293: 0.0073853416566127495
Position 852: 0.005327431635271546
Position 2010: 0.0048673433034771615
Position 9081: 0.004635100694950178
Position 2661: 0.0046198502066457005
Position 222: 0.0044520760098674264
Position 1822: 0.004325487863768577
Position 6183: 0.002695789482647789
Position 3321: 0.0026808208614006895
Position 6724: 0.002472281367311479
Position 2760: 0.0021697692977699625
Position 244: 0.002103080889116876
Position 280: 0.0016622798317624662
Position 580: 0.0015288222658930036
Position 557: 0.0012005817649570084
Position 13380: 0.0007167869432928801
Position 829: 0.00036092919170847826
Position 6800: 0.0003511410668984717
Position 72: 0.00026341058954312797
Position 379: 0.00013729809117426456
Position 1160: 0.00013126847299619018
Position 836: 0.0001299729090017272
Position 318: 0.00011048803337777479
Position 1145: 7.488297132989293e-05
Position 684: 5.758929129719348e-05
Position 261: 4.4739977885465284e-05
Position 364: 4.325225231661047e-05
Position 7522: 4.0009501147734675e-05
Position 479: 2.191177251794016e-05
Position 537: 2.139337108798132e-05
Position 1748: 1.8676534137744474e-05
Position 886: 1.7024427636521238e-05
Position 618: 1.2635217055001687e-05
Position 674: 4.435016368873547e-06
Position 841: 2.796679326074111e-06
Position 552: 2.393925409379896e-06
Position 784: 1.9485757550260684e-06
Position 602: 1.6707003874242324e-06
Position 889: 3.9867713021121474e-07
Position 1006: 2.746564198965331e-07
Position 843: 2.5666313949639437e-07
Position 37: 2.415774232319151e-07
Position 997: 1.1777227909303128e-07
Position 877: 1.0043477770653667e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 683: 0.8855114908352948
Position 5713: 0.8715090643182655
Position 17157: 0.8685814066187376
Position 18655: 0.14063289489715872
Position 22107: 0.12865016846221566
Position 21063: 0.128198950956383
Position 24220: 0.12094933401109756
Position 5661: 0.12008666105609055
Position 19855: 0.11383516065087233
Position 19141: 0.09890089795637705
Position 5281: 0.0911614768468349
Position 1781: 0.08745386242247592
Position 18022: 0.060383959865081084
Position 23294: 0.057556524484328554
Position 1704: 0.057226668481217234
Position 19910: 0.03849032767166437
Position 2478: 0.029558155926467985
Position 19123: 0.024868190214258575
Position 1906: 0.020086540804740448
Position 2496: 0.019220648656930052
Position 1843: 0.015820399756983097
Position 17619: 0.014542084804137476
Position 2529: 0.013922401938966515
Position 1758: 0.013491786157042659
Position 1075: 0.010594170204124884
Position 1866: 0.009288606057073894
Position 19318: 0.00819289932257856
Position 5727: 0.007080846986762681
Position 7158: 0.007025756286234654
Position 5262: 0.006820820075765598
Position 7931: 0.006603705777974185
Position 12134: 0.00626184410356428
Position 11265: 0.005715889727482401
Position 15146: 0.005701673071062775
Position 15507: 0.005553949943797945
Position 6027: 0.005435625879370314
Position 17777: 0.005300737994937081
Position 10818: 0.005298403326967506
Position 2373: 0.0037591302491399568
Position 10371: 0.0036244661974174437
Position 13607: 0.003620052313892835
Position 11296: 0.0034843455610741913
Position 8400: 0.00331181175287618
Position 8970: 0.0027650969911352683
Position 13990: 0.0027379502912429536
Position 16623: 0.0025305320871375956
Position 5184: 0.002506736260932188
Position 8930: 0.002313370835932007
Position 1784: 0.0022261192066742688
Position 1874: 0.002046790325502454
Position 8420: 0.002013820805633207
Position 10719: 0.0018978106843134759
Position 2566: 0.0018552981730077258
Position 3246: 0.0017764767697077042
Position 7213: 0.001563977175207738
Position 15850: 0.001553568043457356
Position 8199: 0.0015289963004815677
Position 824: 0.0014214665614007633
Position 13035: 0.0013746911753148377
Position 5985: 0.0012997189206948071
Position 12089: 0.0011832126268704825
Position 548: 0.0011539078246599302
Position 2546: 0.0011458939513434396
Position 732: 0.0011128236045729416
Position 12560: 0.0011116416192790946
Position 9764: 0.0010528414769632184
Position 14658: 0.0010269266935001363
Position 14712: 0.0010167973715371212
Position 776: 0.0010157409088117223
Position 13269: 0.001011124517188522
Position 13217: 0.0009555429993099247
Position 6629: 0.0009460718162938058
Position 3133: 0.0009294075659326999
Position 6594: 0.000909835699047477
Position 9142: 0.0008322845327929081
Position 11616: 0.0008112250423938498
Position 7847: 0.0007331475316845078
Position 803: 0.0007023310110366137
Position 7424: 0.0006559972943663206
Position 2342: 0.0006248573086997471
Position 6701: 0.0006228412039839421
Position 2676: 0.0006091677480623505
Position 10756: 0.0005832399254486383
Position 11198: 0.0005792402643452915
Position 12957: 0.0005441932133089017
Position 11585: 0.0005375347891422275
Position 9280: 0.0005338108836455047
Position 7809: 0.0005313370612452061
Position 11476: 0.0005005392930139935
Position 7578: 0.0004698986641323482
Position 6652: 0.0004290016856888102
Position 1936: 0.0004236753471262795
Position 1668: 0.0004107179522195914
Position 10275: 0.0004015530415337421
Position 2607: 0.00039630253539371424
Position 8893: 0.0003357450820701523
Position 10236: 0.0003240188818026704
Position 1826: 0.000317173439150508
Position 3705: 0.00031380855170969903
Position 9862: 0.00031352002987920823
Position 7793: 0.0003093624034172896
Position 11982: 0.00030159128115157135
Position 9905: 0.00026805398243188257
Position 6880: 0.00026660359970115844
Position 7251: 0.0002635427002972461
Position 7189: 0.00021532736270824605
Position 6475: 0.00021517847953169718
Position 6231: 0.0001974731183088628
Position 10397: 0.00017148321445538563
Position 3343: 0.00016198628761857024
Position 858: 0.00010419939278893405
Position 7958: 9.269661881757492e-05
Position 567: 9.11181291835048e-05
Position 6555: 8.400842307637797e-05
Position 914: 7.069377850163156e-05
Position 3593: 7.006056112808996e-05
Position 6139: 6.88052124305272e-05
Position 7350: 6.753736701318054e-05
Position 8599: 6.291930516808359e-05
Position 625: 6.0888406685277445e-05
Position 2759: 5.9978351294648875e-05
Position 882: 5.7732708387904754e-05
Position 8623: 5.019743419113198e-05
Position 800: 4.5577385575162375e-05
Position 798: 4.3600918779170186e-05
Position 6721: 2.93416632554522e-05
Position 3658: 2.6323452411726434e-05
Position 630: 2.228251495627602e-05
Position 6287: 1.95774245677899e-05
Position 2060: 1.7466907424772647e-05
Position 308: 1.5447150705527115e-05
Position 6070: 1.3497340906665947e-05
Position 4644: 1.1173393437587845e-05
Position 852: 8.048343942863568e-06
Position 6425: 7.266021679495458e-06
Position 1104: 6.313585440524859e-06
Position 938: 4.758614567627362e-06
Position 714: 4.47330107038026e-06
Position 1082: 4.183285847571166e-06
Position 1044: 3.726727741517658e-06
Position 1949: 3.4738190620291824e-06
Position 479: 2.4005415336746706e-06
Position 1178: 2.0684928892054408e-06
Position 454: 1.9762289947418757e-06
Position 1313: 1.6008833983001198e-06
Position 1626: 1.0303872565085713e-06
Position 384: 6.387285809716858e-07
Position 628: 5.457500984760876e-07
Position 573: 5.221507113434212e-07
Position 863: 3.9083579536576584e-07
Position 1482: 2.763550940558214e-07
Position 165: 2.541588418679085e-07
Position 1788: 2.0161460957478322e-07
Position 283: 1.7316082211991802e-07
Position 1743: 1.7217039376947142e-07
Position 136: 1.3225067451875e-07
Position 504: 1.256378979313425e-07
Position 2582: 1.0538988686733596e-07
Position 1579: 8.669262618779325e-08
Position 1422: 5.7646790946174586e-08
Position 918: 4.108870927830675e-08
Position 1601: 3.98373251728191e-08
Position 150: 2.7799752299251047e-08
Position 773: 2.627126301497413e-08
Position 289: 2.2672706121769224e-08
Position 997: 1.352185082296739e-08
Position 461: 1.0874762456258936e-08
Position 1091: 8.452805576824352e-09
Position 162: 8.229435793734815e-09
Position 1108: 6.975363508017569e-09
Position 175: 5.1627637883482616e-09
Position 147: 3.0258798839196447e-09
Position 168: 2.668518890440457e-09
Position 414: 2.5498241592653454e-09
Position 182: 2.422215381756253e-09
Position 156: 1.2058556325069865e-09
