Gene = PITHD1
index = 1033
Annotated 5SS: [ 309 1077 1537 7375 8019]
Annotated 3SS: [1032 1458 7269 7909 8869]
SMsplice 5SS: [ 309 1537 7375 8019]
SMsplice 3SS: [1458 7269 7909 9345]
top_k =  500
Partition function (log Z): -3.919640162720922

Sorted 5' Splice Sites (High to Low Probability):
Position 309: 0.9782778464080153
Position 7375: 0.8637057987194661
Position 8019: 0.8227296109555766
Position 1537: 0.7137381032819187
Position 1077: 0.26561145736427216
Position 5671: 0.2532077784000126
Position 6483: 0.12199410871331734
Position 7363: 0.048636404714199805
Position 658: 0.03473178607141021
Position 1197: 0.027158177832765713
Position 6478: 0.02681052601270463
Position 1589: 0.026099415335986326
Position 6113: 0.023799244420087844
Position 882: 0.021912372979284885
Position 5190: 0.014904091995748285
Position 344: 0.01473480989011495
Position 5507: 0.011953786983388146
Position 1282: 0.011817631923692227
Position 7851: 0.011644949881122019
Position 4735: 0.01038109432586758
Position 9153: 0.008587375863174153
Position 5650: 0.008348916585468462
Position 8885: 0.006854597618988459
Position 8942: 0.006794111330597387
Position 6585: 0.006785053695537967
Position 3479: 0.0066572410826556344
Position 5471: 0.006380020708713105
Position 7505: 0.0060729894364489265
Position 97: 0.005811854338573688
Position 3392: 0.003925675389368062
Position 631: 0.0033233861265973973
Position 1313: 0.0027793007583758666
Position 6875: 0.002504454999039227
Position 958: 0.0024840710669632527
Position 6412: 0.002286510979304849
Position 893: 0.0021759019528256322
Position 8465: 0.001837533462093691
Position 6493: 0.0016537085868275094
Position 3801: 0.0015291553640327787
Position 1117: 0.0015183596196694498
Position 2289: 0.0015107592535668834
Position 2337: 0.0013910068814785336
Position 9015: 0.0013777140377910098
Position 6192: 0.0011046893418691969
Position 1881: 0.000943129953176283
Position 6604: 0.0008080758456393225
Position 1201: 0.0005795584108658876
Position 4876: 0.0005449232057932973
Position 75: 0.00044717278197396265
Position 4516: 0.0004176052285131828
Position 1251: 0.00019637893627486445
Position 601: 0.00014453896760260074
Position 922: 0.00013411963367449646
Position 842: 0.00013250480727432855
Position 580: 0.00012730042851478052
Position 847: 0.0001223136726969877
Position 977: 0.00011542924839880773
Position 1081: 0.00010876524395845746
Position 1092: 8.759637367292788e-05
Position 860: 8.424411672430915e-05
Position 1232: 6.664308116254032e-05
Position 1150: 6.482170761579403e-05
Position 281: 6.312633740174462e-05
Position 827: 5.703842559829788e-05
Position 1043: 5.077138059003803e-05
Position 8185: 3.835526358528293e-05
Position 8038: 3.061892856869408e-05
Position 466: 1.557627779486193e-05
Position 945: 1.3182852488948574e-05
Position 7983: 9.195136534979568e-06
Position 577: 8.147758209487777e-06
Position 692: 6.557823583516703e-06
Position 948: 6.398989696032108e-06
Position 901: 5.668791625336573e-06
Position 121: 5.124327402173871e-06
Position 203: 4.627014355943718e-06
Position 3562: 3.865952030523751e-06
