Gene = LINC00694
index = 785
Annotated 5SS: [85]
Annotated 3SS: [1123]
SMsplice 5SS: [271]
SMsplice 3SS: [1123]
top_k =  500
Partition function (log Z): -11.106807918361184

Sorted 5' Splice Sites (High to Low Probability):
Position 271: 0.4231670465758473
Position 999: 0.32503044665752445
Position 85: 0.20912727221558483
Position 302: 0.04276380021523094
Position 1018: 0.01429120456370929
Position 1136: 0.014283656252297031
Position 1124: 0.010220339868893353
Position 846: 0.00963366807501291
Position 193: 0.0077782806633399345
Position 154: 0.006661290603436818
Position 817: 0.0051880040433692175
Position 458: 0.0041129878544778
Position 743: 0.0031783170219805024
Position 1011: 0.0031144574566365256
Position 407: 0.0024547989823279445
Position 171: 0.001912055543509927
Position 264: 0.001515455703455592
Position 146: 0.0014030308733141055
Position 859: 0.0012969412112990672
Position 515: 0.0010039752592125271
Position 984: 0.0006966496000522272
Position 512: 0.0005046993860409389
Position 72: 0.0004979843480257777
Position 676: 0.0004227496475338346
Position 306: 0.00039874538316896963
Position 30: 0.0003182948274419784
Position 947: 0.0003099592427781046
Position 311: 0.00023792260783581757
Position 623: 0.00019962921133403534
Position 788: 0.00018183989251146715
Position 586: 0.00017691196189818908
Position 580: 0.00015573807640124993
Position 821: 0.00014748576594636367
Position 601: 0.00013876397652513604
Position 575: 0.00013468591657283334
Position 138: 0.00010358752320403023
Position 365: 9.16960228656166e-05
Position 868: 5.319346396735191e-05
Position 156: 5.259962368484678e-05
Position 1283: 4.7777809064809845e-05
Position 613: 3.266371978769103e-05
Position 374: 3.216832623550414e-05
Position 1428: 2.5488582163101475e-05
Position 519: 1.4426165639265992e-06
Position 6: 1.2120802146962291e-06
Position 451: 7.165744330806934e-07
Position 485: 5.685271173515736e-07
Position 287: 3.825861431342775e-07
Position 877: 3.0434562843682883e-07
Position 854: 1.5015957759861498e-07
Position 198: 4.004616288787956e-08
Position 255: 2.5827334148377555e-08
Position 70: 7.25686822817184e-09
Position 15: 4.121544688230538e-09
Position 17: 3.0085659773651216e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.7707485852503237
Position 629: 0.09043682792484321
Position 1218: 0.04892248588139246
Position 845: 0.04363241062930214
Position 655: 0.025790913823836546
Position 399: 0.025038661914954123
Position 1478: 0.023156867978821456
Position 1629: 0.009964233616904888
Position 209: 0.006882352664439157
Position 901: 0.005404370888102676
Position 1221: 0.004610864435444513
Position 1412: 0.004045266862273822
Position 1451: 0.0032332958617453554
Position 974: 0.00300309916776729
Position 1548: 0.002915708933681468
Position 1656: 0.0028689548658794597
Position 670: 0.002229189526885767
Position 169: 0.0017263841863268683
Position 947: 0.0014672547106320895
Position 882: 0.0014098787425713825
Position 1353: 0.0011071492290801975
Position 1366: 0.0011028770597826551
Position 821: 0.001026999501237318
Position 327: 0.0009812525426443556
Position 978: 0.0008187797496725239
Position 1682: 0.00075181249923734
Position 374: 0.000739939804934532
Position 927: 0.0007364163798108907
Position 911: 0.00064686822249685
Position 1514: 0.0006298282307388348
Position 1155: 0.0005162983280214703
Position 264: 0.00047859174828135425
Position 1372: 0.0004757788631549855
Position 1798: 0.000433944774636368
Position 1248: 0.0003301618025300622
Position 532: 0.0003182850970844735
Position 526: 0.0002992720075806442
Position 1188: 0.0002846118495021781
Position 1275: 0.00028227606153842174
Position 914: 0.0002780393786016568
Position 1017: 0.000273630942568196
Position 1023: 0.0002654504138829819
Position 1326: 0.00023601893775737788
Position 1133: 0.00021583509370421794
Position 735: 0.0002106121863227092
Position 437: 0.00018919294125393398
Position 1311: 0.00018235786887140995
Position 1165: 0.00017082047833916374
Position 512: 0.00014999629940171615
Position 296: 0.0001412071069273426
Position 951: 0.0001334943440070304
Position 180: 0.00012609556147150113
Position 850: 0.00012391443392700574
Position 292: 0.0001183979638580832
Position 1304: 0.00010465804420011873
Position 1783: 9.358694590800527e-05
Position 1193: 8.279609331651948e-05
Position 451: 7.07866524544388e-05
Position 192: 6.498422645633105e-05
Position 485: 6.383943307159932e-05
Position 779: 4.929994706729937e-05
Position 599: 4.5127271053691316e-05
Position 1149: 3.859206313231098e-05
Position 1250: 3.136976647537277e-05
Position 1579: 3.012575995881234e-05
Position 868: 2.9556336300114424e-05
Position 1728: 2.0010072401298874e-05
Position 743: 1.73370578168653e-05
Position 940: 1.622683946892297e-05
Position 997: 1.540770200931808e-05
Position 1756: 1.4051345668729141e-05
Position 723: 1.2482802552877924e-05
Position 859: 1.239398252949244e-05
Position 999: 9.515123287177985e-06
Position 746: 8.873868645804415e-06
Position 764: 7.485292040727329e-06
Position 222: 3.985826911345155e-07
Position 246: 2.0852320399572144e-07
Position 378: 6.458158497929405e-08
Position 271: 4.276835225107615e-08
Position 138: 3.6599429375264286e-08
Position 150: 3.538368005050453e-08
Position 302: 1.073580276629831e-08
Position 275: 1.205784929319514e-09
Position 154: 4.070399196431016e-10
Position 70: 3.448028471722438e-10
Position 84: 1.8984131287894001e-10
Position 103: 1.0159011732470877e-10
Position 146: 8.119017196421053e-11
Position 77: 5.855802225803716e-12
