Gene = SH2D5
index = 1251
Annotated 5SS: [ 356 4579 5014 5536 6617 8141 8454 8911 9781]
Annotated 3SS: [ 4449  4932  5460  6469  7900  8284  8801  9620 10540]
SMsplice 5SS: [ 180  533 4579 5014 5536 6617 8141 8454 8911 9781]
SMsplice 3SS: [  264  4449  4932  5460  6469  7900  8284  8801  9620 10540]
top_k =  500
Partition function (log Z): 5.609662825066019

Sorted 5' Splice Sites (High to Low Probability):
Position 9781: 0.9506847341302935
Position 8911: 0.9220764783791263
Position 8454: 0.8527400889960723
Position 4579: 0.8178261006142395
Position 5014: 0.6749797817025827
Position 6617: 0.673701230514912
Position 180: 0.6628608015657494
Position 533: 0.5099548463742642
Position 8141: 0.4275155749870492
Position 753: 0.3582000630983265
Position 5536: 0.3363985005737704
Position 3204: 0.2956753816070344
Position 356: 0.2936491419717467
Position 1089: 0.2811819787411984
Position 5558: 0.27167756316910396
Position 5873: 0.2625953277698599
Position 5531: 0.226891556587611
Position 8188: 0.2247757559017359
Position 8129: 0.13586883414381323
Position 2016: 0.12890106460719816
Position 5068: 0.11152281143090156
Position 8009: 0.10186387008735891
Position 6063: 0.09815551914274093
Position 4257: 0.08711651686046401
Position 100: 0.08586487532582826
Position 9078: 0.0832769991011907
Position 1653: 0.07334191077580986
Position 8384: 0.07212514630989943
Position 7608: 0.06620779560873258
Position 4557: 0.05487501056440031
Position 3093: 0.05392049202514303
Position 383: 0.052885080341445005
Position 5878: 0.05216355967655221
Position 63: 0.05210739727682563
Position 1791: 0.0473477434983495
Position 6681: 0.04614338736051736
Position 8045: 0.043140825821024145
Position 6058: 0.03999058870826126
Position 2010: 0.03739761254559042
Position 1810: 0.03242687038929258
Position 8532: 0.025770129622042934
Position 573: 0.02492016367759912
Position 2155: 0.02441495597588215
Position 7820: 0.02054501118765512
Position 394: 0.01785963995046242
Position 4602: 0.01326817793456293
Position 8526: 0.0121845556338486
Position 1835: 0.011392937798631177
Position 10748: 0.010975962588082028
Position 10116: 0.008792177649626705
Position 8357: 0.0075497894110420705
Position 5848: 0.007181859137754307
Position 5976: 0.007092073515132486
Position 105: 0.0069678637808853
Position 7753: 0.005437065733988741
Position 184: 0.0053762075285179465
Position 7718: 0.0052075021282766785
