Gene = TMEM183A
index = 1423
Annotated 5SS: [  189   478  1425  7663  8755 11176 13563]
Annotated 3SS: [  387  1256  7502  8573 11094 13406 15468]
SMsplice 5SS: [  189   478  1425  3101  7663  8755 10534 11176 11903]
SMsplice 3SS: [  387  1256  2953  7502  8573 10369 11114 11789 15468]
top_k =  500
Partition function (log Z): 12.028720933107348

Sorted 5' Splice Sites (High to Low Probability):
Position 478: 0.9905572518226867
Position 11176: 0.980333167518113
Position 8755: 0.9637595847544016
Position 11903: 0.9596709906021127
Position 189: 0.9408223200368878
Position 1425: 0.9392640428619441
Position 10534: 0.7324564134185552
Position 7663: 0.6850911977924261
Position 13563: 0.6433467661459105
Position 3101: 0.5849701483867817
Position 13144: 0.233539959506161
Position 11347: 0.19249957382520608
Position 13248: 0.1835362204848785
Position 15569: 0.16955537254703015
Position 11009: 0.11500024690691629
Position 14830: 0.10492651740626628
Position 7651: 0.08928064332319824
Position 7605: 0.07656561075540742
Position 14547: 0.06775557781844276
Position 11369: 0.06669054621147856
Position 14349: 0.06601323701082586
Position 12733: 0.060655143194446086
Position 11357: 0.03999701616193566
Position 9304: 0.036845884525572706
Position 14219: 0.03522229134946602
Position 261: 0.03439093854364414
Position 16541: 0.031702974659828013
Position 11538: 0.027058303283133047
Position 9280: 0.024921472361903355
Position 16132: 0.024442440058929142
Position 14503: 0.022007636388732068
Position 7844: 0.01699195859917606
Position 11455: 0.015240735861050266
Position 17032: 0.014314738591064805
Position 5687: 0.013093487281958173
Position 11016: 0.011828690731890405
Position 12598: 0.009825781240356282
Position 1713: 0.00913122287348817
Position 13506: 0.008878175677121609
Position 7531: 0.007194942070756324
Position 1046: 0.007096525314188068
Position 10841: 0.007056261665272236
Position 4301: 0.0069721408188853935
Position 1813: 0.006967617898884091
Position 298: 0.006270425967077508
Position 2239: 0.005581825943518204
Position 528: 0.005396135079014129
Position 15508: 0.0051963274633172775
Position 3155: 0.005134898998359035
Position 9513: 0.005035277772723925
Position 1320: 0.00415190546164102
Position 4535: 0.004054120869994498
Position 14622: 0.003911900994198074
Position 3935: 0.0036005971339278277
Position 3106: 0.0032052695400554094
Position 2973: 0.003032804228565337
Position 7743: 0.003004280611820889
Position 9582: 0.002885706470848412
Position 8759: 0.0026939554148935787
Position 4342: 0.0026792565502153256
Position 14784: 0.002545896513361179
Position 2464: 0.0025080163733565857
Position 7586: 0.0024580689295213166
Position 13790: 0.0024337411197181196
Position 8801: 0.0023859245776746653
Position 8287: 0.002375380089368026
Position 7036: 0.002082174415357573
Position 7076: 0.0020161561325410006
Position 324: 0.0019309968744216505
Position 15746: 0.0018954344853929622
Position 14541: 0.001888508034090907
Position 14810: 0.0016899825290426448
Position 10956: 0.0016027431194238916
Position 10210: 0.0013857683122742727
Position 1640: 0.0011992936933922847
Position 3189: 0.0010261521528068002
Position 12305: 0.0010045860626788658
Position 8431: 0.0007612272764321362
Position 976: 0.0005837390046021627
Position 6941: 0.0005732703048716912
Position 12096: 0.0005089808033239415
Position 3545: 0.000465297183986568
Position 590: 0.0004233057299247052
Position 1937: 0.0003658334386486186
Position 11400: 0.0003142223884020742
Position 2899: 0.00029722163090498973
Position 1774: 0.0002955181449030035
Position 9717: 0.0002468870309313821
Position 13925: 0.0002279942849097577
Position 431: 0.00021816662305409212
Position 14009: 0.0002155715872137748
Position 572: 0.0001628628158376184
Position 849: 0.00015687459217763932
Position 157: 0.00015132160788031057
Position 11: 0.00014789980672013685
Position 1568: 0.00013876110942252445
Position 465: 0.00011868385380232147
Position 1790: 0.0001170414858935069
Position 2444: 0.0001163053782719471
Position 1519: 0.00010832294483997932
Position 1197: 0.00010766740847258215
Position 1050: 9.963750177461151e-05
Position 935: 8.778600265150939e-05
Position 2535: 7.87439091316612e-05
Position 2866: 7.394778750421859e-05
Position 994: 6.937487114925916e-05
Position 2876: 6.656467470959183e-05
Position 14277: 5.976664910472934e-05
Position 11956: 5.450235286356464e-05
Position 2519: 5.387434316310068e-05
Position 125: 5.37108114209783e-05
Position 1119: 5.0653402594087446e-05
Position 3742: 3.5477613530680036e-05
Position 1200: 3.374383610548057e-05
Position 1289: 2.7835112661728905e-05
Position 2786: 2.7507304694198497e-05
Position 1391: 2.5160770660049227e-05
