Gene = ATP6V1F
index = 115
Annotated 5SS: [237]
Annotated 3SS: [2550]
SMsplice 5SS: [237]
SMsplice 3SS: [2550]
top_k =  500
Partition function (log Z): -3.401728792965807

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.5418622800170351
Position 242: 0.4129407788926599
Position 682: 0.41143212441059357
Position 691: 0.14847669502635516
Position 1078: 0.056729729427695594
Position 604: 0.05285945075206444
Position 1202: 0.05284748118401312
Position 2378: 0.037394913019062136
Position 579: 0.017188367549997117
Position 56: 0.015996217149656985
Position 319: 0.014453124580924808
Position 1191: 0.014314673545149132
Position 1029: 0.01385260576979345
Position 2612: 0.010065516006731572
Position 92: 0.007320800004826627
Position 825: 0.0040764455355155665
Position 546: 0.0033124543202733936
Position 418: 0.002911873195638394
Position 708: 0.0026771592183231904
Position 127: 0.002462646552490893
Position 14: 0.0018901650085706074
Position 773: 0.001842658648292088
Position 1460: 0.0018280673247298882
Position 397: 0.0017196747893041676
Position 1337: 0.001706311509023145
Position 752: 0.0008572907735396212
Position 1876: 0.0007263674760066775
Position 280: 0.0004355306685517475
Position 833: 0.00034556204614041315
Position 492: 0.00033863351421096425
Position 2157: 0.0002068219985519206
Position 1926: 0.00020288396382323284
Position 447: 0.00019736550652045323
Position 2882: 0.00016358896599618817
Position 1448: 0.00014500716694333123
Position 1494: 0.00014408748144095643
Position 285: 0.00014035372173634022
Position 411: 6.994003276619747e-05
Position 190: 5.047903092972084e-05
Position 46: 2.5763052876941392e-05
Position 2492: 2.143315509554449e-05
Position 871: 1.7138890094238086e-05
Position 837: 1.6063315614373725e-05
Position 379: 1.486034368124216e-05
Position 339: 8.529300013921903e-06
Position 134: 3.7919095276890774e-06
Position 449: 3.4031295657771647e-06
Position 477: 2.3376597078768728e-06
Position 30: 2.0204293035002135e-06
Position 193: 1.6652846907043523e-06
Position 764: 4.933002956699247e-07
Position 36: 1.8013962411174042e-08
Position 385: 7.2327286705586465e-09
Position 507: 6.912177372954315e-09
Position 106: 5.620083594807092e-09
Position 621: 9.527992010159958e-10
Position 451: 1.8111371467350043e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2550: 0.9653706703806426
Position 578: 0.493648688515173
Position 528: 0.1387186980443087
Position 924: 0.07316074067158007
Position 977: 0.037578774962555656
Position 2293: 0.03463996063497936
Position 2459: 0.012589588824910652
Position 1070: 0.012495820811787337
Position 1798: 0.01185404618323959
Position 154: 0.00919754469212607
Position 1028: 0.00659778618940213
Position 2791: 0.005873120644105569
Position 824: 0.005852191369015757
Position 1272: 0.0051187308177002115
Position 862: 0.004395884559495448
Position 2264: 0.002909096788685704
Position 550: 0.0016998711580553229
Position 2874: 0.0013211245379013247
Position 363: 0.0011773261611752908
Position 1819: 0.0010917833843293188
Position 2803: 0.0010243831171140622
Position 2715: 0.0008919664364621827
Position 460: 0.0008848887178808906
Position 2975: 0.0008260942826247212
Position 201: 0.000680612509075862
Position 1150: 0.0006767543571070221
Position 405: 0.0006301320937434849
Position 707: 0.0004586955247011781
Position 76: 0.00044583406306759427
Position 2596: 0.00044306251248115233
Position 1125: 0.00035351281853388314
Position 379: 0.0003409139302381046
Position 1794: 0.0003092017932723819
Position 554: 0.00030104826742701266
Position 2638: 0.00029481425519335745
Position 3000: 0.0002339894383770773
Position 2920: 0.0002067136046750808
Position 1083: 0.0001816441841818712
Position 2641: 0.00018099720547886826
Position 358: 0.00017242832725859495
Position 1637: 0.00013470857389850474
Position 2606: 0.00013213431752217777
Position 1600: 0.00010024821145113393
Position 2926: 9.179316880513193e-05
Position 1762: 8.714663223763586e-05
Position 168: 7.888010568970502e-05
Position 2698: 7.412262472979489e-05
Position 740: 6.991188164886444e-05
Position 1247: 6.944050778657346e-05
Position 1622: 5.013556472276189e-05
Position 1694: 4.478076347406238e-05
Position 339: 4.4593980278221747e-05
Position 2766: 4.1844246556787574e-05
Position 2662: 3.9919371978562924e-05
Position 530: 3.928551478782766e-05
Position 2896: 3.7150393923580585e-05
Position 198: 3.4267558699158595e-05
Position 2741: 3.171042726534433e-05
Position 408: 2.8894200372850068e-05
Position 1869: 2.5594053894148302e-05
Position 463: 2.5059814891600116e-05
Position 2674: 1.8176581151061922e-05
Position 2721: 1.7232676107191243e-05
Position 2113: 1.2966432080019668e-05
Position 2464: 1.2056534730866333e-05
Position 717: 1.169372781984485e-05
Position 417: 1.0436040575871554e-05
Position 686: 1.0256926515679866e-05
Position 2833: 9.98332044368524e-06
Position 2140: 9.654994649252462e-06
Position 285: 8.965560620695642e-06
Position 1107: 8.300850259003326e-06
Position 2876: 7.805103432851645e-06
Position 1563: 7.30958851181905e-06
Position 115: 6.897348860904147e-06
Position 885: 6.238952180672473e-06
Position 226: 5.720623627011107e-06
Position 120: 5.6846348471683e-06
Position 1405: 5.458997074612652e-06
Position 323: 3.8019932277668205e-06
Position 471: 2.6190463149125254e-06
Position 945: 2.408393947385303e-06
Position 106: 2.2078091260312955e-06
Position 488: 1.9128663995856734e-06
Position 96: 1.426982491414346e-06
Position 303: 5.774641906140718e-07
Position 219: 5.39016893871844e-07
Position 982: 5.227409205023579e-07
Position 939: 5.079971018782125e-07
Position 253: 4.0814247838678366e-07
Position 426: 3.637779479619954e-07
Position 159: 3.420842973878603e-07
Position 641: 2.071381352313239e-07
Position 608: 2.0301030276821616e-07
Position 635: 7.492991721016906e-09
Position 593: 5.485785820276203e-09
Position 483: 1.7205279909782891e-09
Position 89: 1.6070220107327254e-09
Position 296: 1.4670854546972726e-09
Position 492: 6.53858366126778e-10
