Gene = MEPCE
index = 835
Annotated 5SS: [2059 3507 3759]
Annotated 3SS: [3287 3631 3870]
SMsplice 5SS: [2059 3507 3759]
SMsplice 3SS: [3287 3631 3870]
top_k =  500
Partition function (log Z): -1.3441712917908375

Sorted 5' Splice Sites (High to Low Probability):
Position 3759: 0.9965682601409012
Position 3507: 0.969302987059482
Position 2059: 0.7612257179035781
Position 580: 0.2096308342035795
Position 152: 0.0868118217613389
Position 131: 0.060844965044878505
Position 2969: 0.04884338229262832
Position 904: 0.041314034674412116
Position 167: 0.030416764596333367
Position 584: 0.029909075648408168
Position 1656: 0.029869066148478018
Position 4003: 0.027008969439462252
Position 27: 0.02266728641057719
Position 850: 0.022416322396111937
Position 110: 0.022375152459885004
Position 1916: 0.020211634088639897
Position 424: 0.01770665038307692
Position 180: 0.017485518844836175
Position 1223: 0.01727200397906254
Position 224: 0.016847719012225624
Position 1673: 0.01636129073928686
Position 333: 0.012794971785860212
Position 189: 0.01255342810614697
Position 3190: 0.011865869763435843
Position 3371: 0.011579302677476805
Position 128: 0.01063927207190747
Position 481: 0.010628723649081715
Position 2095: 0.009881090200467088
Position 2925: 0.009582183998245326
Position 1000: 0.009071513221913671
Position 2906: 0.006210163739276001
Position 845: 0.005915325425964423
Position 2472: 0.005686314269063052
Position 1798: 0.005042075672272043
Position 1629: 0.0031014759450887384
Position 4383: 0.0025360206601016525
Position 2174: 0.0023618406284562055
Position 2717: 0.0023580382322869005
Position 3289: 0.0019067030583263592
Position 1066: 0.0014004175204089043
Position 2220: 0.0013671757129108532
Position 3206: 0.0013359887799017957
Position 3476: 0.0010734658696737428
Position 542: 0.0010386460327682105
Position 3456: 0.0009428245863212336
Position 318: 0.0009328655709718419
Position 721: 0.0006239148781604566
Position 2973: 0.0006067389743299074
Position 3482: 0.0005556314377089494
Position 3943: 0.0004926964322300173
Position 172: 0.0004648400262998915
Position 3338: 0.00040612986571751425
Position 211: 0.00039234360041654815
Position 3375: 0.0003170595323503407
Position 3566: 0.00031521635596566623
Position 3993: 0.0002994074097170618
Position 67: 0.0002988286904005821
Position 4215: 0.00026440737786117
Position 536: 0.00022709617156370073
Position 1779: 0.0002204534479112968
Position 3224: 0.00018051263208350993
Position 3945: 0.00016330211979028928
Position 3707: 0.00014456323737197551
Position 4349: 0.00011401061711173357
Position 3768: 4.247868717274629e-05
Position 3511: 3.560233071834506e-05
Position 23: 2.840873480601639e-05
Position 1163: 1.587520622901017e-05
Position 687: 1.5443640652702744e-05
Position 761: 1.2377265953085845e-05
Position 3679: 1.1325066734505504e-05
Position 1135: 1.0364291900475577e-05
Position 183: 8.60894343872392e-06
Position 917: 6.9069244980391545e-06
Position 3348: 6.464330939922563e-06
Position 564: 5.9958151909091e-06
Position 456: 5.13796557440777e-06
Position 2133: 2.9793859791751887e-06
Position 1747: 2.432902932763877e-06
Position 623: 2.3912454961079894e-06
Position 31: 2.3671984930211368e-06
Position 1500: 2.160745907039458e-06
Position 1374: 2.1033172093404686e-06
Position 56: 1.840149512454934e-06
Position 4122: 8.149070730670745e-07
Position 4181: 5.735354734831025e-07
Position 3731: 1.3420770002574358e-07
Position 3790: 1.0785308067892645e-07
Position 1032: 5.897563001650699e-08
Position 3777: 3.753768122830689e-08
Position 3832: 1.2635815107218185e-08
Position 3924: 6.550327662099133e-09
Position 3887: 6.408724826477668e-09
Position 4029: 5.313670202418109e-09
Position 3995: 1.629967562163081e-09
Position 3805: 9.459304048467885e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3631: 0.9988767751944461
Position 3870: 0.9293581042671883
Position 3287: 0.9070358261314931
Position 1887: 0.1934930163611934
Position 1976: 0.15188129521291371
Position 2002: 0.11457118654878992
Position 3361: 0.0669059889974994
Position 2846: 0.05328652358789493
Position 1398: 0.026476944774272367
Position 4079: 0.020395487921021797
Position 4261: 0.017670000083448337
Position 4204: 0.016514279299156966
Position 1597: 0.012042281638314254
Position 3055: 0.011619662090662375
Position 3258: 0.011456874306700459
Position 4417: 0.007514230747109509
Position 4110: 0.006690796647836116
Position 4029: 0.006196602966229116
Position 2614: 0.005469261963976531
Position 2361: 0.005350774377115676
Position 3902: 0.005329121209311931
Position 4473: 0.005216260563027504
Position 1732: 0.003965878676691274
Position 1600: 0.003062217138206056
Position 1960: 0.002939940502965189
Position 2547: 0.0027967970511325333
Position 3878: 0.0026452228881746584
Position 2651: 0.0022207499584100702
Position 4155: 0.0019881406926245317
Position 3086: 0.0019365211510006066
Position 3831: 0.001612837376066393
Position 4052: 0.0015829550766778453
Position 2677: 0.0013758559426896766
Position 1701: 0.0013525389667717236
Position 1866: 0.0012774658133427323
Position 2891: 0.0012536966270439399
Position 4312: 0.001125828282531956
Position 2780: 0.0007762533472324434
Position 4299: 0.0006598033629692035
Position 3916: 0.0006426972573882637
Position 3462: 0.0005831359885357462
Position 1779: 0.0005398429393789684
Position 3939: 0.0005047168997699694
Position 4452: 0.0004891687760732473
Position 4056: 0.00043894226420337223
Position 3973: 0.0004293203251711737
Position 1158: 0.00041464157523207957
Position 3586: 0.00038841718681558937
Position 3704: 0.00036377985904232035
Position 4323: 0.00032131923693157536
Position 3309: 0.00024155010557846726
Position 2376: 0.0002334013269668313
Position 1429: 0.00021824971121242042
Position 2697: 0.0002105540369902736
Position 1420: 0.000191654798354407
Position 4478: 0.00014777224978033225
Position 1249: 0.00012024014769920909
Position 1054: 0.00011944127376779885
Position 2219: 9.829846603606796e-05
Position 4114: 9.541916207072643e-05
Position 4238: 8.986912564306846e-05
Position 3670: 8.128255456190955e-05
Position 4264: 7.136124173579612e-05
Position 4163: 6.158567362874628e-05
Position 1408: 5.9549627020174e-05
Position 4268: 5.321767094211321e-05
Position 3943: 3.181193689845105e-05
Position 3674: 1.3038599531576895e-05
Position 3646: 9.356584326490138e-06
Position 3598: 4.9614329019482045e-06
Position 4266: 4.924283349751339e-06
Position 2458: 3.840098944473472e-06
Position 3720: 2.7325386336626427e-06
Position 3591: 1.1261630094170802e-06
Position 3924: 1.1205472614087142e-07
