Gene = MTHFR
index = 891
Annotated 5SS: [  365  2085  3034  7040  8148  8517  8888  9339 10968 12039]
Annotated 3SS: [ 1845  2922  6845  7896  8381  8706  9155 10865 11918 12346]
SMsplice 5SS: [  365  3034  7040  8148  8517  8888  9339 10968 12039]
SMsplice 3SS: [ 2922  6845  7917  8381  8767  9155 10865 11918 14078]
top_k =  500
Partition function (log Z): 8.14262366507015

Sorted 5' Splice Sites (High to Low Probability):
Position 12039: 0.971935514713666
Position 10968: 0.961347333665593
Position 8517: 0.9175482664780533
Position 365: 0.9153088207439131
Position 8888: 0.8629984590614356
Position 3034: 0.8228807554471423
Position 8148: 0.8225302234473565
Position 7040: 0.7875645373976624
Position 9339: 0.6634402725357563
Position 557: 0.48115420974250983
Position 5382: 0.4609994642612606
Position 14993: 0.44826092670722
Position 11609: 0.3308729310036003
Position 15406: 0.2940590862235223
Position 2085: 0.23083678985955733
Position 4040: 0.2259517181082511
Position 14230: 0.20619678998552324
Position 9344: 0.1983025679969298
Position 2998: 0.15962137031787332
Position 9025: 0.13827593891767864
Position 11640: 0.11129508522789401
Position 8023: 0.09647829633531439
Position 14153: 0.09453587059111605
Position 12497: 0.07490067414180247
Position 13515: 0.06933084906289641
Position 13393: 0.05856734794508709
Position 982: 0.0447194296886912
Position 5639: 0.03591458993522975
Position 1905: 0.028222938539253693
Position 9228: 0.022834910930771828
Position 386: 0.02251924551061044
Position 3170: 0.02229375452053531
Position 295: 0.017818717415186605
Position 1446: 0.01778272105743365
Position 52: 0.017720592900240473
Position 5534: 0.016274244425138442
Position 2442: 0.015058640615906673
Position 9300: 0.014684013280086202
Position 5684: 0.014234723665780092
Position 8110: 0.013653119623876104
Position 11148: 0.012792047814149244
Position 9654: 0.01221697321425411
Position 941: 0.012093464946457447
Position 8434: 0.010716624169527327
Position 14418: 0.008201144224848677
Position 380: 0.007498095419545738
Position 7755: 0.0058870558041387785
Position 11820: 0.005089649927273699
Position 2735: 0.0038344858438036323
Position 5428: 0.0036242544254813792
Position 9385: 0.0035152360208548276
Position 2419: 0.0029974488891396
Position 1582: 0.0029627133786244045
Position 10941: 0.0029266480170468865
Position 2665: 0.0028037899169060976
Position 12333: 0.002757561925363869
Position 302: 0.0020636948027860603
Position 2852: 0.0019053022756343719
Position 498: 0.0017943255410215022
Position 10928: 0.0016117325182401045
Position 14283: 0.0009634749678466077
Position 2429: 0.0007152030981048174
Position 71: 0.0005825724004966553
Position 11692: 0.0005092380039120253
Position 13040: 0.0003212046253981011
Position 11651: 0.00031870162421062244
Position 3383: 0.0003116259368411385
Position 196: 0.0002664006525080144
Position 1624: 0.0002550447908939272
Position 132: 0.00024135173171105148
Position 12317: 0.00023472975982220112
Position 1620: 0.00021951423849791377
Position 1866: 0.00020013007043405594
Position 10962: 0.00017745871360470947
Position 8892: 0.00015246537227245956
Position 4210: 9.988471255092918e-05
Position 3455: 7.57320134883041e-05
Position 8800: 7.014037200512883e-05
Position 666: 5.44012264281512e-05
Position 115: 5.118288915525157e-05
Position 1210: 4.784739485808627e-05
Position 685: 4.118387136286495e-05
Position 64: 4.0632224303838856e-05
Position 532: 3.649344717989814e-05
Position 62: 3.388783666335556e-05
Position 11328: 3.0365843141880246e-05
Position 8820: 2.8054257447841192e-05
Position 3007: 2.5989450027157132e-05
Position 787: 2.593005988712923e-05
Position 12006: 2.429090530787209e-05
Position 2982: 1.4624834135034906e-05
Position 305: 1.2536798190608793e-05
Position 8915: 1.2141961545611467e-05
Position 4815: 7.64054216228564e-06
Position 582: 4.365007670123927e-06
Position 11: 2.0460496542272995e-06
Position 929: 1.6443658868430195e-06
Position 54: 1.4644905980140835e-06
Position 1038: 1.2846601838124317e-06
Position 214: 1.1239608436938353e-06
Position 73: 1.1239390020774046e-06
Position 110: 1.0979358852178384e-06
Position 8829: 2.716576028272979e-07
Position 348: 8.814726408563068e-08
Position 13: 6.629442372797014e-08
Position 223: 2.9654632537382357e-08
Position 405: 3.597160852101482e-09
Position 423: 3.095858776276855e-09
Position 181: 2.1389634549570098e-09
Position 875: 3.5609832184764733e-10
Position 190: 2.388743988265081e-11
Position 646: 6.587859962003379e-14
Position 591: 4.7633626772570926e-14
Position 538: 4.6937898140911913e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10865: 0.9670837791773681
Position 11918: 0.938191462111562
Position 2922: 0.9354259580094553
Position 9155: 0.8781784434125032
Position 6845: 0.6880300048090959
Position 7917: 0.5918973657228879
Position 8381: 0.48102673371270943
Position 459: 0.4660660680831758
Position 11499: 0.45019579873207555
Position 8767: 0.42994219018656793
Position 8706: 0.36305442639005236
Position 8405: 0.34918535638360726
Position 7896: 0.33354050619287934
Position 14078: 0.315796774130805
Position 15289: 0.3092372527940172
Position 15515: 0.30232416485816704
Position 5234: 0.2246245677370502
Position 14929: 0.19937563043356163
Position 14909: 0.17939606806525604
Position 15236: 0.15483913254735318
Position 17028: 0.14043994689959008
Position 5253: 0.1316792621486761
Position 3995: 0.12070183783131136
Position 8743: 0.10844482087668605
Position 13392: 0.1044174440216483
Position 16909: 0.10127965849236921
Position 14956: 0.07081689249208137
Position 5195: 0.06955179713944656
Position 12424: 0.0670091970339091
Position 5512: 0.06458104187101155
Position 1904: 0.06268857253366125
Position 1883: 0.05791748333518294
Position 1845: 0.05245602087056203
Position 3909: 0.05056034828049632
Position 13308: 0.0501767517319195
Position 8950: 0.04495030512312496
Position 8418: 0.04350771612179471
Position 8459: 0.040953604696236996
Position 16881: 0.038468980032324955
Position 14099: 0.03830097918880579
Position 6943: 0.03569249721777154
Position 5285: 0.03554958645043564
Position 11951: 0.03034304964159448
Position 6805: 0.02891934099891202
Position 2931: 0.028244363113354785
Position 1828: 0.02810145897892939
Position 2008: 0.024394836357041566
Position 15077: 0.024149963470551507
Position 3959: 0.02284582773404728
Position 14102: 0.021738968104684828
Position 3115: 0.02128440019194143
Position 15794: 0.02103164517641803
Position 14869: 0.02086931629388416
Position 8671: 0.019572653120354125
Position 3752: 0.019020657445477988
Position 1328: 0.01888758178860931
Position 862: 0.017697156825578823
Position 815: 0.015206753091479987
Position 2310: 0.01500255594721793
Position 2822: 0.014037352246175626
Position 13105: 0.013062994822323502
Position 9263: 0.01234052548444814
Position 12346: 0.01187483944654706
Position 12373: 0.01134714613934796
Position 6727: 0.011068676647547819
Position 1950: 0.010982890504004231
Position 3934: 0.010456227223281496
Position 8944: 0.010171137836428519
Position 9239: 0.009988250934208383
Position 892: 0.009593090720253281
Position 1901: 0.008169460641276242
Position 8769: 0.007742048490213232
Position 6701: 0.007440806533818073
Position 11890: 0.0074147892188353905
Position 6857: 0.007259949354778962
Position 13443: 0.006810047482549645
Position 8773: 0.006757475126661936
Position 8340: 0.006718659571858573
Position 1865: 0.006710668983547444
Position 6982: 0.006690317420029846
Position 8737: 0.00664806849987809
Position 15849: 0.0063096682835469455
Position 11094: 0.005885581333967565
Position 2659: 0.005777592995207808
Position 12623: 0.005122567028942906
Position 181: 0.0047712190808900535
Position 12496: 0.004424487394536729
Position 7941: 0.0037301570049041747
Position 2275: 0.003638659604048682
Position 9518: 0.0034836634855759966
Position 7950: 0.0034269268262491466
Position 13692: 0.003386002753923958
Position 1978: 0.0032746902814973873
Position 5061: 0.003147922682834134
Position 2851: 0.0031279093352751587
Position 15598: 0.0030051240167313646
Position 8252: 0.0028038979525661246
