Gene = SPICE1
index = 1312
Annotated 5SS: [  260  8650 11977 15718 21108 21951 26212 46058 46395 47018 49504 54540
 58021 61691 64821 67119 68568]
Annotated 3SS: [ 8550 11928 15573 21013 21843 26092 45917 46256 46751 49371 54391 57798
 61205 64639 67015 68479 69795]
SMsplice 5SS: [  499  8650 11977 15718 21108 21951 26212 36363 46058 46395 49504 54540
 58021 67119 68568]
SMsplice 3SS: [ 8550 11907 15573 21013 21843 26092 36238 45917 46256 49371 54391 57798
 67015 68479 68751]
top_k =  500
Partition function (log Z): -18.075616465844195

Sorted 5' Splice Sites (High to Low Probability):
Position 15718: 0.9981726280949131
Position 11977: 0.9974012271711764
Position 8650: 0.9846796437714244
Position 26212: 0.9729926697877755
Position 21951: 0.8973596672461011
Position 21108: 0.8523580428940435
Position 14143: 0.36029944300379685
Position 499: 0.345188955566259
Position 360: 0.26206903035400697
Position 29711: 0.2369828501455263
Position 22352: 0.23327582164170613
Position 16619: 0.19586575821657712
Position 10290: 0.17340166880645647
Position 260: 0.14989247084744364
Position 15496: 0.12904932416251524
Position 29534: 0.11976645222718404
Position 10075: 0.11365959749972579
Position 36363: 0.1069928893760578
Position 20826: 0.10480102459690047
Position 14352: 0.10417358343501007
Position 81: 0.08964107655127204
Position 29666: 0.08147462137907936
Position 9811: 0.07667716876130083
Position 272: 0.058613568834569404
Position 4470: 0.046473516978167116
Position 10064: 0.04436780293330642
Position 25435: 0.04366030274713739
Position 20323: 0.041783792663888916
Position 22487: 0.040360676412209605
Position 19918: 0.03966134578397139
Position 10006: 0.03949203013729499
Position 24978: 0.03794502020943073
Position 4456: 0.0370758601142671
Position 1364: 0.032891335750539305
Position 9975: 0.031470091669892605
Position 10245: 0.029280739792877333
Position 22019: 0.028956184384008182
Position 284: 0.025790654790708783
Position 749: 0.02473409838201938
Position 21604: 0.02239640165442264
Position 745: 0.021858149438299012
Position 24628: 0.021084377848274143
Position 4093: 0.020021292203233693
Position 3482: 0.019919450598296133
Position 15184: 0.019013963770612277
Position 2044: 0.018283841721667506
Position 3619: 0.015959858152032005
Position 8660: 0.014385216256615492
Position 787: 0.01430764181959226
Position 9048: 0.014138771141224004
Position 1687: 0.013403985194681844
Position 544: 0.012129586340808204
Position 25061: 0.011095429175001897
Position 15204: 0.008410788847373092
Position 21096: 0.008088350540176138
Position 25827: 0.007835664401505408
Position 14623: 0.007704297009640286
Position 1628: 0.006663832229598639
Position 6373: 0.00643842006214791
Position 14356: 0.005972292165672714
Position 26868: 0.005687268343146202
Position 5227: 0.005492393657283104
Position 15210: 0.00525297325740953
Position 10091: 0.0051888713768681784
Position 15500: 0.005081040176228358
Position 3207: 0.005023749011362277
Position 5258: 0.005003924073989989
Position 23402: 0.004714105827892973
Position 20905: 0.004437593042290593
Position 9190: 0.004277639334977624
Position 19206: 0.004076937338574443
Position 22098: 0.003540082862341273
Position 15190: 0.003352056549519903
Position 21681: 0.003186182813703613
Position 20396: 0.0031153665293099505
Position 18537: 0.0028730305352900644
Position 12906: 0.002853776828686503
Position 10097: 0.002292613612220128
Position 18269: 0.0021802063854608807
Position 19254: 0.0021425609091288507
Position 21894: 0.0019447062964945932
Position 19462: 0.0018076275392845485
Position 28355: 0.0017985447558030681
Position 15361: 0.0016911895804227006
Position 15266: 0.0016247330212944022
Position 29827: 0.0016120214858596491
Position 14765: 0.001394192154639002
Position 11016: 0.0013376638147283289
Position 13812: 0.0009571696179212735
Position 13424: 0.0008696241895257521
Position 14677: 0.0008505025701167279
Position 152: 0.0008126094494364573
Position 13364: 0.0007411906864138545
Position 8668: 0.0006873946859074067
Position 12825: 0.0006128234220859415
Position 17050: 0.0005916429283777116
Position 16844: 0.0005262004013924628
Position 513: 0.0005180994987968424
Position 12165: 0.0005152313850134002
Position 316: 0.0005058205598641694
Position 19851: 0.0004939818115781569
Position 10035: 0.0004458294884430432
Position 9154: 0.000405697469606955
Position 1171: 0.00031381028811739136
Position 9449: 0.00029272597043594935
Position 1516: 0.0002519967615382698
Position 2930: 0.00023224509527922796
Position 3248: 0.0002300088658546376
Position 633: 0.00020980815876885713
Position 8611: 0.00018859646127299562
Position 203: 0.00016648074343211637
Position 292: 0.0001253486641088103
Position 9078: 0.00010466138012772916
Position 164: 7.869336950183282e-05
Position 596: 6.556905043414534e-05
Position 380: 5.3467702373876625e-05
Position 324: 3.8288671287483544e-05
Position 23196: 3.7008751080695775e-05
Position 9172: 3.6127313050999574e-05
Position 16823: 1.8267751489572664e-05
Position 370: 1.7002979495063428e-05
Position 9185: 1.592063822264284e-05
Position 656: 1.1078427360017606e-05
Position 592: 9.465865039033051e-06
Position 682: 8.591006042569424e-06
Position 523: 8.18965050263127e-06
Position 22545: 7.401169496478812e-06
Position 12565: 4.724423454274202e-06
Position 12024: 3.806906177087636e-06
Position 17636: 3.607433966106446e-06
Position 20: 2.650621318828038e-06
Position 17082: 2.474270907570163e-06
