Gene = LMLN
index = 787
Annotated 5SS: [  241 14275 14873 15912 16516 20305 23849 25691 30477 36083 39143 59186
 61406 64589 75844]
Annotated 3SS: [14176 14841 15828 16397 20125 23742 25595 30358 35974 39065 59052 61245
 64457 75632 78366]
SMsplice 5SS: [  241 14275 15398 15912 20305 23849 30477 36083 39143 42926 59186 61406
 64589 75844]
SMsplice 3SS: [14176 15125 15828 20125 23742 30358 35974 39065 42814 59052 61245 64457
 75632 78366]
top_k =  500
Partition function (log Z): -22.8908190584568

Sorted 5' Splice Sites (High to Low Probability):
Position 14275: 0.9999999999999982
Position 39143: 0.9949534702505333
Position 36083: 0.9569904235409726
Position 42926: 0.8772192979112649
Position 20305: 0.8247473455599579
Position 23849: 0.7953243627798878
Position 30477: 0.7683401546276946
Position 15398: 0.7183028549271115
Position 241: 0.6129002969062741
Position 41816: 0.5205133038205623
Position 25874: 0.4836093868158769
Position 15912: 0.41250991203786763
Position 15988: 0.3537509381143116
Position 120: 0.31439082402587537
Position 14873: 0.2698026321074789
Position 6870: 0.267500629368002
Position 25691: 0.2640805063873566
Position 42055: 0.25209258653652983
Position 16446: 0.24587426155962436
Position 14569: 0.20074449268733513
Position 2321: 0.16410430839382725
Position 7212: 0.16009334789323515
Position 30459: 0.15819000640683434
Position 38472: 0.14644844787699254
Position 23604: 0.12806112194123015
Position 25509: 0.12368333818643738
Position 35090: 0.08850160095474113
Position 14605: 0.0808613455309356
Position 16516: 0.05798661715434699
Position 23834: 0.055802088985598186
Position 42210: 0.052028674980925435
Position 23534: 0.043126812694999454
Position 36073: 0.0430093212901663
Position 46191: 0.0416644741350477
Position 11597: 0.04061469007429329
Position 20148: 0.02762957627090714
Position 38501: 0.02640373335977177
Position 38659: 0.02612595663576234
Position 22169: 0.020103333112972712
Position 38899: 0.019307730076814397
Position 14690: 0.017811591687704298
Position 40921: 0.015902287451927996
Position 570: 0.014709660352768557
Position 43365: 0.013279701932383627
Position 25: 0.012235803821087871
Position 22481: 0.011442078262086743
Position 16678: 0.011010897794335795
Position 276: 0.01098754091356775
Position 39836: 0.008607352124275321
Position 16044: 0.008100199645662935
Position 1043: 0.007509868109098195
Position 15018: 0.006761157597915053
Position 126: 0.006507370990727566
Position 22421: 0.005572176046275281
Position 130: 0.00510597581944487
Position 70: 0.004336337882848609
Position 41168: 0.0039683941781315435
Position 23899: 0.0035790102820430986
Position 1207: 0.0031375930387582927
Position 325: 0.0029126588174643955
Position 526: 0.0027531921405938636
Position 2910: 0.002530176924737307
Position 46320: 0.0022392013381417226
Position 45076: 0.0020226855086199523
Position 43572: 0.0020194299491167658
Position 44608: 0.0019012303691375867
Position 44556: 0.001889377638029704
Position 44660: 0.0018838742648484919
Position 44712: 0.0018838742648484919
Position 44504: 0.001820319133505662
Position 747: 0.0016437062318210734
Position 40204: 0.0016144613739573043
Position 6876: 0.0015571551399826541
Position 1632: 0.0015200689967419527
Position 4342: 0.001314445953813478
Position 1248: 0.0011891652921319795
Position 2932: 0.0011346274206273455
Position 2325: 0.0008273459357532398
Position 622: 0.0007606172201500847
Position 574: 0.0007324225594832876
Position 4666: 0.0007192003192182426
Position 711: 0.0005258181359848353
Position 1088: 0.00041600921389367464
Position 301: 0.0003216559481331894
Position 105: 0.00025008866781707907
Position 40600: 0.00022729788016010593
Position 618: 0.0002021032802032428
Position 965: 0.00019383357373762382
Position 999: 1.959063079595951e-06
Position 1028: 1.8266832582648884e-06
Position 669: 9.834758629576435e-07
Position 444: 6.805240069535184e-07
Position 416: 5.698359589894345e-07
Position 74: 5.086770144158792e-07
Position 433: 3.3748835939733105e-07
Position 124: 1.4548480857565066e-07
Position 409: 1.454521224566181e-07
Position 187: 7.804049423147123e-08
Position 562: 3.974634076777828e-08
Position 550: 2.9459623132359376e-08
Position 150: 2.76553588602504e-08
