Gene = SLU7
index = 1274
Annotated 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
Annotated 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
SMsplice 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
SMsplice 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
top_k =  500
Partition function (log Z): 36.551068120047866

Sorted 5' Splice Sites (High to Low Probability):
Position 11066: 0.9996264010520525
Position 14955: 0.9995407903756747
Position 4270: 0.9954973039881005
Position 14586: 0.9784764248749824
Position 6944: 0.9757286453183108
Position 11424: 0.9705243217055568
Position 5076: 0.9502491867684537
Position 372: 0.9339564926650169
Position 5496: 0.8541464162204918
Position 11919: 0.8295596078499738
Position 14364: 0.7484836638340703
Position 10745: 0.743543309987168
Position 12927: 0.7424756829387383
Position 5939: 0.6585717474040726
Position 11649: 0.5224529531024996
Position 144: 0.3340317547081013
Position 14391: 0.23411979141429118
Position 10: 0.1890318167748426
Position 2283: 0.18215232154547775
Position 1170: 0.14063542159673467
Position 799: 0.12667641354483727
Position 14752: 0.08973734311868314
Position 15146: 0.07188934746372766
Position 12893: 0.07019353004486496
Position 16013: 0.06530798786879957
Position 1492: 0.06275500193007132
Position 2655: 0.06232342469204609
Position 5920: 0.0526704501326877
Position 6730: 0.047134155525427386
Position 1403: 0.04575313001009741
Position 6550: 0.04109709758369002
Position 9505: 0.03830210119171997
Position 2344: 0.029244482486499305
Position 3252: 0.028185085312144708
Position 7816: 0.023616957489343986
Position 9831: 0.02235977429338132
Position 5054: 0.021237212391538484
Position 1479: 0.02088210303475641
Position 3182: 0.020441552120445624
Position 3119: 0.019926461216995654
Position 10255: 0.01960808174788438
Position 9035: 0.01837952618156525
Position 5131: 0.01788210036301974
Position 16246: 0.017832251266382233
Position 15249: 0.015237623529587675
Position 6243: 0.013766382438664918
Position 2931: 0.012877113277998632
Position 15139: 0.012346376316094995
Position 8935: 0.011555274899746273
Position 5658: 0.011286992201205529
Position 14746: 0.01051080972792059
Position 11582: 0.01007553643921994
Position 307: 0.009126262739012302
Position 13646: 0.008544093130608901
Position 13547: 0.008354323912820477
Position 14715: 0.007994589109791806
Position 12187: 0.007580608052001627
Position 14368: 0.0074071853497982695
Position 7841: 0.007103114226045334
Position 6972: 0.006415584774138754
Position 1160: 0.005910539366832536
Position 6459: 0.005811560407004401
Position 8296: 0.005617054202240237
Position 838: 0.0048884004407155355
Position 10841: 0.00463566666552488
Position 3922: 0.0044354583100620765
Position 827: 0.004356223047944317
Position 779: 0.003765836977218201
Position 8867: 0.0033131620981750533
Position 11611: 0.0029100312568611474
Position 15451: 0.002847411852063714
Position 10094: 0.0028008509724447984
Position 5805: 0.0027581469673534803
Position 7792: 0.002743509129658646
Position 14101: 0.002467651948095954
Position 11442: 0.0022494361284854133
Position 11466: 0.0019603179925420876
Position 15575: 0.0018870087472446623
Position 10769: 0.001871550300024994
Position 5930: 0.0017091363246669717
Position 5596: 0.0016981875904842467
Position 15850: 0.0014835729360988645
Position 1186: 0.0014774699017404528
Position 6252: 0.001413730543740561
Position 16066: 0.0013303022519500563
Position 1294: 0.0011989599104099478
