Gene = RP11-385J1.3
index = 1170
Annotated 5SS: [   253 388343 406636 409251]
Annotated 3SS: [388219 406464 409054 423529]
SMsplice 5SS: [   253  18357  23288  26166  32639  41673  45780  46093  54525  76058
  81223  93167  93862 110180 125368 130906 135150 138319 197502 204725
 256408 263050 268855 355887 376131 384725 388343 406636 409251 423079]
SMsplice 3SS: [ 18271  23123  26094  32499  41525  45649  45901  54380  75994  81073
  92962  93749 110088 125240 130820 134997 138105 197376 204583 256323
 262954 268743 355796 376018 384558 388240 406464 409054 422958 423529]
top_k =  500
Partition function (log Z): -197.48791528263624

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.9998928519826311
Position 9404: 0.5038932311686942
Position 8142: 0.4452474899214921
Position 23288: 0.44512812315723194
Position 12405: 0.4387047307738268
Position 18357: 0.42562673841079757
Position 8206: 0.4195126442424434
Position 7877: 0.32971405094280815
Position 18398: 0.322334862541059
Position 551: 0.24253173474345374
Position 3408: 0.16746082601070855
Position 23266: 0.13300559913466986
Position 4679: 0.11683601575779316
Position 18324: 0.09731907729432121
Position 8210: 0.07924025573165268
Position 8851: 0.0692380604283215
Position 15629: 0.06502916242162399
Position 8842: 0.0599164514204982
Position 3905: 0.04427741964996308
Position 6433: 0.033642359272110865
Position 5892: 0.03167936047517901
Position 20810: 0.02497912131116469
Position 7804: 0.02394239689670782
Position 9649: 0.02329689934988182
Position 4195: 0.01667515018138633
Position 14263: 0.01621114316983774
Position 2141: 0.015912921529758116
Position 12093: 0.015483900209556856
Position 20971: 0.01148534760129429
Position 414: 0.007500571928221122
Position 12409: 0.0058307869180072944
Position 12159: 0.005218535588980509
Position 13004: 0.005218143864555918
Position 1030: 0.0036757929832417517
Position 5673: 0.002285665150142613
Position 8179: 0.0018470363096301777
Position 1213: 0.0013208982684401662
Position 7275: 0.000929683852484784
Position 3489: 0.0008144792240721851
Position 3845: 0.0006393356912949631
Position 2120: 0.0003276910829857418
Position 2804: 0.0003199110378548882
Position 1967: 0.00029525502365965016
Position 2795: 0.0002708938641242038
Position 515: 0.00024079248539653707
Position 3779: 0.00023845644814384783
Position 1094: 0.0002084147222005844
Position 9390: 0.0001751731234503436
Position 3112: 0.00011878017819478092
Position 2650: 0.00010630109196021346
Position 2588: 0.00010558792950792628
Position 5174: 4.774539273762973e-05
Position 5841: 4.6414882517417603e-05
Position 4576: 3.77139499405954e-05
Position 78: 2.8604177329782808e-05
Position 4: 1.805651051371598e-05
Position 32: 6.000359930693711e-06
Position 257: 3.235889351022616e-06
Position 729: 3.091108169844141e-06
Position 544: 1.153430416162723e-06
Position 1360: 9.805699566618707e-07
Position 275: 5.684994610642109e-07
Position 1783: 1.7116271919818413e-07
Position 178: 1.6653494062138948e-07
Position 105: 1.0847764606156363e-07
Position 113: 1.043737318506541e-07
Position 1739: 7.251071159167316e-08
Position 1606: 6.274867608091812e-08
Position 488: 2.432647909908887e-08
Position 823: 1.4620178048614372e-08
Position 519: 7.785151806871985e-09
Position 838: 6.70267961825777e-09
Position 677: 5.03695336642554e-09
Position 424: 3.989614210598693e-09
Position 376: 3.5813561901761062e-09
Position 662: 2.549270303153599e-09
Position 869: 2.4140076048526733e-09
Position 698: 2.243696898471492e-09
Position 373: 1.4687786676231323e-09
Position 295: 5.72419014635819e-10
Position 117: 2.1806760040916322e-11
Position 91: 1.2390403501583568e-11
Position 426: 7.178954888291121e-12
Position 393: 5.7949055706691794e-12
Position 136: 5.272353363042624e-12
Position 300: 1.2182498753545242e-12
Position 62: 6.579105545135014e-15
Position 298: 4.967978928777398e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 18271: 0.9640348350082383
Position 23123: 0.7006079515472327
Position 27018: 0.6558829953465709
Position 7961: 0.6266899602768152
Position 9275: 0.5013588914726526
Position 12327: 0.44464923436418335
Position 7689: 0.3536720629349211
Position 7989: 0.3192774376544019
Position 355: 0.2499883585688127
Position 3252: 0.1445366596480166
Position 4507: 0.1037469479461474
Position 8698: 0.0632309274512125
Position 20678: 0.054468877274467295
Position 15481: 0.041073407954974425
Position 8587: 0.03774286358406894
Position 25720: 0.03336541963584336
Position 15460: 0.025296906354112282
Position 28185: 0.024107276274705346
Position 9519: 0.02402778283127018
Position 11976: 0.02071275238906002
Position 3718: 0.019678716481526845
Position 4001: 0.016676330209479798
Position 14129: 0.016211143169837787
Position 20898: 0.01507037573600724
Position 8714: 0.014837369755980587
Position 6310: 0.014752386272986936
Position 8591: 0.013366630462533132
Position 3316: 0.013101235502040051
Position 3818: 0.01129792326649321
Position 6116: 0.01082139557542691
Position 5712: 0.010358790250987546
Position 5756: 0.01026291635853683
Position 2055: 0.010053374991856517
Position 3730: 0.006919798873688681
Position 4437: 0.006906964369601303
Position 6279: 0.005578771019635995
Position 12864: 0.005218143864555831
Position 3102: 0.00500889807839734
Position 5733: 0.004794240014508402
Position 5817: 0.004283105124184412
Position 4510: 0.004115125685074046
Position 3216: 0.003449200735014752
Position 958: 0.003132982704830686
Position 1982: 0.002904937769107808
Position 3832: 0.002789328306144199
Position 9168: 0.0027822458114840623
Position 3648: 0.002528854240823712
Position 6219: 0.0025092827514414592
Position 23374: 0.0024643922934836035
Position 5877: 0.002026723609479277
Position 1871: 0.0017590353074228833
Position 5499: 0.001756626815681987
Position 2103: 0.0016936451391844475
Position 4602: 0.0015271243443702562
Position 19037: 0.00146487983932203
Position 18457: 0.0013358387302570326
Position 20321: 0.0012424358570128494
Position 19348: 0.001178578637354006
Position 18121: 0.0011488649796782486
Position 3374: 0.001129635625526581
Position 3759: 0.0010171608742559853
Position 3222: 0.0009670226501491403
Position 7058: 0.0009316302223398564
Position 3880: 0.0006133405656174334
Position 4624: 0.0005972356503831412
Position 5560: 0.0005211656720649028
Position 971: 0.00048309190949814823
Position 2530: 0.0004613986960345188
Position 797: 0.00035901444990467623
Position 1128: 0.0003023214561112415
Position 550: 0.00025865967474553354
