Gene = AP5Z1
index = 88
Annotated 5SS: [  135  5691  6133  7839  8177  8750  9427  9831 10063 10807 12155 12673
 13330 14308 14970 15266]
Annotated 3SS: [ 5552  5945  7693  8066  8580  9285  9792  9899 10627 12011 12531 13217
 14209 14836 15050 15492]
SMsplice 5SS: [  135  5691  7839  8177  8750  9427  9831 10063 10807 11051 12155 12673
 13330 14308 14970 15266]
SMsplice 3SS: [ 5552  7693  8066  8580  9285  9792  9899 10627 10877 11973 12531 13217
 14209 14836 15050 15492]
top_k =  500
Partition function (log Z): 31.203984973400466

Sorted 5' Splice Sites (High to Low Probability):
Position 12673: 0.9878614560900733
Position 12155: 0.9874625463846922
Position 5691: 0.9764908963944087
Position 135: 0.9514055296080217
Position 13330: 0.9477545228753256
Position 11051: 0.9447769383973256
Position 8177: 0.939447596298375
Position 8750: 0.9347353715554603
Position 14308: 0.9123476853313953
Position 14970: 0.7594804911083126
Position 10807: 0.7204120118434849
Position 10063: 0.6936681873657721
Position 13695: 0.6888064701620596
Position 9427: 0.6528448626653168
Position 9831: 0.5994349014676689
Position 7839: 0.5736519726127429
Position 15266: 0.5346433596815346
Position 6133: 0.32833994909073866
Position 9999: 0.29206577435609093
Position 7076: 0.2040909016607323
Position 7344: 0.1870593359318934
Position 13044: 0.14842999184062572
Position 10322: 0.1125222761189882
Position 15188: 0.10897828021593581
Position 274: 0.10250434437060646
Position 10503: 0.09249112214271664
Position 14287: 0.0857259992530331
Position 302: 0.07317957933932762
Position 365: 0.056840568524339996
Position 14538: 0.054289129379124376
Position 14670: 0.05354704728070609
Position 10846: 0.051802581043307386
Position 15153: 0.043486807965187245
Position 6016: 0.042101700465320364
Position 15201: 0.0386919452139257
Position 8427: 0.031345988449876135
Position 13881: 0.03081193248183317
Position 7805: 0.03001702841139985
Position 15719: 0.028250869176468574
Position 12430: 0.026156919309297397
Position 8790: 0.025689165483910488
Position 15273: 0.02408187025937191
Position 326: 0.01983436557493725
Position 15369: 0.018403143512518063
Position 2045: 0.01773847629219523
Position 13105: 0.016470064414615404
Position 14548: 0.015312621157502228
Position 15659: 0.015090705416170398
