Gene = RP11-540D14.8
index = 1175
Annotated 5SS: [  189 21657 22195 22458]
Annotated 3SS: [21342 22128 22379 22664]
SMsplice 5SS: [  189   813  2674  3269 12160 21657 22195 22458]
SMsplice 3SS: [  693  2551  2981 11903 21342 22128 22379 22664]
top_k =  500
Partition function (log Z): -4.309326181673634

Sorted 5' Splice Sites (High to Low Probability):
Position 12160: 0.9751948853863904
Position 22458: 0.9280509715990133
Position 813: 0.846685773149657
Position 3269: 0.8336313427435164
Position 21657: 0.8223701351494532
Position 2674: 0.8084639148401772
Position 189: 0.6440152752611776
Position 9839: 0.43670330490087084
Position 12427: 0.3432648677411217
Position 8254: 0.23871781471419565
Position 22195: 0.2320815260339958
Position 6890: 0.21248961276161873
Position 9601: 0.1922518609442547
Position 22287: 0.18377717113338382
Position 1181: 0.15639603038506492
Position 1452: 0.145893385946108
Position 6894: 0.1370975821504607
Position 3693: 0.12108109566790201
Position 9589: 0.11276411696690533
Position 9764: 0.10530915678802341
Position 579: 0.10064475933295977
Position 21485: 0.0894093947419371
Position 3314: 0.0669908862851923
Position 22515: 0.032191524967896755
Position 6589: 0.026384584224000324
Position 21425: 0.0204655321712026
Position 1566: 0.018980504375546943
Position 11507: 0.01871754420972522
Position 179: 0.017064800155240797
Position 4661: 0.016031426984140857
Position 21469: 0.015332604396737315
Position 6581: 0.015221122622153301
Position 1299: 0.01444852020703045
Position 21371: 0.013487112874045276
Position 6212: 0.012223110834166427
Position 9593: 0.011795157008703766
Position 6414: 0.01167943444083432
Position 5387: 0.00960654928027329
Position 9611: 0.00739132378159581
Position 827: 0.0067945571926502695
Position 1322: 0.006333685699291617
Position 2694: 0.004484905211760325
Position 160: 0.004314000400847799
Position 1700: 0.004153558572548721
Position 603: 0.003935154266452894
Position 1662: 0.0036161410210513584
Position 2633: 0.002970077702630064
Position 22691: 0.0028993132238766517
Position 1203: 0.0028712944819581747
Position 3160: 0.0027458767033555257
Position 6520: 0.0025582601404702597
Position 6648: 0.002513364416134724
Position 2704: 0.002186377341715402
Position 817: 0.0021772666659912675
Position 6886: 0.0021449635010367457
Position 1508: 0.0021327354051963333
Position 3381: 0.0014902500750815968
Position 223: 0.0013825971173482426
Position 2756: 0.001357291884121924
Position 2828: 0.001312785072894201
Position 6104: 0.0012964460121129304
Position 733: 0.0011908283793169994
Position 22567: 0.0006988217672792176
Position 583: 0.0006585534488833149
Position 1697: 0.0005489855021295112
Position 2709: 0.000491282986465903
Position 2652: 0.0003977062710514573
Position 5537: 0.0002737613073108343
Position 2128: 0.00024830394304779747
Position 822: 0.0002401379043978775
Position 22754: 0.00021652774038986953
Position 361: 0.0001598027461145306
Position 5238: 0.0001304464497134412
Position 22481: 0.00012124146091205973
Position 2268: 9.987040010628036e-05
Position 416: 7.787936010019961e-05
Position 428: 7.731742639099866e-05
Position 626: 6.994442329224497e-05
Position 25: 6.50412850140366e-05
Position 163: 3.3060408064151736e-05
Position 907: 3.263023711399635e-05
Position 939: 2.980806318323272e-05
Position 5: 2.923010667498418e-05
Position 380: 2.749671159356762e-05
Position 791: 2.5482918846535226e-05
Position 382: 2.209584736544625e-05
Position 103: 1.693476557898171e-05
Position 849: 1.599012728023572e-05
Position 310: 1.5758156477193172e-05
Position 527: 1.3507638326339772e-05
Position 803: 7.049572022831664e-06
Position 695: 6.103143886774552e-06
Position 919: 5.889787766003809e-06
Position 738: 4.852965151754566e-06
Position 674: 3.854616976682068e-06
Position 1051: 2.5039915586579622e-06
Position 768: 2.2830203317393655e-06
Position 419: 2.0391398559629184e-06
Position 1001: 1.3018049576272017e-06
Position 831: 1.0422874374863583e-06
Position 117: 3.291080920435587e-07
Position 1053: 8.156166626307515e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 21342: 0.9624370116632716
Position 11903: 0.9354994091889569
Position 22664: 0.9056159271822801
Position 2981: 0.8533266300304483
Position 22379: 0.8350090858284246
Position 2551: 0.7699948714339133
Position 693: 0.6370136449420682
Position 9667: 0.5420224753528049
Position 22128: 0.4159772598316076
Position 6692: 0.32439723181327507
Position 12294: 0.323599161160995
Position 9545: 0.27082528645134996
Position 22420: 0.15638196226090278
Position 1073: 0.1507663545669188
Position 8075: 0.10056012356873006
Position 3623: 0.09506979032904313
Position 8041: 0.07120427322589688
Position 1321: 0.056939682024063534
Position 9516: 0.05337732343466384
Position 8078: 0.05141399659893371
Position 2591: 0.044364388098634126
Position 2957: 0.04141214448259646
Position 1255: 0.03995776141219171
Position 11933: 0.039714724999346876
Position 6438: 0.039359256868914096
Position 22966: 0.03573930405687873
Position 1134: 0.029733753552442573
Position 1389: 0.025650418413237258
Position 3638: 0.022916187771973455
Position 12387: 0.019666439972361394
Position 11274: 0.01873231831351964
Position 6791: 0.018082269394872015
Position 22667: 0.01727917589010713
Position 6468: 0.01657238309164022
Position 8013: 0.015539421320634975
Position 4535: 0.0135318069975178
Position 5997: 0.013519689560291924
Position 713: 0.010506959453107936
Position 3196: 0.009917060785397926
Position 1440: 0.009580241980163492
Position 5270: 0.009159823465898524
Position 1298: 0.006955591851282443
Position 1647: 0.005679390074920484
Position 22869: 0.004880611476490716
Position 6345: 0.004724679952029588
Position 2602: 0.004053823768996286
Position 6317: 0.003906501067264933
Position 1496: 0.003308834880086381
Position 22908: 0.0032610842085713863
Position 3523: 0.003070363729250536
Position 6259: 0.003048253421539802
Position 4561: 0.0024783872945376303
Position 2513: 0.0023699039946332586
Position 22795: 0.0019201682933420844
Position 1080: 0.0016296619375015605
Position 1452: 0.0012407206696291753
Position 1096: 0.0012222461768556607
Position 22631: 0.0011757945875087764
Position 939: 0.0011197969549397785
Position 372: 0.0007806829709914527
Position 907: 0.0007107857500891446
Position 699: 0.00059916511048197
Position 2755: 0.0005886130032909094
Position 5104: 0.0005773418953445387
Position 22690: 0.0004851643727490425
Position 517: 0.0004502799156226008
Position 1150: 0.000365208215675249
Position 22641: 0.00035950940642155607
Position 993: 0.00028996768452648917
Position 5420: 0.0002738296123882067
Position 2029: 0.00024472783263225105
Position 17673: 0.0002323874583005467
Position 507: 0.000226106569719328
Position 2510: 0.00018165414017257595
Position 393: 0.00017804131384368494
Position 424: 0.00016104998265099082
Position 18141: 0.0001505301157513539
Position 2468: 0.00011113265530127297
Position 2823: 0.00010709004561452831
Position 1587: 9.337548967766374e-05
Position 22874: 8.172474370108862e-05
Position 3055: 6.295971059962797e-05
Position 2005: 5.6220710356737314e-05
Position 2171: 4.722580016508996e-05
Position 1456: 4.519790211067393e-05
Position 3031: 3.6063096748279876e-05
Position 14807: 2.6020173830901393e-05
Position 3505: 2.2532644752824624e-05
Position 4414: 2.128166594404937e-05
Position 18999: 1.143898062811046e-05
Position 16446: 8.092960730114942e-06
Position 18063: 7.47614913702459e-06
Position 733: 6.095573363364504e-06
Position 13863: 5.045161514059027e-06
Position 13590: 3.5065439551524165e-06
Position 575: 2.992582233366033e-06
Position 886: 2.9354488599321138e-06
Position 10031: 2.6603504425037377e-06
Position 414: 1.7592997637244248e-06
Position 397: 1.3414486265642266e-06
Position 14329: 1.2782065202554169e-06
Position 1110: 1.2422106642052664e-06
Position 1104: 1.2277765075220825e-06
Position 10323: 9.000988719106285e-07
Position 443: 8.558888183257235e-07
Position 550: 7.296597588153647e-07
Position 400: 6.492575829484525e-07
Position 791: 6.382431939270831e-07
Position 1507: 5.018867566833897e-07
Position 1476: 4.971387795145484e-07
Position 436: 4.1023939125594256e-07
Position 1407: 2.2900348619526017e-07
Position 811: 1.860856235820197e-07
Position 9908: 1.758485385732822e-07
Position 3894: 1.5689632588099856e-07
Position 316: 1.4158366467180137e-07
Position 577: 1.1017583394605103e-07
Position 524: 1.0153454601634121e-07
Position 1145: 5.811688119677086e-08
Position 1180: 5.2425305314924066e-08
Position 1532: 4.629617627220789e-08
Position 544: 3.667612460785168e-08
Position 1262: 3.3107837384169145e-08
Position 149: 2.078243298630335e-08
Position 1156: 1.2951011942768335e-08
Position 407: 1.2326177470941459e-08
Position 803: 1.1547106420458921e-08
Position 546: 1.0853178544075586e-08
Position 163: 4.194848223670637e-09
Position 284: 3.4215758933163195e-09
Position 335: 2.7462574159462774e-09
Position 1404: 3.0707442273612456e-10
Position 342: 2.3109645130143362e-10
Position 188: 1.8585411319864988e-10
Position 349: 1.763786207782345e-10
Position 328: 1.588310528503854e-10
Position 179: 1.2534089521587114e-10
Position 3667: 4.0065611376025175e-11
Position 554: 2.4237378907116885e-11
Position 218: 2.0302933276019686e-11
