Gene = PSRC1
index = 1094
Annotated 5SS: [  98  446  608 1507 1989 2349 2730]
Annotated 3SS: [ 393  549 1064 1873 2078 2635 2968]
SMsplice 5SS: [ 446  608 2018 2349]
SMsplice 3SS: [ 549 1873 2116 2968]
top_k =  500
Partition function (log Z): 4.742500681738623

Sorted 5' Splice Sites (High to Low Probability):
Position 2018: 0.9939623147988571
Position 2349: 0.8769779686771969
Position 446: 0.7532162835424752
Position 2730: 0.6141203188202755
Position 608: 0.6096503944508433
Position 1507: 0.2960990735641585
Position 372: 0.20891559454745087
Position 63: 0.11602794130316207
Position 98: 0.07000625314398344
Position 52: 0.057014097296400876
Position 906: 0.05469926783551739
Position 2259: 0.03782836457156879
Position 244: 0.03346235460036046
Position 2356: 0.028786468366305534
Position 694: 0.027002055067456156
Position 552: 0.023837698456753546
Position 707: 0.023199869440076938
Position 1452: 0.02046422498277978
Position 1169: 0.017741355774527828
Position 167: 0.01734051419517261
Position 1706: 0.014636170420306353
Position 690: 0.013166660153404687
Position 268: 0.011355073264281215
Position 1548: 0.009320777978358457
Position 1171: 0.00864113428522731
Position 1730: 0.007802362944748654
Position 1136: 0.006134328472345292
Position 1724: 0.0061192338774424685
Position 1989: 0.004079404237534219
Position 229: 0.00394571177978041
Position 1532: 0.0039083831498462045
Position 2587: 0.0036180087885676836
Position 557: 0.0024049886116988394
Position 2011: 0.0016474588143051334
Position 76: 0.00152727174997174
Position 766: 0.0014048724916588342
Position 1738: 0.0012365309867195331
Position 2327: 0.0009948206792831588
Position 1436: 0.0009556286247041579
Position 259: 0.0009331243615329281
Position 1309: 0.0008640069420882872
Position 869: 0.0008636348473824609
Position 2819: 0.0005557372547882432
Position 865: 0.0005053633529354443
Position 645: 0.0004661755663693809
Position 482: 0.0003384615598445881
Position 1743: 0.00020896987241117565
Position 74: 0.00018488815595361728
Position 2739: 0.00017013089045905114
Position 1093: 0.00013882500024119094
Position 1259: 0.0001189311047331324
Position 253: 0.00010742944987510706
Position 213: 0.00010526805109763851
Position 1584: 0.00010509396531158135
Position 794: 0.00010456168020240351
Position 3258: 9.810491650979626e-05
Position 1257: 8.441106058001669e-05
Position 65: 6.360307229228809e-05
Position 3106: 6.222074863355177e-05
Position 41: 5.6702583286873805e-05
Position 377: 2.7048486898278087e-05
Position 110: 1.4208843889770423e-05
Position 12: 1.0805017754226158e-05
Position 809: 9.828777700247149e-06
Position 655: 9.259421732229997e-06
Position 17: 7.31541723283931e-06
Position 2022: 6.347503738824565e-06
Position 2035: 5.573324723828809e-06
Position 129: 4.330903520481876e-06
Position 1971: 2.8284258651884487e-06
Position 2337: 1.4975430449526892e-06
Position 2028: 9.719728749412692e-07
Position 151: 8.481763219613168e-07
Position 962: 7.495299414151665e-07
Position 807: 7.225745625484581e-07
Position 90: 4.973015162008191e-07
Position 826: 4.1506531551295767e-07
Position 234: 1.53658770827243e-08
Position 564: 7.241343130869531e-09
Position 2529: 9.054426049921446e-10
Position 2241: 9.919297599461163e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1873: 0.9963090951290138
Position 2968: 0.9531271607726857
Position 549: 0.710101261021914
Position 2116: 0.3472909969035555
Position 2155: 0.23089546496669883
Position 2635: 0.21481926185059405
Position 2208: 0.1930077323618729
Position 2097: 0.18009185742502787
Position 2649: 0.16796901055334354
Position 299: 0.1536484270933999
Position 1064: 0.15097810757101263
Position 2572: 0.14345936158133946
Position 393: 0.12148812379034896
Position 1415: 0.08585996568024261
Position 2586: 0.05702558966822913
Position 1412: 0.03843893854399407
Position 1248: 0.03210148330863849
Position 2591: 0.03139014833366874
Position 1592: 0.027447207792447054
Position 769: 0.02433125992455756
Position 1167: 0.024010318523328297
Position 1269: 0.014366706911012403
Position 1347: 0.011558951312043998
Position 335: 0.010984150530524596
Position 2684: 0.009555906526824377
Position 3047: 0.007784442568663513
Position 2127: 0.005149534640825967
Position 645: 0.0048181412531325095
Position 1352: 0.0034927330660563527
Position 2405: 0.0030466957769638516
Position 1613: 0.0025939070389118454
Position 2294: 0.001807823689611713
Position 3381: 0.0016794199977398592
Position 2235: 0.0015668792469994731
Position 607: 0.0015364925154377623
Position 2256: 0.0014029251721426827
Position 702: 0.0014003942669928474
Position 1844: 0.0013960347885862482
Position 2533: 0.0013543000365482968
Position 556: 0.0013118349148959656
Position 243: 0.0012503269179421066
Position 2078: 0.0011348372141460014
Position 3044: 0.001053838498007509
Position 1949: 0.0009620339906956919
Position 247: 0.0008755027886164856
Position 2178: 0.0008234716647752532
Position 2889: 0.0007499141544039291
Position 2694: 0.0007186694352224594
Position 2702: 0.0007012897432483689
Position 1102: 0.000580070874812261
Position 2456: 0.0005684737123975955
Position 1911: 0.0005283757845821394
Position 805: 0.0005040046550099261
Position 1876: 0.0004751523091292302
Position 2217: 0.000469176830413916
Position 2974: 0.00044886359029197646
Position 1257: 0.0004235752908551129
Position 2386: 0.00040965336888733567
Position 2947: 0.00036865661391209274
Position 352: 0.0003397609791290088
Position 1314: 0.00032179039705971407
