Gene = PLPPR4
index = 1042
Annotated 5SS: [  719 24198 32915 35278 37014 37945]
Annotated 3SS: [24011 32784 35081 36955 37770 41731]
SMsplice 5SS: [  719   973 16065 24198 31858 32915 34027 35278 37014]
SMsplice 3SS: [  864 15953 24063 31743 32784 33963 35081 36955 37770]
top_k =  500
Partition function (log Z): -12.856389361866745

Sorted 5' Splice Sites (High to Low Probability):
Position 16065: 0.9999950585123509
Position 18323: 0.9999622991222601
Position 24198: 0.9999285562728306
Position 32915: 0.9843535192656576
Position 35278: 0.9821809245892016
Position 37014: 0.8239931038456542
Position 719: 0.557582402437547
Position 16263: 0.4592029423351347
Position 1089: 0.4562979950491502
Position 8663: 0.4039017139376189
Position 91: 0.36133679375516586
Position 973: 0.3146944821682577
Position 4456: 0.19479602145064287
Position 2470: 0.19432815553476945
Position 308: 0.16870428736298795
Position 969: 0.16575159357152075
Position 13454: 0.14549815831038548
Position 36831: 0.14506581853821063
Position 6958: 0.1437269595704108
Position 1884: 0.13147805725409625
Position 37945: 0.11231298673215569
Position 11248: 0.09640424809021964
Position 13440: 0.09360198870843957
Position 37404: 0.08000126631560862
Position 3217: 0.034110203503351935
Position 97: 0.0317394996337967
Position 37366: 0.02465550585887473
Position 1147: 0.01021191508073216
Position 3295: 0.006612687039017514
Position 37083: 0.005861764184012945
Position 37122: 0.004976046705302887
Position 116: 0.003832027162161482
Position 5387: 0.003546269166873694
Position 781: 0.0032491334381990963
Position 930: 0.0031809368815368293
Position 326: 0.0024520417355191155
Position 5335: 0.0022227308753048495
Position 5909: 0.0018353798262239526
Position 245: 0.0017528003588098016
Position 914: 0.001659452251532183
Position 61: 0.00130707250845506
Position 1807: 0.0010684122800908942
Position 2934: 0.0009369576059612357
Position 29: 0.0007823752790982342
Position 33: 0.0005110780953677229
Position 1954: 0.00039956901746511915
Position 16: 0.0002992806450592136
Position 2107: 0.0002714233705193877
Position 671: 0.00015225185026450347
Position 205: 0.00011265666104478315
Position 1095: 8.829155287931194e-05
Position 1140: 7.059396740187231e-05
Position 1107: 5.3558870158039405e-05
Position 903: 4.967422413302343e-05
Position 643: 3.831452123798802e-05
Position 893: 3.222321056093732e-05
Position 101: 2.9486533404424483e-05
Position 943: 1.2117304957620577e-05
Position 723: 8.915487393108947e-06
Position 793: 5.76479233590091e-06
Position 457: 4.216948577114176e-06
Position 173: 3.2435251770432115e-06
Position 381: 1.6804429204843456e-06
Position 534: 4.976814945560354e-07
Position 1446: 2.9495935532020527e-07
Position 519: 1.0887556152514842e-08
Position 713: 1.0150647426653554e-08
Position 85: 2.7999521518711796e-09
Position 5: 7.146454546915184e-10
Position 2362: 2.259609121346464e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 15953: 0.9999990851706821
Position 24011: 0.9999285562728306
Position 35081: 0.9997912109364935
Position 32784: 0.9843535192656576
Position 36955: 0.7863799098585716
Position 864: 0.7494259873210508
Position 18191: 0.7031994250989339
Position 37770: 0.5613352798238955
Position 16143: 0.45920969430577263
Position 8513: 0.40390172947032355
Position 18232: 0.29676733750805734
Position 13248: 0.2391005994257469
Position 4277: 0.19159783841336475
Position 36600: 0.16404975741677974
Position 41731: 0.16238203893994524
Position 1007: 0.14711313576850596
Position 6842: 0.14372715536362382
Position 1748: 0.12942447201964213
Position 37270: 0.1180634057889204
Position 11073: 0.0964042859597472
Position 2394: 0.08844039984568924
Position 43992: 0.08139813967005269
Position 516: 0.06833963384506571
Position 2344: 0.06079216140923048
Position 36999: 0.04870792461574214
Position 39778: 0.04424723999739151
Position 43128: 0.043562209042795924
Position 3036: 0.04072294750550516
Position 2310: 0.03700688112861773
Position 37629: 0.034284240331070755
Position 502: 0.03038272824348657
Position 36328: 0.02809727988244739
Position 953: 0.025628446512151966
Position 39837: 0.02017974628187775
Position 37290: 0.02015276497947486
Position 41172: 0.01997403993299513
Position 37082: 0.011267490797444593
Position 35762: 0.010431591658867466
Position 38190: 0.010019121706446234
Position 568: 0.009296964377616795
Position 988: 0.008601577111594762
Position 1032: 0.008256383857172964
Position 235: 0.007207779183653689
Position 1040: 0.006921865813334567
Position 5246: 0.0045493974892791425
Position 2348: 0.004095934975006734
Position 543: 0.003967579922892086
Position 621: 0.003890638945060271
Position 36477: 0.0038151882555284983
Position 392: 0.003805208179655002
Position 37921: 0.003640283601816713
Position 4251: 0.0031981975481729886
Position 37117: 0.0030360330968746186
Position 35480: 0.0027403082930538615
Position 750: 0.0020791781541577453
Position 2313: 0.0018960196847694999
Position 2466: 0.0018219368800565616
Position 1673: 0.001742394882609919
Position 5815: 0.001543083151854257
Position 1677: 0.001526055764426229
Position 35585: 0.0012834227970285393
Position 5193: 0.001219624186041265
Position 718: 0.0011967291065588647
Position 242: 0.0010282784834090197
Position 614: 0.0009715341322465285
Position 470: 0.000866298940327865
Position 571: 0.0008542440875834904
Position 445: 0.0007640602748112665
Position 927: 0.0007593631885825878
Position 162: 0.0007549771742459222
Position 2759: 0.0006344727501369307
Position 171: 0.000604713592129723
Position 193: 0.0005042282958717121
Position 631: 0.0003787254817568455
Position 638: 0.00035930373738010413
Position 652: 0.00029494489450647356
Position 5771: 0.0002922974727280962
Position 575: 0.00027245554771629534
Position 873: 0.00023866158634246556
Position 2653: 0.00020816625105975735
Position 1940: 0.00019391290236028206
Position 2106: 0.00015123288931901327
Position 1883: 0.000148865396667567
Position 907: 0.00014167915649538842
Position 483: 0.00012191068521146458
Position 277: 0.00011947256439707489
Position 29500: 0.00011373056083511154
Position 221: 0.0001066919316372098
Position 199: 0.00010495940160680128
Position 2675: 9.432449506281964e-05
Position 204: 9.204599307373946e-05
Position 213: 8.406094730200163e-05
Position 585: 7.915941997353282e-05
Position 452: 7.366724835760575e-05
Position 1977: 7.189087209932008e-05
Position 2272: 6.350413209514288e-05
Position 876: 6.239412024144291e-05
Position 780: 6.0518938548835396e-05
Position 2154: 6.0088812430466005e-05
Position 1811: 4.5195027962742666e-05
Position 23202: 4.155531916542192e-05
Position 657: 3.8475595702804705e-05
Position 1564: 3.668916571970273e-05
Position 351: 2.8050661958048743e-05
Position 1833: 2.8003439596028747e-05
Position 357: 2.69464215438795e-05
Position 25225: 2.361477550206699e-05
Position 407: 1.7239519396656583e-05
Position 1042: 1.4790925971816983e-05
Position 196: 1.213847684388008e-05
Position 181: 8.286057562987112e-06
Position 332: 6.467090653408012e-06
Position 21175: 6.392296505247235e-06
Position 120: 5.19591426354677e-06
Position 684: 5.015398336218881e-06
Position 732: 4.633422154394358e-06
Position 480: 4.252886960189875e-06
Position 655: 4.049530319232323e-06
Position 664: 3.6806432518242785e-06
Position 723: 3.3815309372450924e-06
Position 286: 2.9403018785557915e-06
Position 149: 2.8363752303922027e-06
Position 19671: 2.7220543654125255e-06
Position 679: 1.493481333285596e-06
Position 19142: 1.4142308459490074e-06
Position 414: 1.3965135787176353e-06
Position 371: 1.2484859799922814e-06
Position 17923: 9.224171143960772e-07
Position 18688: 8.12437666086943e-07
Position 16878: 7.854602590144089e-07
Position 245: 7.087945359103948e-07
Position 16461: 6.82568230526812e-07
Position 430: 6.586395618240521e-07
Position 311: 6.120918787297752e-07
Position 428: 6.034367346613567e-07
Position 410: 4.1918218492764757e-07
Position 364: 2.305999622255299e-07
Position 1305: 2.2243678314883386e-07
Position 791: 2.2235460840680908e-07
Position 173: 1.9597120901236765e-07
Position 184: 1.736530854890498e-07
Position 805: 1.31189608151163e-07
Position 771: 6.484723245034626e-08
Position 1417: 3.7507967494051885e-08
Position 9884: 3.325595477407977e-08
Position 7145: 1.2521672078746578e-08
Position 10042: 1.2229137833521761e-08
Position 3810: 5.932782387172813e-09
Position 5040: 3.815931202886745e-09
Position 2572: 2.8398292364715304e-09
Position 6166: 2.315841482190664e-09
Position 6096: 2.054887040500735e-09
Position 5958: 2.0201285866086172e-09
Position 5141: 1.616238738782781e-09
Position 2967: 7.82187274257728e-10
Position 3724: 2.7910384958886217e-10
Position 2880: 1.6574820768344612e-10
Position 2083: 1.404500290808534e-10
Position 2678: 1.0312838538748936e-10
Position 2123: 5.409851851828843e-12
Position 133: 4.942605706697834e-16
Position 94: 4.927645791921006e-16
Position 303: 4.03735873880164e-16
Position 90: 1.8459002383496853e-16
Position 130: 9.943036546490529e-17
Position 294: 1.4679050509488383e-17
Position 313: 6.535846102424572e-20
Position 315: 7.679080108894055e-21
