Gene = GTF2B
index = 627
Annotated 5SS: [  136  4358 27638 31479 31737 34413]
Annotated 3SS: [ 4250 27503 31331 31606 34130 38271]
SMsplice 5SS: [  136  4358 27638 31479 31737 34413]
SMsplice 3SS: [ 4250 27503 31331 31606 34130 38271]
top_k =  500
Partition function (log Z): -22.608017318379392

Sorted 5' Splice Sites (High to Low Probability):
Position 4358: 0.9510666543315238
Position 136: 0.5565252010764137
Position 12: 0.24378617551136048
Position 1371: 0.197609896473717
Position 627: 0.13210199154918606
Position 11288: 0.11606723398092987
Position 74: 0.04914502323633192
Position 1996: 0.036038375060943394
Position 3927: 0.035478473470637505
Position 237: 0.019860971013136376
Position 140: 0.017873932769296684
Position 10923: 0.014766284085359429
Position 1201: 0.014556641939035678
Position 384: 0.014141968060483711
Position 1388: 0.013335614249691274
Position 940: 0.011668457754883883
Position 2664: 0.011268822717764975
Position 1704: 0.010787836969452631
Position 7214: 0.00984113505366876
Position 646: 0.008797000725702258
Position 535: 0.008747962354317535
Position 4586: 0.007916393805291237
Position 3900: 0.00751811398307177
Position 374: 0.006309753642904946
Position 3234: 0.006214180873358694
Position 4322: 0.005579137354124983
Position 571: 0.00444146386238639
Position 5584: 0.0035877722195820816
Position 4354: 0.003532539301853922
Position 4549: 0.0017375071200124706
Position 9216: 0.0016267825109325274
Position 7392: 0.0014944113189004318
Position 415: 0.0011426568248615783
Position 9056: 0.0008001282330221829
Position 5634: 0.0007745691232262847
Position 935: 0.0006749603608970948
Position 4469: 0.0004525409735194827
Position 799: 0.0004343380444552267
Position 303: 0.00042922454030442807
Position 8: 0.0003069219640095352
Position 6854: 0.0002548930554004411
Position 217: 0.00023334736317789833
Position 309: 0.00023225751703207187
Position 582: 0.00021059190766443565
Position 4543: 0.00015565729303606703
Position 358: 0.00014201711862295925
Position 1613: 0.00011443361522956766
Position 699: 8.892661374655023e-05
Position 394: 8.582346658518529e-05
Position 1853: 8.051659207970966e-05
Position 1384: 6.856335154500091e-05
Position 748: 4.6266359157117154e-05
Position 1156: 4.309376491661044e-05
Position 378: 2.5743795586408315e-05
Position 2305: 2.119650323946055e-05
Position 320: 1.3878358324918533e-05
Position 78: 7.352235578050454e-06
Position 3503: 6.305720215301276e-06
Position 6089: 5.565508662696038e-06
Position 7194: 4.823883924764669e-06
Position 311: 2.2721364909694142e-06
Position 76: 2.12686235059043e-06
Position 82: 1.2109566379845677e-06
Position 92: 9.936383618980009e-07
Position 403: 8.305655839955768e-07
Position 43: 8.141912639661655e-07
Position 337: 7.627784286713014e-07
Position 331: 6.08645957006545e-07
Position 4624: 4.6213658189188934e-07
Position 16: 4.580242252611828e-07
Position 396: 3.4778412733648886e-07
Position 85: 3.15223280216344e-07
Position 351: 1.3653319910210599e-07
Position 144: 8.185869644434598e-08
Position 124: 7.276329096452118e-08
Position 539: 3.3631395870688736e-09
Position 87: 1.3397940323265048e-10
Position 113: 4.949391488338984e-11
Position 19: 2.8535465269487206e-11
Position 107: 1.945817251065631e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4250: 0.7202423409385331
Position 13351: 0.2572049400900922
Position 4191: 0.1775064409739329
Position 1282: 0.1732560088065756
Position 11237: 0.13827880166134793
Position 16874: 0.10710692605047129
Position 5870: 0.09189191058542462
Position 558: 0.0833654048589549
Position 7963: 0.058081045812490274
Position 7267: 0.05539290645859052
Position 18076: 0.046128484763885653
Position 11559: 0.03881633677275093
Position 15648: 0.0379537246168255
Position 4194: 0.03594366364136045
Position 5613: 0.03495393597943585
Position 1921: 0.03433577072639407
Position 4433: 0.032283236614647944
Position 12554: 0.023323167995087976
Position 9335: 0.023078046192074972
Position 10773: 0.022649327437922764
Position 16342: 0.020813342007770717
Position 9156: 0.01934784952372974
Position 3552: 0.018703302385203763
