Gene = RUVBL1
index = 1218
Annotated 5SS: [  241  4497 10937 19052 22266 23230 24943 26525 36119 41342]
Annotated 3SS: [ 4409 10803 18899 22175 23079 24878 26325 36015 41249 42414]
SMsplice 5SS: [  241  3686  4497 10937 19052 21729 21946 22108 22266 23230 24943 26525
 36119 41342]
SMsplice 3SS: [ 3592  4409 10803 18899 21606 21832 22032 22175 23079 24878 26325 36015
 41249 42414]
top_k =  500
Partition function (log Z): 0.5307592236727818

Sorted 5' Splice Sites (High to Low Probability):
Position 36119: 0.999989996477386
Position 19052: 0.9999762078965658
Position 10937: 0.9989524443739007
Position 23230: 0.9546757604331144
Position 22266: 0.9347134040383553
Position 26525: 0.9197007768941635
Position 4497: 0.9079403934152104
Position 21729: 0.8730874082643681
Position 22108: 0.7885159615543706
Position 41342: 0.7649726423140515
Position 24943: 0.7495856451959535
Position 3686: 0.572179528601772
Position 21946: 0.5718284246137748
Position 40751: 0.5609297961685444
Position 38788: 0.5055669403263173
Position 241: 0.4534723738375868
Position 11991: 0.374906014275753
Position 24239: 0.34915370972276116
Position 1676: 0.32141717600985686
Position 32349: 0.23436481319963992
Position 39421: 0.22523882538404227
Position 10576: 0.222960559325129
Position 31158: 0.22050440904637345
Position 12087: 0.17513754227249556
Position 26869: 0.16410489701151096
Position 21899: 0.16401722539036065
Position 415: 0.1470940422671751
Position 5035: 0.13383928252202093
Position 31094: 0.13213196488750278
Position 115: 0.12496334456311989
Position 41710: 0.11351788162687071
Position 28843: 0.1100969913391505
Position 1999: 0.07685041338832369
Position 22966: 0.07023900600516049
Position 42595: 0.06439642560396103
Position 307: 0.058871297525268755
Position 10451: 0.05537238993848143
Position 7022: 0.05510272844025909
Position 29735: 0.048011228846297445
Position 30186: 0.04552513481067637
Position 40733: 0.041908504383067535
Position 681: 0.04174350326172605
Position 935: 0.04155348741964074
Position 27: 0.03888351281789353
Position 29450: 0.037558430815882754
Position 42611: 0.03562812379227227
Position 21694: 0.03510957265775321
Position 26794: 0.03417625778691636
Position 22873: 0.03388983836417987
Position 24288: 0.03052062099614914
Position 998: 0.029538445069319744
Position 5294: 0.028571509166729986
Position 41976: 0.02648464157879741
Position 42571: 0.026396839030861187
Position 8544: 0.023241074840519644
Position 24964: 0.023070539525633194
Position 736: 0.02003261809813475
Position 6830: 0.018460936915801366
Position 4305: 0.01708488065124004
Position 1620: 0.016602257536915185
Position 33861: 0.014080134879880683
Position 467: 0.013215160195229973
Position 894: 0.011914442922014292
Position 25907: 0.010694200156748067
Position 13: 0.010590326312885213
Position 3888: 0.01048520811812455
Position 11358: 0.010101317980501791
Position 29083: 0.009538155641750819
Position 23872: 0.00854212252679693
Position 36710: 0.008114975737722907
Position 1653: 0.00796394684831551
Position 38615: 0.007581856076900138
Position 651: 0.007263164928270519
Position 41990: 0.006810778905351514
Position 311: 0.006436989619507162
Position 160: 0.005962038244918823
Position 23133: 0.0057709799872535114
Position 22360: 0.0055971924095588425
Position 24283: 0.005137457422501457
Position 42585: 0.00509585035064449
Position 41350: 0.004821000006991041
Position 36593: 0.004736409025037065
Position 41654: 0.004320517864639591
Position 23863: 0.004317709385929723
Position 42360: 0.004276822310776363
Position 904: 0.0036854440188794023
Position 22829: 0.0035332488379237635
Position 42415: 0.003399785822809778
Position 22788: 0.003240023584740727
Position 38285: 0.003149401701137155
Position 22866: 0.002725416979541732
Position 41971: 0.00224825374062021
Position 28394: 0.002230062405351071
Position 487: 0.0016969415237593195
Position 341: 0.0014391682500410825
Position 4193: 0.001181254330290133
Position 24326: 0.0010475497921266317
Position 24355: 0.001042987992856963
Position 1664: 0.0008828855329091116
Position 4201: 0.0008732564113614129
Position 1157: 0.0008696120125766499
Position 2220: 0.0007847107566622367
Position 1091: 0.000652046305905708
Position 21221: 0.0005260133058937668
Position 593: 0.00047764742245870305
Position 590: 0.0004496269165590937
Position 368: 0.0003741384805338982
Position 1439: 0.00027253022336483677
Position 24442: 0.0002561512773567769
Position 5206: 0.00023046004905923775
Position 11436: 0.00020316483350480772
Position 1219: 0.00018649163771458798
Position 40603: 0.00017070586228816248
Position 5014: 0.0001167017945577686
Position 21676: 8.217383530829767e-05
Position 5442: 6.170595733877117e-05
Position 217: 3.8514302933984454e-05
Position 611: 2.9987778913285236e-05
Position 262: 2.540680975052832e-05
Position 646: 1.749349017307104e-05
Position 440: 1.0039449149517473e-05
Position 5089: 8.108965293462331e-06
Position 609: 6.72045861390495e-06
Position 3713: 6.395019933056962e-06
Position 23651: 4.637986110672902e-06
Position 243: 4.350415405550644e-06
Position 729: 4.222614617170653e-06
Position 702: 4.106911181020511e-06
Position 829: 1.7027628680004515e-06
Position 969: 6.750195518038081e-07
Position 1009: 3.277090904111034e-07
Position 888: 2.620050665878639e-07
Position 11523: 2.1817875953269061e-07
Position 250: 2.1000573685213e-07
Position 992: 1.4501016682009269e-07
Position 76: 8.68301725423117e-08
Position 91: 6.50042188834413e-08
Position 63: 6.332704752768736e-08
Position 460: 4.5100031867948964e-08
Position 4606: 2.560159860162158e-08
Position 50: 1.2649468917876232e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 36015: 0.9999899964773862
Position 18899: 0.9999762078965657
Position 10803: 0.9500212727764651
Position 23079: 0.9316909637718434
Position 21606: 0.9082791547574302
Position 4409: 0.8899006343381514
Position 26325: 0.8539051850908271
Position 22175: 0.8304845685464997
Position 22032: 0.8223563460407856
Position 21832: 0.7456500712823577
Position 41249: 0.7147928981226541
Position 42414: 0.686103916380703
Position 3592: 0.5716311010900318
Position 40637: 0.39018609641335145
Position 24878: 0.3848669260883943
Position 38692: 0.380323146164542
Position 24709: 0.3754126860847825
Position 31029: 0.32519107466016406
Position 1541: 0.3083376472062035
Position 24135: 0.3003932101316534
Position 11820: 0.2630668975018265
Position 32241: 0.2343648131996399
Position 10322: 0.1968371484686583
Position 40597: 0.19317130506732805
Position 26691: 0.18722960438899153
Position 42291: 0.18220692011740408
Position 39217: 0.17688753788302633
Position 11852: 0.15549892770652093
Position 41567: 0.12481028513964663
Position 11908: 0.10818168140292464
Position 22682: 0.09312689342823954
Position 42834: 0.08674222115976085
Position 38675: 0.08375084866584329
