Gene = OTULIN
index = 990
Annotated 5SS: [  230  8971 14028 16860 22899 25561]
Annotated 3SS: [ 8893 13932 16715 22772 25290 28105]
SMsplice 5SS: [  230  8971 14028 16860 25561]
SMsplice 3SS: [ 8893 13932 16715 25290 28105]
top_k =  500
Partition function (log Z): -8.574021116279866

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9970380774903348
Position 8971: 0.9586742198779733
Position 14028: 0.8074266863624747
Position 28229: 0.7761481464212117
Position 22899: 0.6135148173260027
Position 16860: 0.6119639028639128
Position 25561: 0.5582865753874113
Position 15317: 0.4151376300923203
Position 30233: 0.3902626104120554
Position 3682: 0.32802795855544314
Position 16877: 0.2253724688605217
Position 7480: 0.199195269398067
Position 20345: 0.15588650006490287
Position 14041: 0.13967258995188173
Position 13855: 0.09961767245511306
Position 3787: 0.09687494847267705
Position 7384: 0.08533958740800812
Position 7881: 0.07314331266890087
Position 15907: 0.049088634001362624
Position 16098: 0.037568757453012705
Position 11612: 0.035545132581621945
Position 14056: 0.029655589942981477
Position 28371: 0.029346081601649684
Position 10253: 0.02822955538111094
Position 28347: 0.028051640973017978
Position 20129: 0.02698792201696401
Position 11711: 0.02299747325251051
Position 31285: 0.017950467203627873
Position 15385: 0.01666003556081479
Position 10258: 0.013917400405982501
Position 9524: 0.012060572135244035
Position 13476: 0.011722182960755959
Position 842: 0.010223822959031476
Position 25534: 0.009040319105956873
Position 1991: 0.007917816629610852
Position 20458: 0.0073218114997863175
Position 3972: 0.005436390418310773
Position 2165: 0.005063531036865705
Position 4965: 0.0036193466563378936
Position 5008: 0.0034319593352836646
Position 724: 0.0030946955441453674
Position 12577: 0.002826468174240737
Position 6000: 0.0024738855161932746
Position 1882: 0.002375419506562428
Position 758: 0.0023209317457639207
Position 4843: 0.00199118342972907
Position 4633: 0.0018957427470090746
Position 2907: 0.0018847836690836024
Position 6856: 0.001765661052085808
Position 6836: 0.0015474312906894629
Position 19054: 0.001410809904305406
Position 1604: 0.0010938380147521886
Position 4793: 0.0010886309716253777
Position 15703: 0.0010597704767775296
Position 2525: 0.0009831299827859285
Position 1372: 0.0007864156256737818
Position 3282: 0.0006687561280833962
Position 344: 0.00062797385522314
Position 768: 0.0005410113356529554
Position 14017: 0.0003149120906277575
Position 2101: 0.00024333214157816469
Position 391: 0.00023067060428109365
Position 2355: 0.00020394771165998266
Position 2768: 0.00016610781095555968
Position 2580: 0.00016207719796626887
Position 586: 0.00013615930646852055
Position 1075: 0.00013087733404592276
Position 234: 0.00013087633661353277
Position 300: 9.884766592376093e-05
Position 1680: 7.464693235315356e-05
Position 2490: 7.218896947863364e-05
Position 2080: 6.853845076647562e-05
Position 834: 6.825342174414438e-05
Position 1845: 4.528551200846379e-05
Position 14678: 4.463056796603177e-05
Position 1381: 4.26577361898074e-05
Position 1888: 3.457651622786434e-05
Position 1490: 3.256785197929719e-05
Position 9376: 3.0077720768317386e-05
Position 2537: 2.7730730354289654e-05
Position 658: 2.3119560032672692e-05
Position 984: 2.0377084049605907e-05
Position 2072: 1.8923580808405865e-05
Position 9368: 1.8090980083638746e-05
Position 2497: 1.7637170739173275e-05
Position 4157: 1.4344388379257777e-05
Position 591: 1.3461426833082844e-05
Position 3733: 3.815617531811736e-06
Position 3640: 3.470218585870814e-06
Position 3676: 3.1197404282777337e-06
Position 4327: 2.1249136245731788e-06
Position 5030: 1.964895542980561e-06
Position 276: 9.284619804377176e-07
Position 4476: 9.157146696015761e-07
Position 3797: 8.518263521762855e-07
Position 260: 7.673453692983286e-07
Position 531: 7.645333494337159e-07
Position 397: 4.247411519600672e-07
Position 434: 4.1737228758417916e-07
Position 442: 3.87190009526134e-07
Position 526: 3.299703657628629e-07
Position 389: 2.3067769967222072e-07
Position 485: 2.0199535488462826e-07
Position 321: 1.2023234379046935e-07
Position 215: 6.738905707487707e-08
Position 310: 4.298872833019285e-08
Position 38: 3.97531072665829e-08
Position 380: 1.4723595520777548e-08
Position 478: 1.2798204842305501e-08
Position 82: 1.087277404199637e-08
Position 456: 5.47311873471887e-09
Position 307: 4.204465027739485e-09
Position 352: 1.1537502383457656e-09
Position 110: 9.81730554482449e-11
Position 649: 1.6046877399193e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13932: 0.9768208813812557
Position 8893: 0.9577266725720507
Position 28105: 0.8994301852387762
Position 16715: 0.8072949828509981
Position 22772: 0.6015636390730681
Position 25290: 0.5685725486459959
Position 30119: 0.5116023355985925
Position 3465: 0.42456551592510766
Position 15178: 0.35477310172875576
Position 7189: 0.21100914371872692
Position 20233: 0.15480429988093364
Position 33399: 0.12785954745421288
Position 30908: 0.12157612178070769
Position 28150: 0.08232236925047186
Position 30337: 0.07349026930557585
Position 13765: 0.06526824134817985
Position 31416: 0.06342607718926735
Position 28699: 0.05670457956648117
Position 7376: 0.04684595558595132
Position 30175: 0.03874199268658044
Position 7763: 0.03537758084736946
Position 7675: 0.03465224030906275
Position 13674: 0.034610618864531456
Position 31549: 0.03273462105029123
Position 11524: 0.0325415201196437
Position 10201: 0.03177116693295868
Position 15993: 0.03177049410917701
Position 15074: 0.03104288436807305
Position 30431: 0.0306496135014239
Position 32899: 0.030235653025391586
Position 15712: 0.028271371964118018
Position 15905: 0.026793296116902312
Position 7335: 0.0266798340699197
Position 31155: 0.026491496527817827
Position 19985: 0.026050163793808423
Position 16802: 0.025007512502921315
Position 14958: 0.022342636488203498
Position 28512: 0.020601154176405765
Position 28370: 0.020490476028325294
Position 11546: 0.019024107443920156
Position 32176: 0.018353975788599493
Position 22704: 0.01817120121218272
Position 15268: 0.017216398006116157
Position 30399: 0.011155072335351695
Position 30592: 0.010911031086774842
Position 20259: 0.010679749145330484
Position 10174: 0.010376287014447802
Position 9476: 0.009737477756062464
Position 4742: 0.009645522862400504
Position 28894: 0.009163487285918665
Position 28702: 0.008872277340854155
Position 28959: 0.008808268152831249
Position 29190: 0.008596073881326782
Position 13205: 0.0081624208982254
Position 555: 0.0070596343012457935
Position 11636: 0.006976978270568559
Position 753: 0.00545387297506776
Position 16841: 0.005216439626905337
Position 29243: 0.0050019639380706055
Position 29072: 0.004786935769242363
Position 15194: 0.004539698199195115
Position 1703: 0.003966677830834838
