Gene = CPT2
index = 405
Annotated 5SS: [  667  4371  6001 14891]
Annotated 3SS: [ 4289  5893 13585 16834]
SMsplice 5SS: [ 667 4371 6001 7645 8167]
SMsplice 3SS: [ 4289  5893  7520  8093 13585]
top_k =  500
Partition function (log Z): 0.8102072861857286

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9488756304521896
Position 6001: 0.8865985056713781
Position 8167: 0.8050063761799062
Position 4371: 0.7791428674058829
Position 7645: 0.6444908762285971
Position 13848: 0.3624101751083857
Position 1723: 0.30154098511153143
Position 1079: 0.2678280305897341
Position 57: 0.2516709653460549
Position 22: 0.20365859789821006
Position 4391: 0.20002176346359057
Position 1385: 0.17896422013859611
Position 6142: 0.1685890213177733
Position 5414: 0.16070415308370406
Position 2139: 0.13207309602612283
Position 6005: 0.10236757555585184
Position 4731: 0.09199898274977893
Position 5283: 0.09138162626147368
Position 13872: 0.07847455188780914
Position 14891: 0.07708641320250781
Position 8456: 0.07182621538326253
Position 7677: 0.0514814821856168
Position 12056: 0.04396896686699939
Position 7539: 0.04059831838793141
Position 7711: 0.036155314967655894
Position 16388: 0.03144813516173267
Position 8288: 0.021861995239311625
Position 16395: 0.019116843553666864
Position 14822: 0.018987698267067147
Position 1039: 0.01464701394065055
Position 3039: 0.011476694327457775
Position 10742: 0.010805161167590428
Position 317: 0.0097270434081591
Position 8176: 0.009715314829871041
Position 9432: 0.008108852768588618
Position 5711: 0.006738883551295002
Position 6021: 0.006229366060971883
Position 3144: 0.0061835730506172235
Position 2482: 0.0058875799996825256
Position 9539: 0.0051471838624714845
Position 12213: 0.004823279617157804
Position 7658: 0.004012150780710424
Position 7803: 0.0036014267481567384
Position 8828: 0.003407577304856517
Position 560: 0.002870168219410396
Position 2080: 0.002555467454029403
Position 6915: 0.0022664235602291682
Position 2332: 0.0021844608275616516
Position 8127: 0.0021398972425246275
Position 1027: 0.001760699931591572
Position 71: 0.0017466068766505936
Position 14679: 0.0016939618444698906
Position 6098: 0.0015703215892348046
Position 313: 0.0012507395591496203
Position 401: 0.0011695800170811782
Position 1342: 0.001148242396804451
Position 224: 0.001064038593709783
Position 9901: 0.0008653074798326641
Position 1010: 0.000813813720085892
Position 8200: 0.0008100732497064774
Position 14035: 0.0008043359572407143
Position 412: 0.0007101120344061182
Position 1727: 0.0006272944425466844
Position 1029: 0.0006017792001633617
Position 5669: 0.0004821465863311036
Position 1558: 0.00046293132314201096
Position 3080: 0.0003877895356385705
Position 382: 0.00038401070920850193
Position 3247: 0.0003694917799817024
Position 5098: 0.00030859946751201413
Position 124: 0.00023484869772129994
Position 300: 0.00020585297315753832
Position 4628: 0.00017469449128632649
Position 518: 9.21294337291148e-05
Position 345: 9.129122317614281e-05
Position 6017: 8.172679978059323e-05
Position 90: 4.500787854463679e-05
Position 7467: 4.221661358887796e-05
Position 6055: 2.5267760911202862e-05
Position 1376: 1.9772387647925647e-05
Position 423: 1.8916420560064153e-05
