Gene = EPO
index = 501
Annotated 5SS: [ 194  904 1249 2044]
Annotated 3SS: [ 757 1161 1863 2177]
SMsplice 5SS: [ 194  904 1249 2044]
SMsplice 3SS: [ 817 1161 1956 2177]
top_k =  500
Partition function (log Z): -3.8132260911073224

Sorted 5' Splice Sites (High to Low Probability):
Position 2044: 0.9441413588657351
Position 194: 0.9375798342730964
Position 1249: 0.6797905023415176
Position 904: 0.6581937854404387
Position 2338: 0.09386589598125827
Position 1340: 0.027880442387134337
Position 569: 0.027173808795140867
Position 867: 0.020609836904187023
Position 151: 0.012091413555556567
Position 1509: 0.01096808925065466
Position 127: 0.00633442073430623
Position 2079: 0.003735510708628848
Position 434: 0.0018939410004057548
Position 584: 0.0015013131443231296
Position 579: 0.0013436300286110733
Position 331: 0.0013107360378465224
Position 277: 0.0009739751062883675
Position 2048: 0.0007274821926894908
Position 1993: 0.0006844064012503298
Position 1860: 0.0005301209256479032
Position 989: 0.0002905154485597795
Position 1219: 0.00018826452643501879
Position 198: 0.00018495583482406767
Position 545: 0.00012892335128328645
Position 187: 0.00010249202549374924
Position 645: 0.00010236649214591503
Position 285: 8.983377837528814e-05
Position 80: 8.541432385137832e-05
Position 559: 4.451539125684106e-05
Position 231: 4.133833605392543e-05
Position 679: 3.7311550695228496e-05
Position 634: 2.0521731211006863e-05
Position 419: 1.3014242926761031e-05
Position 132: 1.198993930957617e-05
Position 369: 1.0766327648665479e-05
Position 996: 7.573482908159844e-06
Position 411: 5.202941549899773e-06
Position 1942: 1.2682873343210943e-06
Position 1938: 1.0624883911098931e-06
Position 1981: 4.742715108311414e-07
Position 304: 5.442008803672175e-08
Position 442: 3.526400453676391e-08
Position 129: 2.981666371010805e-08
Position 347: 1.4354609686173812e-08
Position 397: 6.935396123097112e-09
Position 1635: 5.959792702732521e-09
Position 237: 4.84961538833951e-09
Position 1466: 2.7815420055940484e-10
Position 456: 6.94324413553739e-14
Position 450: 6.454891755195018e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.6803500047398124
Position 1161: 0.5983844055803719
Position 817: 0.45211998860805647
Position 1956: 0.3780912861789285
Position 1863: 0.34126171258341526
Position 2152: 0.23951846200348534
Position 1932: 0.14627735853038093
Position 851: 0.10996940262951546
Position 1915: 0.07052826303086378
Position 1071: 0.06307916366556734
Position 2465: 0.04523115271609245
Position 757: 0.04296562992114448
Position 2180: 0.03398058998241091
Position 456: 0.02588615235947226
Position 2199: 0.024268585970314907
Position 2433: 0.01914930010192565
Position 655: 0.01699388539470256
Position 1184: 0.016707858275015346
Position 1033: 0.016701048994214873
Position 2697: 0.013635684370872366
Position 739: 0.011862551652153618
Position 708: 0.01079677142245964
Position 1784: 0.008612959824018752
Position 2745: 0.007959327925760946
Position 1112: 0.007578129374639405
Position 1400: 0.006124977811256526
Position 2652: 0.0052176196032665744
Position 1847: 0.004595536530155239
Position 1974: 0.003237259027447242
Position 2485: 0.0030386372460071342
Position 2596: 0.0029119484752822716
Position 2590: 0.0028566294580097576
Position 1875: 0.002385912107007458
Position 1286: 0.002071907374065204
Position 1210: 0.001869213637471322
Position 514: 0.0014473126553187193
Position 1319: 0.0012161411137788566
Position 2885: 0.0011500999725576474
Position 537: 0.0010262885377435008
Position 601: 0.0009832068546053259
Position 1378: 0.0008585278831241856
Position 2855: 0.00062650449337624
Position 2560: 0.0005899131608613446
Position 2423: 0.0005867403302733951
Position 2288: 0.0005007649620164173
Position 2211: 0.0004428117992565061
Position 2438: 0.0004384347366513002
Position 1990: 0.0004231428881964947
Position 2722: 0.00036748080778187063
Position 1756: 0.00035250992570236246
