Gene = SPRR2F
index = 1322
Annotated 5SS: [42]
Annotated 3SS: [762]
SMsplice 5SS: [42]
SMsplice 3SS: [762]
top_k =  500
Partition function (log Z): -7.666242479599139

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.9657710233340607
Position 612: 0.10996779502631723
Position 446: 0.058360717569096277
Position 349: 0.026291952826186342
Position 461: 0.020192876854766385
Position 690: 0.015811161065710344
Position 593: 0.009458046515050682
Position 243: 0.0022701155913095977
Position 9: 0.0013004877475152994
Position 333: 0.0009099698894840321
Position 112: 0.0007130818059273459
Position 351: 0.0003283615647446771
Position 648: 0.00026201112262277373
Position 289: 0.0002539340817127257
Position 87: 0.0001723694345932253
Position 117: 0.00014179506980463568
Position 997: 0.00014168100886675298
Position 473: 0.00014100784923432304
Position 218: 8.651566589127691e-05
Position 901: 8.33790910262061e-05
Position 137: 8.202391664270714e-05
Position 223: 7.126937422573785e-05
Position 874: 7.042890818706594e-05
Position 388: 5.634736993242668e-05
Position 247: 5.027361711676807e-05
Position 211: 3.6592913447966285e-05
Position 521: 3.550464648507332e-05
Position 75: 3.3640802046483525e-05
Position 494: 3.322320285110059e-05
Position 847: 3.028936470638026e-05
Position 318: 1.0257434681878593e-05
Position 46: 8.726234027886806e-06
Position 606: 8.638879888970782e-06
Position 830: 7.262609866352242e-06
Position 156: 1.003037688224042e-06
Position 225: 8.417578831754904e-07
Position 68: 6.546635739556328e-07
Position 390: 4.940744742168511e-07
Position 339: 3.8925784897490846e-07
Position 378: 3.128466953118927e-07
Position 398: 1.8427768509517847e-07
Position 60: 1.3465700094342669e-07
Position 320: 1.1475686721538335e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 762: 0.7982603465777955
Position 332: 0.18201806762283854
Position 534: 0.13370804831906521
Position 722: 0.020825673502397373
Position 378: 0.014493092044855382
Position 506: 0.009085613415120873
Position 491: 0.007594939800320335
Position 796: 0.007042578483358066
Position 973: 0.005928333588447427
Position 348: 0.0053264387198895344
Position 423: 0.004101425095946963
Position 799: 0.0038551783277668127
Position 1062: 0.002720384382086219
Position 200: 0.002651062028452778
Position 1198: 0.002377598051066536
Position 211: 0.0018834711511709352
Position 1124: 0.0018520952813485144
Position 345: 0.0013658813991776608
Position 1175: 0.0008939980780981216
Position 216: 0.0006967764404974751
Position 847: 0.0006178736055966981
Position 108: 0.0005939660867547318
Position 667: 0.0005179222989480403
Position 910: 0.0003964811437300433
Position 802: 0.00038739354292349255
Position 925: 0.0003678427565500339
Position 874: 0.000317410381582202
Position 156: 0.0003157571726286983
Position 171: 0.00031417239189212307
Position 928: 0.0002986618428649108
Position 1155: 0.00027059804643145215
Position 1087: 0.00024118496000031115
Position 901: 0.00021909412633465587
Position 536: 0.00018929479428975637
Position 275: 0.00015553902057980113
Position 1349: 0.0001479742193308892
Position 1380: 0.0001400595063686223
Position 701: 0.00011526394158913065
Position 1284: 0.00010480508612556959
Position 238: 9.924370976913309e-05
Position 780: 7.413224464476262e-05
Position 563: 7.009838757035064e-05
Position 582: 6.79006672359217e-05
Position 606: 4.9295830917292635e-05
Position 1161: 4.828907481029086e-05
Position 1204: 3.5017665707620356e-05
Position 991: 3.241844211486423e-05
Position 1019: 3.1012998486583176e-05
Position 770: 2.8841607248081613e-05
Position 979: 2.5592341657272835e-05
Position 993: 2.3552831463995393e-05
Position 854: 2.3387314998040948e-05
Position 1235: 2.1898950319628843e-05
Position 436: 2.1415032306027825e-05
Position 777: 2.085885252720361e-05
Position 243: 1.7616906636547547e-05
Position 820: 1.5252112057579611e-05
Position 637: 1.495125308141567e-05
Position 272: 1.4029330300062397e-05
Position 1095: 1.2140009549448676e-05
Position 646: 1.0152788924025492e-05
Position 937: 9.06960073710066e-06
Position 112: 7.287880730347977e-06
Position 593: 6.7355671985841065e-06
Position 1036: 5.757885886871924e-06
Position 1105: 5.692854172648837e-06
Position 1242: 4.291479669163561e-06
Position 218: 2.878600829448918e-06
Position 454: 1.956279192107727e-06
Position 442: 1.720091162924694e-06
Position 177: 1.0464265865458189e-06
Position 240: 6.95835515892205e-07
Position 289: 9.830180013848943e-08
Position 259: 7.831684304775213e-08
Position 222: 5.6648423679314764e-08
Position 355: 1.3784040492940686e-08
Position 247: 1.1361622494145696e-09
Position 179: 4.6193105550536917e-10
Position 252: 3.382057882720624e-10
