Gene = IL33
index = 694
Annotated 5SS: [  104  8918  9584 11310 11921 12872]
Annotated 3SS: [ 8791  9457 11183 11869 12779 14285]
SMsplice 5SS: [  104 11310 12872]
SMsplice 3SS: [11183 12779 14285]
top_k =  500
Partition function (log Z): -8.052285272287076

Sorted 5' Splice Sites (High to Low Probability):
Position 104: 0.9939008564096001
Position 12872: 0.8783101716833936
Position 11310: 0.6271214199106852
Position 6765: 0.4319429757888569
Position 8918: 0.3973397069279969
Position 11921: 0.39032523707758376
Position 9584: 0.35288315470787013
Position 12052: 0.15191030553526771
Position 1571: 0.06962256817005279
Position 12319: 0.04664306740698305
Position 12294: 0.044490999654578436
Position 3030: 0.03748257381843218
Position 6402: 0.035901973426330475
Position 14567: 0.03488185212216338
Position 879: 0.017953837103905586
Position 13517: 0.01559204498989213
Position 9625: 0.009200206214975571
Position 6874: 0.006879084496331266
Position 13607: 0.006168313493762986
Position 15086: 0.006070183005201357
Position 2914: 0.00447992537403921
Position 620: 0.00439996667973978
Position 11539: 0.004397516496450287
Position 2026: 0.00438151955727117
Position 9659: 0.003801390697069922
Position 3999: 0.003452291871972621
Position 2910: 0.0020749382511202788
Position 1189: 0.0020682316450586443
Position 2851: 0.0015488800722706622
Position 2865: 0.0013246973345591457
Position 3379: 0.000898850177413474
Position 2933: 0.0008947690536367149
Position 4037: 0.000883391270347138
Position 6161: 0.00086416305573276
Position 1239: 0.0008538518466172215
Position 3941: 0.0008195109305739827
Position 2720: 0.0006307782134738042
Position 3230: 0.0006256080468453153
Position 5276: 0.0005739653817766133
Position 3478: 0.0005628744080403909
Position 9530: 0.0002724368569171875
Position 247: 0.00013793141685655434
Position 116: 3.8245766485551696e-05
Position 462: 3.429881043215615e-05
Position 1344: 3.364020993395809e-05
Position 1559: 1.2468338895971153e-05
Position 1360: 1.1958321507228214e-05
Position 856: 6.552430387788122e-06
Position 2399: 5.2695435428708675e-06
Position 2461: 3.5577462231512525e-06
Position 503: 3.1089549263520866e-06
Position 30: 1.94491402576238e-06
Position 1585: 1.7653967684662368e-06
Position 582: 1.6901851001549764e-06
Position 845: 8.725769886876825e-07
Position 996: 6.157454417364715e-07
Position 1083: 4.958427776202249e-07
Position 1112: 4.586061063549578e-07
Position 2483: 4.366580405275151e-07
Position 866: 4.3552684667426885e-07
Position 2374: 4.135317604156837e-07
Position 345: 3.909562941678933e-07
Position 1875: 3.5490087734665955e-07
Position 2081: 3.345709361569914e-07
Position 1015: 2.557841513579033e-07
Position 2475: 2.520333420878524e-07
Position 60: 2.2463023660265367e-07
Position 1128: 1.8997669252991747e-07
Position 1799: 1.8190773025058018e-07
Position 352: 9.882355788105476e-08
Position 129: 9.855696465551099e-08
Position 87: 7.759970295048832e-08
Position 1575: 7.541512021714762e-08
Position 265: 7.422696335787946e-08
Position 500: 5.981788897125277e-08
Position 653: 4.6802972753821805e-08
Position 1251: 3.327107942429285e-08
Position 89: 3.091343839817893e-08
Position 514: 2.7214746453698214e-08
Position 175: 2.243659190247429e-08
Position 517: 1.092432392411291e-08
Position 151: 4.428135075570621e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12779: 0.9054991402154201
Position 11183: 0.6271214199106854
Position 14285: 0.5341055895319016
Position 11869: 0.41867500108577077
Position 6588: 0.41384840343457063
Position 9457: 0.3669070705752694
Position 12007: 0.23602543125865785
Position 8729: 0.19113896693812846
Position 8791: 0.1569948685407073
Position 13266: 0.11346622177506967
Position 15754: 0.06572370779693187
Position 1457: 0.049244302161251946
Position 8663: 0.0492058714491611
Position 15343: 0.0351605301159849
Position 2674: 0.034856984215788644
Position 14777: 0.03361912180209419
Position 12183: 0.030533099029334293
Position 6584: 0.024118651166895797
Position 14471: 0.021879588310612246
Position 13449: 0.018393650760196983
Position 12972: 0.01766701602998799
Position 13037: 0.01737030212739458
Position 14652: 0.016929046911585824
Position 800: 0.01648934939284595
Position 15589: 0.015924417146660652
Position 15499: 0.014761944211842671
Position 13101: 0.014491354136082109
Position 6249: 0.013947216517043741
Position 1421: 0.012197560428365955
Position 2756: 0.011778078137074205
Position 15318: 0.01143790687456625
Position 6203: 0.010031484275943256
Position 13795: 0.00914101520016348
Position 14430: 0.008216032556878881
Position 6328: 0.007909446803678423
Position 11453: 0.006412774325097882
Position 14899: 0.006062179467878569
Position 13903: 0.005033920393613239
Position 3825: 0.004969582734766368
Position 13098: 0.00457511191237509
Position 1144: 0.003415278697865228
Position 6066: 0.002508920900016667
Position 13104: 0.0024804238491111866
Position 2944: 0.002442008482185247
Position 15821: 0.0023706579191553573
Position 6306: 0.0018649966928713888
Position 14486: 0.0017068948316790549
Position 13286: 0.0016951676399548522
Position 1717: 0.0016738679360908902
Position 6818: 0.0015613651752466014
Position 1699: 0.0014588452048646592
Position 13083: 0.0013993518643993898
Position 773: 0.001303135303905556
Position 3354: 0.0011629266093361695
Position 492: 0.001013658940863072
Position 10018: 0.0010002971961483088
Position 1486: 0.0009631509234758857
Position 12947: 0.0009393248295227036
Position 509: 0.0009099420340937155
Position 644: 0.0008568172880665895
Position 6265: 0.0008281124123003201
Position 996: 0.0007870936044663799
Position 13004: 0.0006634432291859559
Position 11482: 0.0005613828574000724
Position 1342: 0.000525462793917587
Position 1854: 0.0004739084416128931
Position 13190: 0.0003710416895994173
Position 1460: 0.00037030682969269426
Position 5099: 0.00036503711307103216
Position 6765: 0.00036262008161935973
Position 3040: 0.0003624252513779607
Position 3100: 0.0002964199698486179
Position 3018: 0.0002681660011768358
Position 1857: 0.00025550326965483874
Position 3268: 0.0002503462622635569
Position 446: 0.00024357192920420318
Position 12097: 0.00023814026294011079
Position 3765: 0.00022981377028007179
Position 461: 0.00022484514978514443
Position 10597: 0.00022121090756115723
Position 1497: 0.00021717232063832247
Position 5219: 0.00020892826870558113
Position 1651: 0.00019442399887813973
Position 1071: 0.00017228237268456116
Position 1926: 0.00017130376232242972
Position 882: 0.00015852684987424285
Position 3290: 0.0001543707639356586
Position 2616: 0.00014267280646291348
Position 3293: 9.345834882521024e-05
Position 6911: 9.290524170608965e-05
Position 1909: 8.740848357480025e-05
Position 1874: 6.501440067532865e-05
Position 1152: 6.363913283452726e-05
Position 370: 5.5023971503059855e-05
Position 737: 5.477624872118627e-05
Position 1773: 5.449195751917027e-05
Position 601: 5.378316977243671e-05
Position 916: 4.407393958634205e-05
Position 6088: 2.316310550062877e-05
Position 6438: 2.2480321064976175e-05
Position 3377: 2.242299903953385e-05
Position 2230: 1.649275613421941e-05
Position 2395: 1.1685235877733375e-05
Position 2140: 1.0820949486135957e-05
Position 2302: 8.929172902241837e-06
Position 2268: 8.56765351435686e-06
Position 2499: 7.43963876996952e-06
Position 900: 3.895462298922228e-06
Position 759: 1.8748834502680022e-06
Position 1364: 1.5047067764735767e-06
Position 1201: 1.4043950494412616e-06
Position 2788: 1.1418243502802612e-06
Position 1508: 1.0466743987232094e-06
Position 785: 8.337113735859812e-07
Position 208: 7.993693577774074e-07
Position 703: 7.793136524255143e-07
Position 1008: 7.684900127140548e-07
Position 1033: 7.142867388845213e-07
Position 1695: 6.485958427293627e-07
Position 1225: 6.10050863847585e-07
Position 1790: 5.713438449075488e-07
Position 1529: 4.847876627201598e-07
Position 831: 4.7153397639397404e-07
Position 1505: 4.403235116268106e-07
Position 3925: 4.299763725636413e-07
Position 1376: 4.072513907760109e-07
Position 1991: 3.9223273565828556e-07
Position 352: 3.630025631937655e-07
Position 316: 3.59362831743153e-07
Position 1950: 3.292011941011387e-07
Position 582: 3.127770952300453e-07
Position 1270: 2.9444167524916853e-07
Position 458: 2.893851244962022e-07
Position 710: 2.6741435762725883e-07
Position 1936: 2.5905882660837016e-07
Position 542: 2.2515992012462135e-07
Position 1259: 1.9807199522064233e-07
Position 1859: 1.9455209502181656e-07
Position 1110: 1.8105065088276895e-07
Position 1074: 1.5181713014722328e-07
Position 1550: 1.497570428251642e-07
Position 1538: 1.314738383633746e-07
Position 1974: 1.143372992189742e-07
Position 973: 1.1034183512333098e-07
Position 1248: 6.38057340829277e-08
Position 1037: 6.338779212569074e-08
Position 1053: 5.802844082688549e-08
Position 286: 4.653771148149783e-08
Position 545: 3.851550522375276e-08
Position 851: 3.464297845306506e-08
Position 1127: 3.143092344051855e-08
Position 260: 3.053566087824489e-08
Position 854: 2.7613067224517817e-08
Position 653: 1.6217788370682068e-08
Position 1125: 1.1628431853002711e-08
Position 547: 9.412506894476236e-09
Position 257: 7.859236953025985e-09
Position 555: 5.758414617206641e-10
Position 615: 5.524220376057082e-10
Position 320: 4.5925481469933984e-10
Position 1193: 4.283585760968383e-10
Position 658: 2.7680465983114265e-10
Position 245: 2.7403943013530887e-10
Position 835: 2.2078794052530696e-10
Position 669: 1.8565117092060484e-10
Position 231: 7.076684690370486e-11
Position 216: 4.759974444500586e-11
Position 326: 3.972983209231587e-11
Position 233: 1.4146630634183122e-11
Position 561: 1.1353012572270184e-11
Position 862: 7.645123008136995e-12
Position 2015: 5.671863926997766e-12
