Gene = TATDN3
index = 1377
Annotated 5SS: [  160  3300  4763  5369 10936 12602 12824 16021 20501]
Annotated 3SS: [ 3266  4688  5283 10872 12491 12767 15907 20419 23184]
SMsplice 5SS: [  160  4763  5369  9045 12602 12824 16021 20501]
SMsplice 3SS: [ 4688  5283  8888 12491 12710 15907 20419 23184]
top_k =  500
Partition function (log Z): -0.2648307311089808

Sorted 5' Splice Sites (High to Low Probability):
Position 16021: 0.9999699123130659
Position 20501: 0.9198833953746296
Position 4763: 0.9198639661124814
Position 12602: 0.7949674597831473
Position 12824: 0.7926637867711296
Position 5369: 0.7469297096400036
Position 160: 0.6779948301905745
Position 9045: 0.6112564179034449
Position 3300: 0.524492555006964
Position 10936: 0.3198442328221601
Position 362: 0.3058544294483066
Position 21619: 0.2429168571978611
Position 9053: 0.23031815345469467
Position 10289: 0.20590346815866825
Position 14087: 0.14564350625996586
Position 21202: 0.1355500056426636
Position 7261: 0.11928108577618114
Position 14083: 0.09797931121148847
Position 10206: 0.08900513173201317
Position 13990: 0.07532137282834567
Position 8441: 0.05935544440718747
Position 1154: 0.04827320018311259
Position 11219: 0.04592796476499118
Position 8247: 0.039256037999228346
Position 1819: 0.03862511501283992
Position 3408: 0.038279989085406224
Position 23236: 0.03185417962390153
Position 1311: 0.03026194906342859
Position 12606: 0.02738259940045006
Position 109: 0.026819715342947806
Position 13978: 0.025758373253871408
Position 4350: 0.023612215766356037
Position 14073: 0.021708149577693524
Position 10703: 0.021588926541461804
Position 23185: 0.0207907221016004
Position 8240: 0.019215910215700013
Position 1874: 0.01642643951244408
Position 13936: 0.01610067594985613
Position 1528: 0.015650703590300057
Position 8654: 0.015182212003983751
Position 21471: 0.013537838861399266
Position 164: 0.012882372372751943
Position 9000: 0.011956432596970866
Position 7507: 0.011514078418041513
Position 10709: 0.01108349972174716
Position 971: 0.010139694288668262
Position 7606: 0.009755271492844825
Position 5556: 0.008953017373849181
Position 12971: 0.00852843991828269
Position 784: 0.008145597609030962
Position 1291: 0.008003984227557659
Position 5928: 0.007903264473023898
