Gene = SPATA31D3
index = 1302
Annotated 5SS: [ 272 1074 1733 5757]
Annotated 3SS: [ 1027  1671  2046 50920]
SMsplice 5SS: [  272 15891 21658 34369 35330 42688 44115]
SMsplice 3SS: [15662 21574 34082 35245 42588 44035 44195]
top_k =  500
Partition function (log Z): -28.752115333906016

Sorted 5' Splice Sites (High to Low Probability):
Position 272: 0.9364731469156459
Position 1947: 0.6861174048499359
Position 2138: 0.5043191146432241
Position 1733: 0.4994319050319799
Position 1074: 0.22572675964144975
Position 544: 0.1908201060589213
Position 3791: 0.0740124632270315
Position 6941: 0.06009136735434397
Position 1422: 0.05444961508225704
Position 7689: 0.05195679664378696
Position 1966: 0.01953951310834174
Position 989: 0.008495674365045435
Position 183: 0.008393180668716404
Position 526: 0.007735343867394267
Position 8375: 0.006888215125972794
Position 354: 0.006213789292519272
Position 7907: 0.005816665112088267
Position 282: 0.003439932951876126
Position 6626: 0.002567101659071535
Position 29: 0.002478986527361076
Position 221: 0.0023345224315013575
Position 672: 0.00112571113689129
Position 5686: 0.0009808703971660939
Position 187: 0.0006664556944574408
Position 286: 0.0006555958322672621
Position 457: 0.0006033293818600706
Position 1106: 0.0004837686422068058
Position 424: 0.00040338577301078556
Position 735: 0.00039397904849811273
Position 1288: 0.0002904774124525493
Position 1158: 0.00023541371559030838
Position 1342: 0.00023135658253771
Position 1927: 0.0002188019102515777
Position 1922: 0.0002165776158390253
Position 1384: 0.00018061903200285964
Position 1477: 6.566017646406895e-05
Position 809: 3.494899266492829e-05
Position 1079: 3.0615428749915966e-05
Position 1447: 3.0083943865578604e-05
Position 1275: 2.6087409055205255e-05
Position 205: 2.084168020581013e-05
Position 150: 1.980513494720618e-05
Position 193: 1.3941101504735871e-05
Position 435: 1.206312955305934e-05
Position 5587: 7.737958844899259e-06
Position 358: 3.4768967037738655e-06
Position 20: 3.466514455277554e-06
Position 7: 2.927010555377828e-06
Position 349: 2.615093703835369e-06
Position 316: 8.525655816114075e-07
Position 232: 7.750140506254173e-07
Position 49: 7.499350701392882e-07
Position 56: 4.558801742662909e-08
Position 196: 3.25061091286385e-08
Position 211: 2.4526367507251046e-08
Position 441: 1.452959595952472e-08
Position 310: 9.926106524722097e-09
Position 384: 9.023526740306908e-09
Position 467: 1.548523945723742e-09
Position 102: 1.779805566163513e-10
Position 654: 1.5231749788620061e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.6395376014879869
Position 2046: 0.5179734597959731
Position 1837: 0.5091900256264377
Position 7602: 0.18758131737919545
Position 423: 0.17885701841123516
Position 1027: 0.15956174022977387
Position 8270: 0.12546968981400786
Position 6370: 0.10913103351549654
