Gene = CAAP1
index = 270
Annotated 5SS: [  392  5492  6701  7995 31739]
Annotated 3SS: [ 5290  6615  7918 31664 50156]
SMsplice 5SS: [  392  5230  5492  6701  7995 23397 24055 28597 31739]
SMsplice 3SS: [ 5081  5339  6615  7918 23300 23870 28472 31664 50156]
top_k =  500
Partition function (log Z): -20.04213383171844

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9882608539907274
Position 7995: 0.9820954823256053
Position 6701: 0.8259554884592645
Position 5492: 0.7240403088985836
Position 4530: 0.5306246935346803
Position 5230: 0.47314960033418013
Position 6479: 0.3847989803448533
Position 5218: 0.28970698338465123
Position 6516: 0.20753285772835003
Position 5393: 0.10350583388942326
Position 8328: 0.07318201656848546
Position 6768: 0.06799071066505018
Position 6922: 0.06738782568977646
Position 2603: 0.06736059941521924
Position 4862: 0.06084028355891497
Position 5849: 0.048180553077646536
Position 4592: 0.015716584166658706
Position 2559: 0.011481299871488654
Position 546: 0.009850005706604022
Position 7365: 0.00817279675846856
Position 5361: 0.006951434480029275
Position 10439: 0.005639047928835731
Position 4866: 0.0052132135019359324
Position 8436: 0.004742041253878229
Position 3671: 0.004686560625528098
Position 9784: 0.004073175037663545
Position 10284: 0.0038675759203798702
Position 8771: 0.00340619762570285
Position 6141: 0.003281483019333221
Position 6483: 0.0030045428169536304
Position 2121: 0.0029320602700529373
Position 4423: 0.0018666224369263426
Position 10087: 0.001823985962583356
Position 5851: 0.0016621193181526493
Position 9980: 0.001530462152579368
Position 957: 0.0014342058184364957
Position 7307: 0.0013366827678136471
Position 506: 0.0011913096153122493
Position 1183: 0.0011788104719663642
Position 5834: 0.0010886362227504327
Position 1158: 0.001014864663370631
Position 10341: 0.0008627127751574628
Position 4349: 0.0007305505328796438
Position 2517: 0.0006938671799568831
Position 3650: 0.0006564354834486507
Position 5122: 0.0005976695849112123
Position 6393: 0.0005209813112558735
Position 2838: 0.0005129139887810064
Position 4773: 0.00048694837793371125
Position 7991: 0.0004656306306537588
Position 6261: 0.00046243748373564226
Position 396: 0.00046180779622032617
Position 3606: 0.00045562545918210215
Position 2511: 0.0004518646626503513
Position 1781: 0.00044040758806325605
Position 4478: 0.0004398322964585524
Position 4086: 0.0004397736012172471
Position 7497: 0.0004299972223283096
Position 3310: 0.0003860485440104381
Position 5234: 0.00035618099414842227
Position 5252: 0.0002938604001146439
Position 7987: 0.00011558342693536536
Position 1831: 9.833355199313025e-05
Position 3081: 8.433447459210838e-05
Position 242: 8.220646472716145e-05
Position 2757: 7.852362789743106e-05
Position 2697: 7.419060012626401e-05
Position 288: 6.569254068449961e-05
Position 1298: 6.361993727355971e-05
Position 5225: 5.848790578914558e-05
Position 2275: 5.335454037044038e-05
Position 1487: 5.270033520175924e-05
Position 2784: 4.781740719288253e-05
Position 1658: 4.267904049326343e-05
Position 4596: 4.1442161477522564e-05
Position 3212: 3.750881899525818e-05
Position 2653: 3.470749514025619e-05
Position 3305: 3.020126322751858e-05
Position 2608: 2.677576836468936e-05
Position 1220: 2.437463703521347e-05
Position 8854: 2.430252502342539e-05
Position 4051: 2.2902759639370333e-05
Position 354: 1.2375447778446938e-05
Position 1717: 1.0563508339262762e-05
Position 173: 1.0212605720706355e-05
Position 842: 8.338344158152205e-06
Position 522: 7.81584605181694e-06
Position 1060: 7.564650039941523e-06
Position 2303: 3.2568922518426488e-06
Position 1732: 3.2543595447003484e-06
Position 9344: 2.667039458983218e-06
Position 2150: 2.5843559820705485e-06
Position 1399: 2.520834144973123e-06
Position 1937: 2.3743982553266055e-06
Position 1212: 2.1445633433978623e-06
Position 103: 1.5022385757684197e-06
Position 39: 1.3068877847028473e-06
Position 252: 8.744511755643751e-07
Position 135: 8.528624841420187e-07
Position 181: 8.109900945078812e-07
Position 72: 4.905689484103971e-07
Position 509: 3.23050388710277e-07
Position 756: 2.3254778005208484e-07
Position 3269: 1.0928991452646837e-07
Position 445: 8.206421980962707e-08
Position 28: 6.89195259746154e-08
Position 371: 5.436600566321994e-08
Position 129: 4.624327368497586e-08
Position 306: 3.7387335755171424e-08
Position 922: 3.433314138673903e-08
Position 276: 2.803387613241365e-08
Position 798: 2.73897036118185e-08
Position 198: 1.730599061428033e-08
Position 540: 1.452291205041824e-08
Position 815: 1.4082623199477973e-08
Position 747: 8.58184042898806e-09
Position 823: 6.858931792354041e-09
Position 590: 5.91265240134289e-09
Position 3: 2.779001368215718e-09
Position 323: 1.2107949989669408e-09
Position 659: 6.717500207887936e-10
Position 270: 6.544742770812931e-10
Position 278: 4.3520562958735326e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6615: 0.9249182896781348
Position 5081: 0.7452060682809233
Position 7918: 0.5850703314633277
Position 6233: 0.4828356851179139
Position 5290: 0.47482257897525243
Position 4379: 0.4075386489022908
Position 5339: 0.315869424700552
Position 7901: 0.23875069598650042
Position 7887: 0.1607788864814974
Position 18406: 0.1389684256273111
Position 10155: 0.11234142121498192
Position 10025: 0.09082872121244435
Position 17394: 0.08606306608743629
Position 8219: 0.0680874324631174
Position 10494: 0.06557653453309828
Position 6393: 0.06317269833430057
Position 4308: 0.06296774194222379
Position 10340: 0.05251366082895481
Position 2440: 0.0501791045254759
Position 18002: 0.04487809796091571
Position 17890: 0.042343272279015166
Position 5595: 0.041736593491982915
Position 10751: 0.032903294897766645
Position 4696: 0.030739111550875498
Position 17975: 0.030107244700689068
Position 5324: 0.029587995810203167
Position 8185: 0.02880544706301742
Position 6377: 0.028555858277927344
Position 13149: 0.02503089347614856
Position 10315: 0.024461345047632914
Position 4628: 0.02364755563273176
Position 13554: 0.021915070689074497
Position 4454: 0.021040387312500852
Position 4230: 0.02059981932751254
Position 14407: 0.01936082606243371
Position 11862: 0.018706530257498116
Position 6429: 0.018083795488575156
Position 9698: 0.017865211446174825
Position 2436: 0.017154786739987545
Position 18604: 0.016758373685375826
Position 10767: 0.01674693439419918
Position 6906: 0.012476931363937025
Position 4448: 0.01241445195517344
Position 6820: 0.011538512727428183
