Gene = MORN5
index = 855
Annotated 5SS: [  109  7005  9846 14717]
Annotated 3SS: [ 6856  9733 14584 39973]
SMsplice 5SS: [  109  9846 14717]
SMsplice 3SS: [ 9733 14584 39973]
top_k =  500
Partition function (log Z): -12.998788267475483

Sorted 5' Splice Sites (High to Low Probability):
Position 9846: 0.9999892866910866
Position 109: 0.9863127944251936
Position 14717: 0.7978059192681592
Position 3242: 0.4832269960644245
Position 7005: 0.4292911941630615
Position 11784: 0.2859429226275058
Position 1516: 0.21774336076546896
Position 11417: 0.18777295738184277
Position 10910: 0.17911214140319554
Position 20077: 0.17781094243938517
Position 3452: 0.14277867077675316
Position 16754: 0.1299931759947312
Position 5908: 0.11314746700602978
Position 3604: 0.08437873007772959
Position 3599: 0.06177875757460317
Position 20027: 0.05057839070709373
Position 5199: 0.035851658748572185
Position 20007: 0.03424738428308076
Position 11400: 0.03417476264840586
Position 1466: 0.034135160580095095
Position 3397: 0.031264342056757745
Position 4737: 0.029726607169490975
Position 14585: 0.02653184176788676
Position 12700: 0.02467813851814559
Position 12757: 0.022120799845266197
Position 1105: 0.020976120614662905
Position 2561: 0.019802834123295844
Position 16658: 0.019328014749979378
Position 3632: 0.019099244997319107
Position 5176: 0.01592196408680581
Position 4148: 0.015321256552753439
Position 19510: 0.012313931555650762
Position 8738: 0.011452990995292248
Position 5912: 0.011006284708153635
Position 8759: 0.010045088267427487
Position 3854: 0.008010555376482187
Position 7777: 0.007895157531242277
Position 6390: 0.006067319154241182
Position 10905: 0.004357438361982471
Position 14766: 0.003785898777524886
Position 3005: 0.0033576456760130774
Position 1847: 0.0032063421651302285
Position 222: 0.0030690370860678687
Position 2339: 0.002982415525321324
Position 2498: 0.0027751358456526297
Position 451: 0.0025377369569139748
Position 17053: 0.0024933043444652367
Position 14910: 0.002299255453165792
Position 17082: 0.002108547694141879
Position 11: 0.0020428687782417685
Position 11404: 0.0015998540303762245
Position 3053: 0.0015700748254916413
Position 1475: 0.0014544841091252761
Position 12785: 0.001398711350994536
Position 1303: 0.0012750481151489748
Position 3148: 0.0010901309741572867
Position 4162: 0.0008534845120787264
Position 5981: 0.0008050643949451777
Position 3466: 0.0007844630464676369
Position 13886: 0.0007553332535069203
Position 2749: 0.0007420314979760334
Position 847: 0.0006671002931097132
Position 1392: 0.0005957259935181593
Position 1529: 0.0005893687174756435
Position 1730: 0.0004620919093215342
Position 1536: 0.00040236647318011193
Position 1560: 0.00028966222045385926
Position 2187: 0.00028207493339684126
Position 3074: 0.00024922583913115584
Position 2697: 0.0002194167775511515
Position 1823: 0.00018262770236357023
Position 1013: 0.00014945364676401308
Position 1073: 9.151194444645899e-05
Position 292: 8.110373945118553e-05
Position 3303: 7.101584967153656e-05
Position 98: 5.57939127477349e-05
Position 294: 5.2425777707888825e-05
Position 67: 5.2026486443788956e-05
Position 311: 5.161583324518478e-05
Position 313: 4.950581979822892e-05
Position 1329: 4.847239094558191e-05
Position 582: 4.738326964045069e-05
Position 309: 4.3478544989696695e-05
Position 942: 4.1204084784550495e-05
Position 1144: 3.7806313113331856e-05
Position 985: 2.925109863387343e-05
Position 1353: 2.6305299143044408e-05
Position 406: 2.1852597965189866e-05
Position 1236: 2.1478488239184125e-05
Position 831: 1.6000373493266377e-05
Position 921: 9.283547783920225e-06
Position 1307: 7.0339295393127265e-06
Position 1267: 6.7856593142207526e-06
Position 1001: 6.500203592175632e-06
Position 1293: 6.324845353221957e-06
Position 1904: 1.2289371600116358e-06
Position 1652: 1.215009121081864e-06
Position 596: 5.366920715785742e-07
Position 593: 5.202603249793779e-07
Position 515: 5.094870147846024e-07
Position 2306: 4.2671355742112665e-07
Position 296: 4.035266864002729e-07
Position 315: 3.566673909706903e-07
Position 427: 2.5490053406207774e-07
Position 298: 6.403003831018388e-08
Position 535: 5.928601337812992e-08
Position 317: 3.2023494760709166e-08
Position 151: 2.111364275702126e-08
Position 3: 1.4018023178085179e-08
Position 385: 7.701316675232532e-09
Position 193: 8.44026330251983e-10
Position 397: 6.383634729129378e-10
Position 362: 1.8205935128431757e-10
Position 614: 2.4800052813958927e-12
Position 330: 1.4982831780887776e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9733: 0.9965760525270245
Position 14584: 0.7943214317083158
Position 19909: 0.7207256971686686
Position 6856: 0.4280875251036754
Position 3004: 0.4236157153413322
Position 24843: 0.3741628730454978
Position 3349: 0.22395188968395127
Position 1465: 0.19553992526807826
Position 16619: 0.16693186408642144
Position 5806: 0.12161684562281004
Position 11273: 0.11152926104481355
Position 3387: 0.11116429042101349
Position 11276: 0.10513940252174662
Position 11480: 0.09883896839444208
Position 11598: 0.07318928365164952
Position 17990: 0.05836257386483201
Position 1203: 0.05143143967849124
Position 11558: 0.050899216648975856
Position 10754: 0.0503459794673055
Position 10627: 0.05022661194786139
Position 23688: 0.048913888002282815
Position 3196: 0.04841895260021738
Position 10715: 0.041463480093204906
Position 14277: 0.03912828451638576
Position 5034: 0.03802634214478515
Position 11521: 0.030216573625842305
Position 10672: 0.026844577600185947
Position 11631: 0.025312815607019964
Position 4523: 0.02402930248513744
Position 12645: 0.02249740044057156
Position 8597: 0.021498079262719755
Position 2458: 0.016227390976252816
Position 3995: 0.016174741064832163
Position 20254: 0.014647632988529839
Position 10788: 0.01367541624319694
Position 12699: 0.013329679324336405
Position 12560: 0.012632118986907059
Position 5069: 0.01256125506085237
Position 19442: 0.012313931555650741
Position 22263: 0.011050113296284348
Position 724: 0.008594161005520864
Position 7658: 0.007895157531242277
Position 11649: 0.007785501986552406
Position 890: 0.007670415079088425
Position 3147: 0.006634393434218707
Position 3528: 0.005921503264843413
Position 4686: 0.005697304684353548
Position 19774: 0.005638479023129755
Position 2852: 0.005087521697124612
Position 11385: 0.004679389344212095
Position 6264: 0.0036622061679721205
Position 9638: 0.003422475461384387
Position 5761: 0.0033419704863184058
Position 2427: 0.0029011934564776107
Position 3504: 0.0027598932219800583
Position 20749: 0.0027496876745583413
Position 3193: 0.002484991138947627
Position 6201: 0.002405112986269062
Position 1362: 0.002167964875773214
Position 14294: 0.0021238855539018843
Position 3651: 0.0020062350677221143
Position 13811: 0.0019924090566504926
Position 1443: 0.0018002738614285132
Position 1774: 0.0017544973570472863
Position 2369: 0.0017044367968058363
Position 2875: 0.00167162668023626
Position 2163: 0.0016236163272550252
Position 20276: 0.0015978581563134992
Position 2126: 0.0012522859072438947
Position 11944: 0.001209761392506688
Position 5119: 0.0011860256297404777
Position 6958: 0.0011580490059387907
Position 17413: 0.0011570335428725785
Position 11147: 0.0011218186995858883
Position 866: 0.0009975211657787383
Position 1487: 0.0008856961106017481
Position 11222: 0.0008813079820508766
Position 3490: 0.0008465176536022537
Position 2467: 0.0008435458221446366
Position 3215: 0.0007960262335669395
Position 18761: 0.0007479438720504088
Position 2674: 0.0007470310639962485
Position 1447: 0.0007421126259279489
Position 10893: 0.0007286959294794778
Position 2970: 0.0007239621592467003
Position 3799: 0.0006397849802314308
Position 1712: 0.0006309865674076967
Position 2485: 0.0005987599516955667
Position 798: 0.0005407154975996423
Position 11257: 0.0005389763080506302
Position 330: 0.0005365166888032825
Position 342: 0.0005277235876087942
Position 15575: 0.0004326951742929486
Position 1249: 0.0003837154178437616
Position 2245: 0.00038322377857034933
Position 2424: 0.00035189711873717276
Position 15852: 0.0003321111728623714
Position 3465: 0.0003088069272353752
Position 1045: 0.00027984545170130963
Position 3654: 0.0002591978825418741
Position 1560: 0.0002494951506498114
Position 1318: 0.00023537059943882873
Position 822: 0.00023023398544273494
Position 784: 0.00021667713349295443
Position 17886: 0.0002082658166777009
Position 11903: 0.0001928941564139925
Position 10579: 0.00019254959288868224
Position 1944: 0.0001669009419054634
Position 1303: 0.00015306910566811546
Position 2560: 0.00014853251013336057
Position 917: 0.00014154173600540893
Position 892: 0.00013999377740849032
Position 10904: 0.00013406876981272088
Position 1368: 0.00013096947195525207
Position 3232: 0.00012170988990409258
Position 367: 0.00012045446773733534
Position 1644: 0.00010598178100504217
Position 1336: 0.00010511200468740707
Position 1470: 9.66393648928522e-05
Position 1049: 9.093061142348294e-05
Position 1179: 6.343648641420697e-05
Position 1724: 5.6610349189422727e-05
Position 2649: 5.243572038940242e-05
Position 3365: 5.089341010001221e-05
Position 1512: 5.0834971165508386e-05
Position 1592: 5.073019603775003e-05
Position 942: 4.5840226240626e-05
Position 6734: 3.134919178494703e-05
Position 1515: 3.0011536054253603e-05
Position 12068: 2.817648377052165e-05
Position 444: 2.0355461906451243e-05
Position 10575: 1.6612079836027085e-05
Position 6802: 1.4270861662103253e-05
Position 397: 1.313884521295532e-05
Position 235: 1.2173449749869798e-05
Position 11191: 9.75554817612895e-06
Position 529: 8.928926794902589e-06
Position 1100: 8.739123645456328e-06
Position 1007: 8.439650906297411e-06
Position 972: 7.276183787233267e-06
Position 834: 5.419119117032509e-06
Position 199: 2.702275111345539e-06
Position 1076: 2.2526780638548496e-06
Position 385: 2.0735953512183788e-06
Position 990: 1.6661566274575828e-06
Position 760: 1.6581211230528397e-06
Position 1183: 1.0259832583491928e-06
Position 477: 9.490045193316262e-07
Position 831: 9.484191289017404e-07
Position 349: 8.139671041528581e-07
Position 1217: 7.83897117830524e-07
Position 254: 6.966129574884713e-07
Position 959: 6.475241745666965e-07
Position 729: 4.985455605360038e-07
Position 1001: 3.78118406698729e-07
Position 1993: 2.8569695862347395e-07
Position 482: 2.8528489938454825e-07
Position 251: 1.8116505374947503e-07
Position 1747: 7.848771895514432e-08
Position 755: 7.186348564098282e-08
Position 1233: 6.825168625315473e-08
Position 1085: 6.467297626061922e-08
Position 1073: 4.997931885524666e-08
Position 1272: 4.977716539808004e-08
Position 1255: 2.975871479199447e-08
Position 2342: 2.3457124659823822e-08
Position 427: 9.435507896705797e-09
Position 148: 7.005981706945181e-09
Position 1495: 3.335207954421138e-09
Position 1729: 1.5125529730777682e-09
