Gene = LZTFL1
index = 810
Annotated 5SS: [  178  4240  6577  7929  9117 11094 11254 13728 14811]
Annotated 3SS: [ 4114  6381  7867  9044 11027 11175 13550 14706 15833]
SMsplice 5SS: [  178  6577  7929  9117 11094 11254 13728 14811]
SMsplice 3SS: [ 6381  7867  9044 11027 11175 13607 14706 15833]
top_k =  500
Partition function (log Z): -1.7338501559445039

Sorted 5' Splice Sites (High to Low Probability):
Position 11094: 0.9746434357218524
Position 13728: 0.8920963828566127
Position 14811: 0.8717618363777198
Position 7929: 0.7746546525129433
Position 6577: 0.7539651001735321
Position 11254: 0.5993955126901261
Position 9117: 0.5754034965272191
Position 4240: 0.5110516774017628
Position 178: 0.4584378977224501
Position 472: 0.45411627566630475
Position 12999: 0.3865557885952332
Position 9196: 0.30766367999112865
Position 17538: 0.2052533788381549
Position 5656: 0.16552826881779717
Position 2539: 0.14296560043261256
Position 18694: 0.13409922920952466
Position 9327: 0.0946588866492492
Position 7287: 0.0925995543409054
Position 6535: 0.07171180050288552
Position 9393: 0.06840754405437735
Position 10426: 0.06204842478976013
Position 1850: 0.05130008958237593
Position 5218: 0.04720965236079978
Position 709: 0.03934270933936084
Position 6862: 0.03848371330472169
Position 250: 0.0357274085354049
Position 9454: 0.030957076072332498
Position 11551: 0.02620176897867124
Position 3588: 0.024141795119127205
Position 1716: 0.024003055433733825
Position 11418: 0.02393432193300625
Position 6035: 0.022789848691234876
Position 2699: 0.018801590084089284
Position 13386: 0.01854258710607817
Position 4291: 0.016501374012596
Position 13850: 0.015840145020540264
Position 15494: 0.01524768046022815
Position 2202: 0.013681601802929504
Position 367: 0.01098572330620407
Position 508: 0.010954878907420662
Position 2182: 0.009468397830564182
Position 4789: 0.0072633080326885
Position 1239: 0.007080332584326254
Position 8294: 0.0063626480409946125
Position 1302: 0.006342160332432514
Position 7665: 0.005886084528687687
Position 10191: 0.005837007392632285
Position 6057: 0.005514946757787612
Position 6633: 0.00536212735423094
Position 998: 0.005152729378994923
Position 8955: 0.004615120678870078
Position 10344: 0.00442451430519676
Position 15579: 0.004286760911033216
Position 2907: 0.00401248084189154
Position 6453: 0.0038014497652154628
Position 11844: 0.0037637857655906373
Position 15915: 0.003661292718915965
Position 4298: 0.0025624637063492418
Position 8222: 0.0021029937242444527
Position 640: 0.001988156977384253
Position 3716: 0.0019622093144270394
Position 3856: 0.0019498954904421653
Position 9207: 0.0016833900591161517
Position 8284: 0.0014451028760645932
Position 1697: 0.0011591892255031022
Position 3735: 0.0011186749115217227
Position 3966: 0.0010231617405126057
Position 1516: 0.0008846986531944617
Position 3002: 0.0006421455026201544
