Gene = NCDN
index = 917
Annotated 5SS: [  92  432 1456 3503 4842 5635 6118]
Annotated 3SS: [ 363 1314 2533 4599 5409 5974 7434]
SMsplice 5SS: [  92 1169 1456 4842 5089 5635 6118]
SMsplice 3SS: [1023 1314 4599 4999 5409 5974 8915]
top_k =  500
Partition function (log Z): 5.347838216595527

Sorted 5' Splice Sites (High to Low Probability):
Position 6118: 0.9796014427689266
Position 92: 0.9669948910615832
Position 1456: 0.836029441086687
Position 4842: 0.7842984582091781
Position 1169: 0.7251557809491977
Position 5635: 0.7165948185376424
Position 5089: 0.5491730926952645
Position 1092: 0.19270184073015761
Position 3503: 0.1104634258637134
Position 1482: 0.10692155098462625
Position 8209: 0.09298215791846162
Position 5136: 0.07508949801104772
Position 8128: 0.06959211687168076
Position 5653: 0.0678429787708971
Position 5816: 0.061423719459865786
Position 4780: 0.06000475498122536
Position 4215: 0.05961436171873492
Position 1412: 0.038159350398469724
Position 4688: 0.036107063225480254
Position 894: 0.03370303386939941
Position 5336: 0.03171319027092596
Position 432: 0.0292013528169417
Position 581: 0.02179627792795191
Position 6146: 0.015649773676375447
Position 4696: 0.014491764551616994
Position 1031: 0.013453338352624787
Position 5500: 0.01324225812204971
Position 5549: 0.011241631910677731
Position 2679: 0.009443978960111074
Position 8465: 0.008559401004502632
Position 6925: 0.008527634503433797
Position 4291: 0.008504838286212681
Position 6423: 0.008081432584625051
Position 3036: 0.0077402043307468
Position 1524: 0.00746561933200476
Position 4642: 0.006025491551475993
Position 4418: 0.005672858653083304
Position 3344: 0.004914619860053737
Position 8308: 0.004879635495728384
Position 4328: 0.004753364905154146
Position 3950: 0.004023688383818378
Position 2619: 0.0036139224102316896
Position 735: 0.003078894010733015
Position 7556: 0.002813741640707684
Position 435: 0.0024506276642834463
Position 8419: 0.002049509824945853
Position 4440: 0.0018570736039491193
Position 1542: 0.0017672679442936566
Position 1740: 0.0017188780247194848
Position 6985: 0.0017147774467017886
Position 4378: 0.0015626477895251348
Position 2957: 0.001462075173807884
Position 4467: 0.001418769883111111
Position 1108: 0.001078746254402932
Position 8039: 0.0010665433389838673
Position 6332: 0.0009317779469705025
Position 6702: 0.000871079366454468
Position 6794: 0.000796824771439475
Position 1068: 0.0006366033162026799
Position 5133: 0.0006355465237605063
Position 6498: 0.0005480937589814527
Position 800: 0.000411062106103996
Position 5285: 0.0003498088113243936
Position 620: 0.00033751905368519306
Position 1520: 0.0003044507148372477
Position 3301: 0.00026767622419818877
Position 401: 0.00025725594578109197
Position 22: 0.00020680853348125562
Position 8472: 0.00018992961553216206
Position 409: 0.00018230571634486243
Position 5017: 0.00015132547405336983
Position 5612: 0.0001497007827107476
Position 769: 0.00013854830392325833
Position 7150: 0.00012087136830119464
Position 5609: 0.00012057483940509
Position 406: 9.549909619931467e-05
Position 387: 5.204069531735035e-05
Position 1043: 3.719669317535787e-05
Position 940: 3.6815150397801125e-05
Position 219: 3.4043515473313976e-05
Position 363: 2.8491693467301705e-05
Position 740: 2.7721803503092686e-05
Position 859: 2.1168472386348125e-05
Position 1173: 2.07139638191865e-05
Position 226: 1.6320476775653435e-05
Position 1218: 1.5810487368289246e-05
Position 869: 1.4902917734693716e-05
Position 365: 1.4745254694097896e-05
Position 1183: 1.364000524852714e-05
Position 914: 9.669631088212272e-06
Position 842: 9.644657153814012e-06
Position 781: 7.2203804107486105e-06
Position 328: 4.675725837412835e-06
Position 7285: 3.026712318997743e-06
Position 1727: 2.24929094168018e-06
Position 1437: 2.0562501891009326e-06
Position 975: 1.998725888904511e-06
Position 898: 1.6555297762785649e-06
Position 7241: 1.616602562774458e-06
Position 242: 4.2838917160770405e-07
Position 384: 3.9682773081441176e-07
Position 6960: 3.939264162321161e-07
Position 6645: 3.597019282149817e-07
Position 7277: 3.349311900397277e-07
Position 519: 2.003488918548921e-07
Position 8: 7.967071334362033e-08
Position 404: 3.4578031427497264e-08
Position 317: 2.6124103883569852e-08
Position 358: 9.172945926440821e-09
Position 314: 6.781643062600487e-09
Position 305: 4.5648295172809595e-09
Position 339: 5.799135582401206e-10
Position 289: 1.0562653994458285e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5974: 0.9983939452230777
Position 1023: 0.9026826340701722
Position 1314: 0.7605935854166239
Position 5409: 0.720346291560398
Position 4599: 0.6972559768109735
Position 4999: 0.550062686340725
Position 8915: 0.41680327479500673
Position 1284: 0.22884118561887165
Position 8064: 0.1343513986398117
Position 7434: 0.1342319390158715
Position 8307: 0.11645474657584627
Position 7968: 0.07803136350988472
Position 3418: 0.07260542679802515
Position 8193: 0.06379009318715378
Position 5036: 0.0599232508875158
Position 5562: 0.05684032419460204
Position 4030: 0.05377261588275788
Position 8558: 0.051492765225615966
Position 4674: 0.04473579279115869
Position 4779: 0.04446759735715983
Position 4813: 0.04425042606255825
Position 5512: 0.03630272697949773
Position 7607: 0.03027541755381834
Position 6701: 0.02923504274510495
Position 4581: 0.02609594695266111
Position 4692: 0.024266790224762923
Position 7676: 0.023820158857761606
Position 5215: 0.020290127770200127
Position 5016: 0.019558693157699224
Position 3261: 0.017281271916544605
Position 5745: 0.016466939272153615
Position 5515: 0.015664373168963408
Position 6312: 0.015508051075738912
Position 4734: 0.014823742026775123
Position 479: 0.014139242118341453
Position 7583: 0.01350496062255485
Position 4214: 0.012205576743032487
Position 2533: 0.011967512360829961
Position 5500: 0.011422714616776823
Position 8117: 0.010673723097127738
Position 8714: 0.010586071934570937
Position 363: 0.009526470309616362
Position 817: 0.009519527459262359
Position 798: 0.008583114485606823
Position 4137: 0.008504665494400309
Position 6589: 0.007868932417812525
Position 4272: 0.007485713079930717
Position 5447: 0.007472047779537032
Position 3208: 0.007407756422707473
Position 863: 0.007399833034855043
Position 981: 0.007399018478839359
Position 1026: 0.006952767116326652
Position 482: 0.006381077991179634
Position 2908: 0.006342683389804537
Position 557: 0.00613378020264367
Position 7991: 0.0060680329897963535
Position 3145: 0.005781185449863397
Position 5231: 0.004997028529507323
Position 3397: 0.004793119869429639
Position 3865: 0.004682323268512652
Position 1127: 0.004657206842333837
Position 8361: 0.004618231451671977
Position 4528: 0.0044850049352014145
Position 7144: 0.004344382463102191
Position 8037: 0.0040080101273465545
Position 6563: 0.0038579892325282723
Position 3328: 0.0038372638532182795
Position 5708: 0.003404848393883643
Position 7496: 0.0032955706551962794
Position 7362: 0.0029694071170870973
Position 1091: 0.0028660143291265807
Position 576: 0.002664155408896054
Position 5330: 0.0026410086418581584
Position 6855: 0.002610705550234406
Position 2941: 0.002554246823856041
Position 8440: 0.0024813439645957696
Position 6834: 0.0024613247786082816
Position 8783: 0.0022175564313596592
Position 8561: 0.0021575119485833065
Position 7473: 0.00213871636046088
Position 6360: 0.0019961146605801685
Position 6924: 0.0016155924557531734
Position 7745: 0.0013680106412873635
Position 8263: 0.0013061793748288606
Position 2774: 0.001254777385416998
Position 820: 0.0012391478089387384
Position 6779: 0.0012385112368431433
Position 1549: 0.0012199584135342129
Position 8009: 0.0011661184420282162
Position 2517: 0.0010837429633555218
Position 6207: 0.0009243861842830665
Position 4513: 0.0008802197456547292
Position 8530: 0.0008351817573408507
Position 2760: 0.0008161200762810162
Position 6219: 0.0008052826698734993
Position 7042: 0.0007941890992338398
Position 4965: 0.0007899703138534567
Position 6442: 0.0007853978949116522
Position 5859: 0.0007600697777146742
Position 662: 0.0007415636418831759
Position 3215: 0.0006764582722358758
Position 6876: 0.0006441797209231977
Position 3171: 0.0006071044803626905
Position 6366: 0.000604263830826882
Position 4072: 0.0005803885369774309
Position 6348: 0.000574661374221725
Position 7090: 0.0005470841211641772
Position 1286: 0.0005249903691516841
Position 6515: 0.00048425520406246593
Position 5770: 0.00044790846075735274
Position 7442: 0.0004299941262556666
Position 6789: 0.00042769454402847624
Position 3175: 0.00041140897119451407
Position 6422: 0.0004062526546478139
Position 3947: 0.00040353341499943177
Position 7721: 0.0004031375012908771
Position 6392: 0.00036345899837614845
Position 5934: 0.0003558366507091621
Position 1365: 0.00034809680999497826
Position 6897: 0.00032484461628022826
Position 6321: 0.0003222577374020725
Position 1056: 0.0002763561834517742
Position 7314: 0.00026631162303554826
Position 5751: 0.0002564976430466196
Position 1136: 0.00023661860748512572
Position 3190: 0.00023654746972832556
Position 3036: 0.0002340432019281143
Position 6191: 0.00023397811356102842
Position 5913: 0.00022194091611363027
Position 749: 0.00021137895438954176
Position 4933: 0.00019868897775728996
Position 1059: 0.00019645064746548195
Position 1702: 0.00016190702409050466
Position 6230: 0.00015967974085971567
Position 1354: 0.00014576299737581339
Position 5581: 0.0001325190969589877
Position 953: 0.0001260091010388358
Position 989: 0.00012542504680761367
Position 1578: 0.0001202018687243626
Position 6861: 0.00011427271547726178
Position 1621: 0.00010775387191944242
Position 248: 0.0001056033731879048
Position 1555: 0.00010342229024273253
Position 8080: 9.17430777705678e-05
Position 431: 7.751475447831731e-05
Position 6792: 6.464486705887466e-05
Position 1006: 2.954100452438124e-05
Position 957: 2.6041197086060532e-05
Position 1323: 2.3873159491516328e-05
Position 1106: 2.1756741204138593e-05
Position 760: 2.133582989102426e-05
Position 674: 1.8071065089952908e-05
Position 6204: 1.571312878005232e-05
Position 445: 1.5425686060750994e-05
Position 6027: 1.2438277718152074e-05
Position 6343: 1.1369267034804551e-05
Position 774: 1.1228697623599754e-05
Position 2986: 8.587071923314114e-06
Position 869: 8.310859752746525e-06
Position 1053: 7.786004884531212e-06
Position 2555: 6.645663726062688e-06
Position 87: 4.513879207399342e-06
Position 824: 4.108645904912595e-06
Position 1350: 3.3884368340355805e-06
Position 1369: 3.2467047885346775e-06
Position 831: 3.1023209446291364e-06
Position 678: 3.098222543146233e-06
Position 5045: 2.8449192577012306e-06
Position 130: 2.613833312245599e-06
Position 684: 2.5301640135528255e-06
Position 584: 9.631452328737159e-07
Position 6249: 8.266711921226176e-07
Position 835: 5.191694059482373e-07
Position 6234: 4.2550829408164287e-07
Position 1296: 4.238180296611364e-07
Position 5815: 3.739100127940528e-07
Position 1142: 3.526705034697181e-07
Position 1371: 3.373704694962964e-07
Position 1152: 3.1777286816279777e-07
Position 6106: 2.9238930950661265e-07
Position 968: 2.2811660945234388e-07
Position 6236: 2.093284832409784e-07
Position 5765: 8.549242531564158e-08
Position 6117: 2.384756441778902e-08
Position 1196: 1.3410040174596347e-08
Position 1173: 2.3728966207263367e-09
Position 146: 1.996801076980333e-09
Position 596: 1.5313774922571725e-09
Position 1392: 1.3269798380493665e-09
Position 1512: 1.0121252035862974e-09
Position 231: 6.094455914630033e-10
Position 605: 5.031846489151295e-10
Position 2564: 3.82431222584171e-10
Position 611: 3.4691178086824575e-10
Position 607: 3.2297179258467475e-10
Position 617: 5.941238808198336e-11
Position 687: 3.078766051858104e-12
Position 101: 4.594029684289597e-13
Position 997: 6.39771201636608e-14
Position 96: 8.219059580825365e-15
