Gene = LAMTOR5
index = 760
Annotated 5SS: [ 123 1391 3790]
Annotated 3SS: [1328 3671 6124]
SMsplice 5SS: [676]
SMsplice 3SS: [6124]
top_k =  500
Partition function (log Z): -8.029558429288683

Sorted 5' Splice Sites (High to Low Probability):
Position 676: 0.44118475983035504
Position 3790: 0.3499114854141424
Position 79: 0.31692926064218335
Position 123: 0.30601768006343993
Position 1391: 0.15718416528285012
Position 3278: 0.07069305793444063
Position 3426: 0.0523789907602632
Position 3225: 0.04388153607222052
Position 405: 0.02565637034377242
Position 3167: 0.018766411035263008
Position 3839: 0.015065101225822821
Position 5232: 0.013787790507743489
Position 1772: 0.013476685566901821
Position 3052: 0.012726264240539591
Position 202: 0.01118189764401174
Position 3767: 0.01062801942385518
Position 75: 0.010159302547479722
Position 501: 0.007293683376852017
Position 2960: 0.004727563199438586
Position 4224: 0.0035630529439546494
Position 962: 0.0034405042993138546
Position 5587: 0.0031037496860469574
Position 2011: 0.0030660901865019238
Position 293: 0.0029810160222931755
Position 5010: 0.0026750022920489502
Position 4032: 0.002658645463957779
Position 1146: 0.0026469170106000707
Position 1102: 0.0022224596946224737
Position 83: 0.00177987045290091
Position 157: 0.0011147789795343272
Position 489: 0.0007527157998870476
Position 617: 0.0006283633060328103
Position 3154: 0.0005677837323101241
Position 1568: 0.0005659066650595722
Position 1258: 0.0004984311644172575
Position 216: 0.00047096275208520836
Position 1960: 0.00045899043915410083
Position 2179: 0.00045358354654386954
Position 1243: 0.0002042376106271452
Position 510: 0.00020338919370490991
Position 514: 0.00011966139126794235
Position 1190: 9.432384605471877e-05
Position 439: 8.446749843003424e-05
Position 464: 4.8285329714142066e-05
Position 59: 3.871379630966287e-05
Position 474: 2.98892476221004e-05
Position 411: 2.677370857212557e-05
Position 16: 2.3051214723200046e-05
Position 710: 2.1446452630619947e-05
Position 127: 2.0243426869417576e-05
Position 533: 1.1214221870710892e-05
Position 227: 9.960104381298941e-06
Position 344: 9.66410637937198e-06
Position 797: 7.623668962059216e-06
Position 1395: 6.271044610167611e-06
Position 130: 4.303941788348666e-06
Position 541: 4.145200089414075e-06
Position 425: 2.969501483942187e-06
Position 472: 2.5498946759329117e-06
Position 610: 2.1329321077183687e-06
Position 579: 1.97887598292265e-06
Position 696: 2.075958948337018e-07
Position 587: 2.0588738944503342e-07
Position 772: 1.8707823099792863e-07
Position 714: 1.2747743643460542e-07
Position 44: 1.099059454151157e-08
Position 32: 8.120114849761347e-09
Position 72: 6.5853583943738765e-09
Position 29: 1.8392199630418206e-09
Position 11: 1.4472018527292178e-09
Position 49: 4.882489507241343e-10
Position 149: 1.8581482999708143e-10
Position 414: 2.999496505452358e-11
Position 387: 2.3728594611936453e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6124: 0.8646155796848211
Position 3671: 0.37421798195896255
Position 576: 0.10259841670282122
Position 3120: 0.10183677675033755
Position 1328: 0.07940626271687255
Position 6074: 0.06435334842345408
Position 3201: 0.057592832520779735
Position 1188: 0.029023191076360408
Position 888: 0.025905169271486606
Position 579: 0.019783927820968557
