Gene = CNST
index = 387
Annotated 5SS: [  218 25496 55189 65479 67565 68142 75325 75592 81592 93889]
Annotated 3SS: [25065 54982 65447 67477 68026 75302 75494 80692 93752 99253]
SMsplice 5SS: [  218  3545 25367 28481 28685 51956 55189 67565 68142 70995 75592 81592
 87849 91057 93889 95169]
SMsplice 3SS: [ 3411 25225 28383 28605 51811 54982 67477 68026 70851 75494 81454 87658
 90873 93752 95062 99253]
top_k =  500
Partition function (log Z): -52.182122546145344

Sorted 5' Splice Sites (High to Low Probability):
Position 3545: 0.8058515694272477
Position 218: 0.7074757715267064
Position 5221: 0.4175981163514818
Position 344: 0.2843035212541052
Position 6395: 0.1518185888949978
Position 6209: 0.1482348988925581
Position 5778: 0.1380048369039412
Position 5363: 0.07959930311217894
Position 6397: 0.07610839322057644
Position 8123: 0.07343730000815289
Position 6828: 0.07045739793359523
Position 3850: 0.06999265607350755
Position 10720: 0.06072018940108862
Position 3500: 0.059386442937412846
Position 3033: 0.03316753230267605
Position 3067: 0.02246870435111631
Position 6185: 0.02228533349872729
Position 1088: 0.0159622822829617
Position 2763: 0.013592815230631005
Position 52: 0.011381120322173885
Position 4336: 0.010389825277333394
Position 5214: 0.00674421453302567
Position 1999: 0.004194433273083197
Position 1056: 0.0017953476762276684
Position 3248: 0.0016101375734411893
Position 4184: 0.001577315553645422
Position 189: 0.0015634346778208108
Position 3310: 0.0013443385781065336
Position 522: 0.0013323008358197674
Position 86: 0.0011225650356680528
Position 1124: 0.0010314358883781512
Position 349: 0.0008874264185169798
Position 1579: 0.0008267620566767549
Position 1945: 0.0008127352691499746
Position 4081: 0.0007789866117684795
Position 3642: 0.0005107538089600931
Position 3059: 0.0005039571765425521
Position 9381: 0.0004902148265469287
Position 2403: 0.0004318327210121773
Position 721: 0.0003841141351015356
Position 385: 0.000372679941319619
Position 3426: 0.0003420052270978034
Position 4134: 0.00031159525708285643
Position 647: 0.000300191171735809
Position 5603: 0.00028532907902989273
Position 1357: 0.00024590482859068724
Position 4422: 0.00023916220834774136
Position 2359: 0.00022460138733404515
Position 2664: 0.00021714845085283682
Position 5144: 0.000197540170079978
Position 3534: 0.00019191524690598814
Position 158: 0.00018379262611031011
