Gene = GORAB
index = 610
Annotated 5SS: [  156  7439 10464 12717]
Annotated 3SS: [ 7080 10361 12575 19885]
SMsplice 5SS: [  275  7443  8537 10464 12717]
SMsplice 3SS: [ 7080  8403 10361 12575 14566]
top_k =  500
Partition function (log Z): -2.137348783078354

Sorted 5' Splice Sites (High to Low Probability):
Position 12717: 0.9987662242907986
Position 10464: 0.9957234948583255
Position 7443: 0.8593818462034111
Position 8537: 0.6384608573620291
Position 275: 0.5125784371273003
Position 279: 0.24546255035129025
Position 511: 0.18196807058139658
Position 11518: 0.13204459488064973
Position 1523: 0.13138836892333994
Position 105: 0.09329194415166984
Position 499: 0.06352981426920384
Position 12184: 0.05914618866582837
Position 11777: 0.05827712779763771
Position 6967: 0.05440871808813139
Position 977: 0.05433922967540084
Position 7439: 0.03934522618411258
Position 8039: 0.034761893211302956
Position 156: 0.029173872435328537
Position 20302: 0.019109448449020825
Position 1000: 0.01833177591931272
Position 10290: 0.018296848212223906
Position 17907: 0.017469100117144563
Position 17434: 0.015545422948045028
Position 11285: 0.014794721986587217
Position 4293: 0.012710388793353903
Position 12269: 0.012622518838583705
Position 17881: 0.010905624417267818
Position 2456: 0.010828252939302872
Position 3012: 0.010358545328253654
Position 18252: 0.010203353428416446
Position 11317: 0.009094108460009607
Position 959: 0.00792294756659403
Position 13166: 0.00791324051998471
Position 19687: 0.007609758004335642
Position 14395: 0.007338242521539901
Position 14950: 0.007142749823261046
Position 618: 0.007118090363916807
Position 11360: 0.005547015970346868
Position 14473: 0.005466779397259639
Position 945: 0.005325307883864018
Position 7242: 0.00494653965919762
Position 1234: 0.004775257436603434
Position 2696: 0.003952676747298572
Position 7236: 0.003699795869853775
Position 14961: 0.003612702255627803
Position 2445: 0.0035557556796942417
Position 11861: 0.0035014452864669497
Position 4063: 0.003389910434434124
Position 13036: 0.0032445484245852353
Position 9870: 0.0032083222899266274
Position 2562: 0.003196993059712502
Position 1491: 0.0030968517476722755
Position 2628: 0.0030598017894117218
Position 12144: 0.002915318242664243
Position 505: 0.0027787956314588216
Position 437: 0.002702603366423343
Position 5709: 0.0022886327027185995
Position 491: 0.002171928457360817
Position 781: 0.0020932315012798445
Position 1039: 0.0017733657574113344
Position 2775: 0.0017717141492826784
Position 11676: 0.0017686252539769354
Position 728: 0.0015223412123355155
Position 392: 0.0015081814770807357
Position 10501: 0.0014468128470571137
Position 2080: 0.0013594709425630747
Position 7701: 0.0013324685364546453
Position 17522: 0.0010589087345810196
Position 7152: 0.0009462396621162981
Position 12299: 0.0009083433686268181
Position 986: 0.0008816619875882698
Position 1084: 0.0008503242958298799
Position 11131: 0.0007756075911394551
Position 898: 0.0006953175442932818
Position 15526: 0.0006468890078570908
Position 14434: 0.000639911827761389
Position 11745: 0.0006373679024003198
Position 882: 0.000582019168164041
Position 1027: 0.0005585431861083915
Position 13569: 0.0005355940779513332
Position 1154: 0.0005151782050640681
Position 2716: 0.0004939917881115145
Position 7306: 0.0004895680314707069
Position 1146: 0.0004730266414193851
Position 2048: 0.00046043706057182036
Position 956: 0.0004116312141129755
Position 2307: 0.0004071876738897872
Position 11380: 0.0003627769887205632
Position 1622: 0.00034219827229695234
Position 1495: 0.00029358559052511873
Position 11324: 0.00028297246213239706
Position 950: 0.0002621202496075929
Position 14454: 0.00019890004171308723
Position 283: 6.93065377135203e-05
Position 76: 5.8059012827945514e-05
Position 82: 3.07112224621051e-05
Position 716: 2.408615998217514e-05
Position 734: 2.3437697633963266e-05
Position 16748: 1.9993160010724468e-05
Position 168: 1.8659762415903223e-05
Position 10494: 1.826187374927609e-05
Position 10775: 1.3454290853849316e-05
Position 10849: 1.1603758758811834e-05
Position 10427: 1.0733686080970065e-05
Position 377: 8.970323589435706e-06
Position 175: 8.161528323885397e-06
Position 300: 7.5415162058541115e-06
Position 14047: 7.124203801322428e-06
Position 679: 7.019545564311472e-06
Position 10755: 5.723732004871715e-06
Position 2323: 5.301796825641758e-06
Position 2797: 4.606429788076314e-06
Position 573: 4.256708256034716e-06
Position 549: 3.5395944120087405e-06
Position 178: 3.351620684979266e-06
Position 13081: 2.9362683629918357e-06
Position 454: 2.638109527072376e-06
Position 191: 1.8592791516920636e-06
Position 14079: 1.4661175907553693e-06
Position 456: 1.2557245911892723e-06
Position 259: 1.2481978143088423e-06
Position 13471: 1.240642389246869e-06
Position 37: 7.775131048958409e-07
Position 12918: 5.846126596690782e-07
Position 324: 4.053601852870185e-07
Position 253: 3.8555436917822217e-07
Position 44: 1.174958961168831e-07
Position 35: 2.0964830006569236e-09
Position 257: 8.573465492854476e-12
Position 239: 3.4890556634612832e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12575: 0.997662607083738
Position 10361: 0.997182697090364
Position 7080: 0.9053909037769993
Position 8403: 0.5629596584550528
Position 14566: 0.1308876600020819
Position 1334: 0.09825763225730628
Position 817: 0.0918383151915237
Position 19885: 0.08767125569887865
Position 17994: 0.08647676693273783
