Gene = PFDN2
index = 1018
Annotated 5SS: [  160 15825 16064]
Annotated 3SS: [15735 15939 17251]
SMsplice 5SS: [  160 15825 16064]
SMsplice 3SS: [15735 15939 17251]
top_k =  500
Partition function (log Z): -0.1494836415882832

Sorted 5' Splice Sites (High to Low Probability):
Position 160: 0.9991799904211587
Position 15825: 0.9975126090692192
Position 16064: 0.9731231059977341
Position 7548: 0.32039425260095544
Position 7498: 0.06768633565988094
Position 9007: 0.05257971663739955
Position 2494: 0.051460553305771616
Position 17151: 0.04694951944174703
Position 3853: 0.04523893227308692
Position 7515: 0.030150231578445763
Position 7410: 0.018989703189229178
Position 1460: 0.01797316921094683
Position 334: 0.015170334332823734
Position 3640: 0.014614221120868583
Position 11970: 0.014453453955372111
Position 3282: 0.011646292623927095
Position 16092: 0.004754877225257263
Position 15978: 0.00442289693844697
Position 17416: 0.0018593145757266948
Position 16031: 0.0018546953362643405
Position 16229: 0.0014250553871780476
Position 17065: 0.001419640166452779
Position 17015: 0.0012191958298162866
Position 15851: 0.0009519669492348181
Position 16221: 0.000851679994077357
Position 16836: 0.0006423265256117376
Position 15833: 0.0004134977239353136
Position 17420: 0.0002754416272836051
Position 16712: 0.0002595902645697046
Position 16680: 0.00021311745102395508
Position 17156: 0.00020263408920549972
Position 330: 0.0001399206971895163
Position 17023: 0.00010155547292546897
Position 322: 9.120797277072634e-05
Position 367: 8.91225631211584e-05
Position 16761: 7.478352464552686e-05
Position 16180: 6.57387099048059e-05
Position 338: 6.073766357571611e-05
Position 15965: 5.6378243767518745e-05
Position 16134: 5.6180212851984635e-05
Position 16325: 4.5052613613839104e-05
Position 186: 2.481831096896087e-05
Position 262: 1.8228796316288807e-05
Position 363: 1.5227993111717408e-05
Position 12: 4.158840136089275e-06
Position 147: 3.0103472325301423e-06
Position 145: 2.4631090595741042e-06
Position 355: 2.042535040460699e-06
Position 421: 1.6475331159767114e-06
Position 477: 1.5664683798338073e-06
Position 360: 5.910001857048871e-07
Position 101: 4.570856671233721e-07
Position 198: 4.5131647228832605e-07
Position 1139: 3.3655503127986754e-07
Position 2889: 2.2387784666778816e-08
Position 15995: 1.2386618311446318e-08
Position 5: 7.609473743463452e-09
Position 2631: 6.462437415612796e-09
Position 2499: 6.452388452832993e-09
Position 167: 4.564327555561223e-09
Position 30: 3.854542937447565e-09
Position 1327: 1.6430131019269973e-11
Position 235: 6.9550211093447505e-19
Position 228: 6.356291696496524e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 15735: 0.9993302183063405
Position 17251: 0.9727856351789257
Position 15939: 0.9536884362365741
Position 7361: 0.3212770002677755
Position 7448: 0.11594357619996332
Position 16956: 0.04322716149614228
Position 8811: 0.030760659634429255
Position 3704: 0.024701290873841476
Position 15914: 0.022687030084496483
Position 2356: 0.02238177236478868
Position 8808: 0.02181957162686108
Position 3561: 0.021668538200756343
Position 2396: 0.02133250764086347
Position 1256: 0.016664050751492344
Position 11850: 0.014453453955372111
Position 3091: 0.01091209261839659
Position 240: 0.010748055500343917
Position 16780: 0.008800973592339811
Position 15944: 0.007213557825952254
Position 17548: 0.006610736053920408
Position 3734: 0.006239053253614687
Position 17257: 0.004800619379203785
Position 2189: 0.00422642366484052
Position 3433: 0.004154164463537585
Position 15961: 0.0032975959793637892
Position 276: 0.002820626777430979
Position 17187: 0.002375655161912547
Position 17150: 0.0023468346047913736
Position 3672: 0.0018117482941038914
Position 2469: 0.001657140435412445
Position 17107: 0.001644750446269472
Position 16646: 0.0016325601652125996
Position 16489: 0.0015921920177314104
Position 3786: 0.0012784466568741206
Position 253: 0.0012376614691448397
Position 17197: 0.0009584238673468924
Position 16547: 0.0007755128641785054
Position 1252: 0.0007585162431421635
Position 3164: 0.0007348515845991981
Position 2339: 0.0007243312064025246
Position 1276: 0.0005512536321031127
Position 16129: 0.0005316293628673532
Position 16973: 0.0004465783401938841
Position 2222: 0.0004410433401436421
Position 15982: 0.00040978386795386193
Position 2106: 0.00034654403646400717
Position 2148: 0.00029420321742087323
Position 17281: 0.0002887157675666704
Position 15895: 0.00022863155725918034
Position 17056: 0.00022842653717124086
Position 17111: 0.00022651677686360904
Position 16528: 0.0002054330264777331
Position 17326: 0.0001973445717387508
Position 17059: 0.0001951169454769644
Position 15964: 0.00019204708747592815
Position 16004: 0.00019017601567749426
Position 16937: 0.00018473678431393375
Position 16797: 0.00017117364693899445
Position 16609: 0.00016154976095648254
Position 17284: 0.00010045927011456484
Position 15892: 8.957195727396883e-05
Position 16242: 8.828494857976286e-05
Position 16001: 8.685874370691514e-05
Position 16311: 8.555049113465503e-05
Position 17290: 8.316097895334516e-05
Position 17351: 8.206301021278014e-05
Position 16663: 6.837493469941373e-05
Position 2134: 5.6621138713281433e-05
Position 17428: 5.558660445815816e-05
Position 16733: 5.2642720164551496e-05
Position 17155: 4.554114118203265e-05
Position 17260: 4.043573275603967e-05
Position 16391: 3.007851833672386e-05
Position 16323: 2.652715893346662e-05
Position 16569: 2.601568673999574e-05
Position 16613: 2.439477716111514e-05
Position 16341: 2.3179249083109423e-05
Position 16348: 2.203449733788967e-05
Position 16555: 1.7518627716348638e-05
Position 16133: 1.7451775515837203e-05
Position 17296: 1.5643203339946137e-05
Position 16282: 1.1197217846850146e-05
Position 16147: 7.284132091070605e-06
