Gene = PLEKHN1
index = 1036
Annotated 5SS: [ 118  307 3927 4105 4262 4510 4712 4908 5654 5928 6514 6830 7144 7555
 7868]
Annotated 3SS: [ 206 3779 4023 4188 4381 4615 4826 5577 5790 6363 6688 7002 7335 7818
 7944]
SMsplice 5SS: [ 118  307 3927 4105 4510 4712 4908 5654 5928 6514 6830 7144 7555]
SMsplice 3SS: [ 206 3779 4023 4381 4579 4826 5577 5776 6363 6688 7002 7335 7944]
top_k =  500
Partition function (log Z): 45.873258284625216

Sorted 5' Splice Sites (High to Low Probability):
Position 4510: 0.9997919927002998
Position 4908: 0.9965351844430675
Position 5654: 0.9931697198296642
Position 307: 0.9920367016371595
Position 4105: 0.990100909320029
Position 118: 0.9882846175315203
Position 6830: 0.9675773928974974
Position 5928: 0.9114403302088749
Position 3927: 0.8981700537797864
Position 4712: 0.8146947511622864
Position 7144: 0.7085656893672089
Position 6514: 0.5675871732736733
Position 7555: 0.5611255144303331
Position 6562: 0.39596275627854444
Position 2528: 0.3592606914254131
Position 7868: 0.2613936638947373
Position 735: 0.2564808451472316
Position 2277: 0.2502859504472911
Position 6295: 0.2456096119952782
Position 4723: 0.1804284340065228
Position 5264: 0.15773538946742383
Position 8087: 0.14589379978165573
Position 2249: 0.14138293618094683
Position 5048: 0.11976102523466739
Position 514: 0.1140573769220838
Position 5097: 0.10581289578676818
Position 5111: 0.09874327067455262
Position 4262: 0.07994838369095265
Position 8092: 0.06823774976652001
Position 7213: 0.0677330921338977
Position 2580: 0.06012569388400356
Position 5209: 0.058907382197567214
Position 7179: 0.05164562291588641
Position 1620: 0.049127711008568574
Position 423: 0.04483411511335198
Position 3605: 0.03840249142387253
Position 2153: 0.036549669386318595
Position 5215: 0.03433959136055514
Position 5478: 0.02839565999566465
Position 5403: 0.027152086786674
Position 5508: 0.02314333914258441
Position 6566: 0.022286483227955525
Position 3864: 0.018553238522539258
Position 634: 0.01645791233150338
Position 815: 0.015349954106519022
Position 7254: 0.01387010480576331
Position 7172: 0.013306642585475729
Position 5188: 0.01283022008208671
Position 3550: 0.011402218089606682
Position 3900: 0.010364710186751738
Position 133: 0.009782114172539843
Position 7838: 0.008800144553746668
Position 4113: 0.008511920135266535
Position 1678: 0.008369655286165614
Position 5842: 0.008255014391951442
Position 5902: 0.007182431308577447
Position 2613: 0.006678610217407723
Position 7126: 0.00626673419750776
Position 8437: 0.0055452478036111495
Position 427: 0.005322793018843497
Position 5462: 0.005263805877714145
Position 5699: 0.005139743871464317
Position 3157: 0.004143726681391758
Position 5197: 0.004091946256481118
Position 7160: 0.0038178439626183197
Position 1375: 0.003565192066790299
Position 4716: 0.003478811496271232
Position 3173: 0.0030996541916429796
Position 7204: 0.003047757539011273
Position 8484: 0.0029612608485466156
Position 5970: 0.002626830152482081
Position 650: 0.0024567605850704475
Position 3203: 0.002392453383764186
Position 7893: 0.0023698015093428014
Position 3141: 0.002269832247296421
Position 3882: 0.0021268929371760278
Position 3127: 0.0020129605095606695
Position 3153: 0.001927577588937063
Position 3199: 0.001917879864282425
Position 7872: 0.0018965909461946349
Position 6138: 0.0018561518768164251
Position 3858: 0.0018478803727924973
Position 5251: 0.0016568664667455987
Position 8461: 0.0015354714618825327
Position 6760: 0.0012502197702492788
Position 129: 0.0011146767833521637
Position 6887: 0.0010153244114060249
Position 5219: 0.0009929396418282698
Position 5195: 0.0009881452125691833
Position 5174: 0.0009764035846366912
Position 920: 0.000971529563860078
Position 7393: 0.0009087958724852197
Position 5957: 0.0008907978621431131
Position 3832: 0.0007862991097123517
Position 2365: 0.0007706112690531612
Position 6056: 0.0007321583433835659
Position 21: 0.000607393248750803
Position 4344: 0.0005659845980367651
Position 5410: 0.0005565821696909115
Position 6542: 0.0005322214717768649
Position 4350: 0.0005192242457444772
Position 1217: 0.0005176773232293433
Position 6211: 0.000459869985863936
Position 360: 0.0003849997527819602
Position 5057: 0.00033448946754885113
Position 8452: 0.00029458322127435464
Position 5221: 0.00028592000906803
Position 1370: 0.00027900453910042984
Position 4925: 0.00026495123388040363
Position 4685: 0.00025039457807648363
Position 7611: 0.00023979902193009325
Position 6568: 0.00021991232833595974
Position 325: 0.00020555392476159461
Position 7230: 0.00019018125636391812
Position 1412: 0.00018311770879925803
Position 2354: 0.00018239038301591358
Position 4735: 0.00017680864825625302
Position 7117: 0.00017549501436544494
Position 1278: 0.000172187894718871
