Gene = LRRIQ3
index = 798
Annotated 5SS: [   249   1147  27952  74291 109024 142472]
Annotated 3SS: [   822  27817  74130 108893 141750 156714]
SMsplice 5SS: [   249    897   1147   8702  13369  27952  62459  74291 109024 123539
 130119 131632 133281]
SMsplice 3SS: [   822   1013   8480  13228  27817  62304  74130 108893 123267 129998
 131277 133112 156714]
top_k =  500
Partition function (log Z): -73.17325922104918

Sorted 5' Splice Sites (High to Low Probability):
Position 1147: 0.9955109170474978
Position 249: 0.9598576273236847
Position 8702: 0.9046766858286064
Position 13369: 0.8702248447983304
Position 7631: 0.44859951014133065
Position 897: 0.3282737279665875
Position 906: 0.1556582508266741
Position 12131: 0.1397779620338555
Position 3454: 0.03600098764211164
Position 973: 0.03217745553446057
Position 6814: 0.019846748518828235
Position 76: 0.01882765799736785
Position 5115: 0.01803365869182231
Position 524: 0.017671531616968727
Position 457: 0.014993824477571669
Position 593: 0.012945148423574245
Position 4190: 0.011912803520886577
Position 2307: 0.0118005241659948
Position 3845: 0.010582151588409054
Position 922: 0.008442480727373459
Position 393: 0.008160871402488341
Position 7647: 0.0070511367489578605
Position 8550: 0.006192697948385544
Position 159: 0.004744756278889732
Position 3337: 0.002590026786530453
Position 14491: 0.001952575138107186
Position 10286: 0.0009098371788984216
Position 920: 0.0008656831342136821
Position 784: 0.0008024536821085247
Position 648: 0.000616828157959225
Position 306: 0.00048763308878764874
Position 748: 0.00037884693887154167
Position 424: 0.0003614192631268513
Position 598: 0.0003185256377206723
Position 1103: 0.0002867227978583408
Position 3859: 0.0001924996462717276
Position 656: 0.00015349178586485847
Position 101: 0.00012861216782614695
Position 208: 0.00010223491784571633
Position 533: 8.190271216608198e-05
Position 400: 6.419704280659371e-05
Position 344: 5.057159332722342e-05
Position 3576: 3.220318045997887e-05
Position 122: 3.1856735841771536e-05
Position 695: 2.3613225315066598e-05
Position 96: 2.2371039105839203e-05
Position 2321: 1.995140813251648e-05
Position 328: 1.9918519821163922e-05
Position 2776: 1.97415331711858e-05
