Gene = P3H1
index = 992
Annotated 5SS: [  517  4701  7823  8172  9241 11476 11859 12155 14487 14750 16838 18824
 19301 19752]
Annotated 3SS: [ 4547  7632  8039  9100 11385 11805 12032 14358 14653 16686 18705 19224
 19610 20170]
SMsplice 5SS: [  517  4701  7823  8172  9241 11476 12155 14487 14750 16838 18824 19301
 19752]
SMsplice 3SS: [ 4547  7632  8039  9100 11385 12032 14358 14653 16686 18705 19224 19610
 20170]
top_k =  500
Partition function (log Z): 22.735799309378013

Sorted 5' Splice Sites (High to Low Probability):
Position 19301: 0.9891863282171957
Position 11476: 0.9698473352175652
Position 14750: 0.9624301014117461
Position 18824: 0.9531295156169411
Position 9241: 0.9407618254434301
Position 14487: 0.9153366718985502
Position 8172: 0.898682689750468
Position 7823: 0.897566142942174
Position 12155: 0.8851935512523488
Position 16838: 0.7461492692505303
Position 517: 0.7411479512677724
Position 4701: 0.5602707540089981
Position 19752: 0.4894018404662784
Position 19771: 0.43460127279744487
Position 10623: 0.40270272693041664
Position 8735: 0.3219160946623843
Position 11951: 0.28287310264656224
Position 9504: 0.19752503795536427
Position 13785: 0.1961448407130914
Position 20337: 0.18386798299686333
Position 16750: 0.18357107921977997
Position 19027: 0.1158051897095128
Position 17694: 0.11048613851330119
Position 12133: 0.10659467857171151
Position 10289: 0.10166609870059012
Position 19953: 0.10094843935514365
Position 6365: 0.09894960147588858
Position 8229: 0.08001314691161471
Position 11859: 0.07482813656292742
Position 502: 0.07245764237514293
Position 9828: 0.07174841416216915
Position 11959: 0.06971707191459434
Position 11884: 0.06401330680939334
Position 58: 0.06264615468900012
Position 148: 0.051617599723366464
Position 841: 0.04748163203571682
Position 10444: 0.045502734444315504
Position 9236: 0.036719030031019874
Position 13633: 0.03663197237771224
Position 12853: 0.0359926294681229
Position 4981: 0.033807266018215563
Position 10325: 0.030456298015027857
Position 11933: 0.02836908342898215
Position 19022: 0.023589235311814966
Position 11486: 0.02087135137983017
Position 13943: 0.016724787602479394
Position 11188: 0.01587065596365537
Position 727: 0.011198323551480694
Position 121: 0.009325381307795406
