Gene = LEP
index = 781
Annotated 5SS: [   23 10879]
Annotated 3SS: [10706 13119]
SMsplice 5SS: [   23  1178  1639 10879]
SMsplice 3SS: [ 1034  1436 10706 11157]
top_k =  500
Partition function (log Z): -7.979337827684996

Sorted 5' Splice Sites (High to Low Probability):
Position 10879: 0.9218497779231286
Position 1178: 0.909512380357835
Position 23: 0.8495752056659657
Position 1639: 0.8343328928165236
Position 8088: 0.38598509155532584
Position 3251: 0.1862155589728826
Position 7634: 0.14670944983494327
Position 460: 0.10139559393709911
Position 2570: 0.06301128195003099
Position 8965: 0.04884634523078862
Position 14609: 0.04024733666706597
Position 1547: 0.0358343963149903
Position 271: 0.03022089382049618
Position 1678: 0.022426676523271263
Position 10051: 0.020353237163018904
Position 400: 0.0169827600360642
Position 973: 0.013240999511907468
Position 8424: 0.013045244743846874
Position 4969: 0.012983899774796963
Position 6574: 0.010141685251461151
Position 1087: 0.008828433840321802
Position 7837: 0.008529630557487724
Position 559: 0.004280823049754624
Position 936: 0.0036380296325722538
Position 11086: 0.003541370368801689
Position 519: 0.0029961296326946156
Position 4637: 0.0017685481451610407
Position 888: 0.0017302476580554878
Position 798: 0.001496266317497853
Position 1567: 0.0013739220496620382
Position 236: 0.0010836873161751386
Position 190: 0.0008790349907440042
Position 998: 0.000622924122271442
Position 675: 0.0005715869617565349
Position 285: 0.0005585856543340019
Position 1074: 0.0005462158300117471
Position 1284: 0.0005393228656872588
Position 60: 0.0004061579878125005
Position 393: 0.0003626819863760515
Position 421: 0.00033943884427353375
Position 1740: 0.0003392272904067347
Position 1060: 0.00011308034889011868
Position 1400: 0.00010600235596198862
Position 687: 0.00010371300912566758
Position 1369: 8.298724531706294e-05
Position 1065: 4.927397077776208e-05
Position 4263: 4.5630252015846554e-05
Position 977: 3.76253016022056e-05
Position 303: 2.773414638707235e-05
Position 882: 1.9521923828923633e-05
Position 784: 1.7819034545304656e-05
Position 1182: 1.0134758618828864e-05
Position 165: 2.439864128689084e-06
Position 1493: 6.391786766715215e-07
Position 115: 4.953657936475343e-07
Position 697: 4.7030518190346045e-07
Position 2379: 4.2998668933270846e-07
Position 802: 3.2549313133079634e-07
Position 1835: 2.82924145662748e-07
Position 172: 2.3281880047250402e-07
Position 230: 1.8807820058131134e-07
Position 144: 1.7109400355292336e-07
Position 958: 1.1588296655392409e-07
Position 15: 4.691108334965514e-08
Position 3754: 4.1520603173956375e-08
Position 210: 8.70782716452923e-09
Position 366: 4.10561010879669e-09
Position 877: 9.358342065175152e-10
Position 1604: 1.223514721198747e-10
Position 1716: 5.6132069958559224e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10706: 0.9298106967299202
Position 1436: 0.8358323436368189
Position 8002: 0.38644994112042463
Position 1034: 0.3380004392603868
Position 1077: 0.28503986789033275
Position 1139: 0.18247010505517902
Position 11157: 0.17671208194742313
Position 7578: 0.1571086682552168
Position 15378: 0.15203664524881041
Position 3066: 0.10204124184901536
Position 13227: 0.07380683022267984
Position 14636: 0.07335070359003885
Position 13119: 0.07145481536196019
Position 14454: 0.0659256113409889
Position 2370: 0.049761630701851044
Position 917: 0.0444433695411077
Position 1039: 0.044198651232946355
Position 1503: 0.040779621812337206
Position 11197: 0.04048893615388535
Position 11816: 0.0371031710695503
Position 8776: 0.036557679849801517
Position 3049: 0.0322887717945189
Position 14463: 0.02910079798569267
Position 2998: 0.027567180499602943
Position 9685: 0.027080689215134093
Position 13122: 0.024683830329073463
Position 14434: 0.02446911060596116
Position 1009: 0.020403936170304077
Position 15514: 0.019676826724932178
Position 9394: 0.018219498103156297
Position 13873: 0.01782312922671797
Position 14865: 0.01696324372317158
Position 10795: 0.015238366820830719
Position 11913: 0.01462007987660087
Position 13197: 0.01375503632484516
