Gene = TARBP1
index = 1376
Annotated 5SS: [  931  6390  7916 11602 13448 15267 18843 19874 21437 28676 30624 32301
 41829 45694 49017 49688 49968 51528 51787 53431 58402 61020 68659 73201
 77923 80722 85458 85742 86688]
Annotated 3SS: [ 6291  7845 11452 13394 15168 18706 19776 21346 28536 30523 32127 41730
 45531 48801 49425 49778 51336 51714 53309 58290 60869 68571 73003 77840
 80549 85265 85616 86550 87357]
SMsplice 5SS: [  931 11602 18843 19874 21437 28676 30624 32301 41829 45694 49017 49688
 51056 51528 51787 53431 58402 68529 73201 77923 80698 85458 86688]
SMsplice 3SS: [11452 18706 19776 21346 28536 30523 32127 41730 45531 48801 49547 50967
 51336 51714 53309 58290 68406 73003 77840 80549 85265 86550 87357]
top_k =  500
Partition function (log Z): 21.145992380374743

Sorted 5' Splice Sites (High to Low Probability):
Position 32301: 1.0000000000000024
Position 41829: 1.0000000000000016
Position 73201: 0.9983612514848634
Position 85458: 0.997397871636716
Position 21437: 0.9897367294137032
Position 77923: 0.9803622397058438
Position 28676: 0.9729131715858639
Position 18843: 0.9695705188332845
Position 53431: 0.9476913129351446
Position 49688: 0.9434474092161883
Position 11602: 0.9249153940538086
Position 58402: 0.9114269040903452
Position 19874: 0.9065468358510572
Position 49017: 0.8886500256840061
Position 51787: 0.8876865816706023
Position 45694: 0.8801656077737214
Position 931: 0.8710657681118027
Position 51528: 0.7195704004375307
Position 30624: 0.7098613656289176
Position 68529: 0.6647044466121569
Position 85742: 0.6372330756175519
Position 15267: 0.6345454136804922
Position 7916: 0.6262890748438765
Position 61020: 0.616724456436149
Position 51056: 0.5882667235524695
Position 21747: 0.5689661312867046
Position 86688: 0.5652692198115118
Position 80698: 0.5040958093193189
Position 68659: 0.4540872661663774
Position 78251: 0.4312803051879284
Position 6390: 0.4052519676076805
Position 13448: 0.38683497536546896
Position 80722: 0.38166608912143907
Position 5572: 0.333250255886976
Position 49968: 0.2991640117775433
Position 78873: 0.29570286419474423
Position 66607: 0.26628049916672936
Position 30739: 0.24462733796880098
Position 25707: 0.24408612173083877
Position 50192: 0.23007533373074257
Position 3517: 0.22718793698067435
Position 29996: 0.2132868824680761
Position 1708: 0.1936878897714918
Position 14943: 0.17461735544528584
Position 48531: 0.14867375252903164
Position 67807: 0.14639744518044392
Position 15492: 0.14631411842460226
Position 30296: 0.1440449133559666
Position 54998: 0.13298649759182002
Position 52175: 0.13033491762853203
Position 3562: 0.1099034994733025
Position 47792: 0.10935364303579767
Position 32014: 0.10610114460442104
Position 45714: 0.08998802107012127
Position 58378: 0.0874719069905759
Position 13182: 0.08673397782511882
Position 3780: 0.08670966975599945
Position 49064: 0.08420090721477029
Position 29756: 0.07617447555275278
Position 55617: 0.07613360265373913
Position 69159: 0.06869823169083576
Position 87455: 0.06439361489921736
Position 26421: 0.06343051541323254
Position 80660: 0.062000297057158295
Position 4031: 0.05668261677316761
Position 6548: 0.054608315469643384
Position 11651: 0.05156230032182738
Position 54991: 0.050151230756958896
Position 47820: 0.04990979304784769
Position 3575: 0.049656398130705104
Position 13264: 0.045768053831642126
Position 200: 0.045189765284113864
Position 87202: 0.04125725203226443
Position 50151: 0.03756025075130006
Position 189: 0.03715715026530235
Position 51061: 0.03713747701450981
Position 12366: 0.035367564362814054
Position 26322: 0.03377537514727191
Position 48859: 0.03287703449288421
Position 56931: 0.02850125287633469
Position 28650: 0.02708682841413862
Position 9776: 0.02689202062473489
Position 13298: 0.026345154293625706
Position 60699: 0.02537843801955915
Position 32066: 0.02420619134710838
Position 15505: 0.022110722567571503
Position 58585: 0.020936913555062754
Position 15277: 0.019566241090399387
Position 53731: 0.018857486232210972
Position 51582: 0.018840921491864664
Position 52964: 0.018304536031976126
Position 16134: 0.01756234613144408
Position 60674: 0.01693178739396016
Position 53027: 0.01604445747179802
Position 11859: 0.015015917729062665
Position 1397: 0.014486828287799293
Position 13537: 0.014226711594584529
Position 54084: 0.014194557949876658
Position 51047: 0.013506538042583354
Position 85753: 0.013192969657788725
Position 1242: 0.012632886635165957
Position 4001: 0.012491012820976541
Position 25368: 0.011868311735662222
Position 49394: 0.01126114620364338
Position 58894: 0.010121243649633158
Position 82648: 0.010053211163862198
Position 82239: 0.009987821356724089
Position 12501: 0.009908143418659435
Position 78336: 0.009729893331981817
Position 64062: 0.009342274193091337
Position 47695: 0.009223013201808487
Position 9464: 0.00793561141683146
Position 55555: 0.0077467714445023286
Position 84382: 0.0077256141424047
Position 65477: 0.00746328727830297
Position 317: 0.007447943243032619
Position 78977: 0.006692831813405728
Position 51796: 0.006462546799961203
Position 50161: 0.005615774723754274
Position 48327: 0.005277826270731761
Position 54260: 0.005258116893662919
Position 86636: 0.004994047747447386
Position 60570: 0.004753795289586457
Position 14106: 0.004732426363275489
Position 55145: 0.004634022061693641
Position 78975: 0.004431208998308636
Position 58607: 0.004335250747015956
Position 77184: 0.0042364964170318155
Position 11911: 0.00396358352790943
Position 804: 0.003442046754216707
