Gene = LCN8
index = 772
Annotated 5SS: [ 320 1189 1705 2815 2983 3092]
Annotated 3SS: [1057 1633 2709 2892 3065 3716]
SMsplice 5SS: [ 320 1189 1705 2815 2983 3092]
SMsplice 3SS: [1057 1633 2675 2892 3065 3574]
top_k =  500
Partition function (log Z): 1.814288007865144

Sorted 5' Splice Sites (High to Low Probability):
Position 2983: 0.9670424254316781
Position 1189: 0.9362336356984322
Position 1705: 0.847340414028799
Position 3092: 0.564712796287546
Position 320: 0.41774460934214647
Position 2815: 0.3838779921994843
Position 2807: 0.2466437250426767
Position 148: 0.23848328293971632
Position 556: 0.2373716625302835
Position 284: 0.05918386333767073
Position 3242: 0.042707564376564304
Position 2766: 0.03839885099414357
Position 989: 0.0376776104868219
Position 749: 0.025726088096905415
Position 3303: 0.025296963575024284
Position 517: 0.02349156645955314
Position 341: 0.023122546740843606
Position 1438: 0.020856760334015078
Position 3439: 0.008927381174817024
Position 3274: 0.005920381261997948
Position 1732: 0.004782307793142339
Position 337: 0.004054302169154792
Position 2603: 0.00397959814375201
Position 169: 0.0031543636543074375
Position 2661: 0.0028775953419650896
Position 1681: 0.002869419257574402
Position 55: 0.002072826381599613
Position 3492: 0.0020043864577735993
Position 1175: 0.0017097420352079522
Position 2777: 0.0015162903981587824
Position 3300: 0.0014968795339239435
Position 1158: 0.0013530737476452634
Position 2616: 0.0011361978627299212
Position 3262: 0.0010957328933829278
Position 1299: 0.0009225352383776055
Position 397: 0.0009059604503891637
Position 2959: 0.0007379285988269743
Position 2587: 0.0005754751193770858
Position 3070: 0.0005407651497768099
Position 2582: 0.0004961694516608799
Position 3363: 0.0004547601705053742
Position 173: 0.00042150422157269434
Position 1316: 0.0003898509534050121
Position 3158: 0.00037218688122319407
Position 269: 0.00033828802793921936
Position 1645: 0.00033822364034160327
Position 61: 0.00033190406760462453
Position 1427: 0.00027109322302023414
Position 266: 0.00015547833007533535
Position 824: 0.00014577713123720143
Position 2933: 0.00014205329735848162
Position 422: 0.00010866686913858712
Position 3351: 0.00010780311118986107
Position 801: 8.283501368792432e-05
Position 1127: 6.630207502012727e-05
Position 1106: 4.886173679372189e-05
Position 1245: 3.880654557747679e-05
Position 13: 2.0001973275630527e-05
