Gene = ATP5F1
index = 111
Annotated 5SS: [  646   938  5421  7314  7820 10701]
Annotated 3SS: [  900  5274  7149  7693 10520 11980]
SMsplice 5SS: [  646  5421  7314 10701]
SMsplice 3SS: [ 5306  7149 10520 11980]
top_k =  500
Partition function (log Z): -3.38853451426327

Sorted 5' Splice Sites (High to Low Probability):
Position 7314: 0.9758177017173963
Position 5421: 0.9513549208132867
Position 10701: 0.8203637949281313
Position 646: 0.7019987115132309
Position 7820: 0.4223756107348168
Position 938: 0.4075482202415448
Position 9241: 0.1724674105271443
Position 6074: 0.11902041939263013
Position 126: 0.10905910233216976
Position 6086: 0.0502228332827845
Position 11750: 0.04864826169381866
Position 10181: 0.04369867986104428
Position 12055: 0.0390594326136416
Position 51: 0.031259358643095696
Position 84: 0.026911048443794983
Position 14: 0.026613633438949843
Position 9597: 0.026343886712001836
Position 12061: 0.025629592487061474
Position 2621: 0.02413111524539273
Position 10774: 0.022435540841530034
Position 6108: 0.015590226352565677
Position 308: 0.013948081869730405
Position 6877: 0.0134179738867936
Position 3205: 0.011838422525463186
Position 756: 0.009783935932301159
Position 11732: 0.009700397878562571
Position 807: 0.008629703668761063
Position 1855: 0.007279236934594321
Position 1144: 0.007189453669879086
Position 839: 0.0053516839429939966
Position 2601: 0.0046817644275163415
Position 3974: 0.004676000454907284
Position 10716: 0.004357657066230362
Position 13664: 0.0042260400067983305
Position 6411: 0.0037990457907013772
Position 5871: 0.0036925330602753993
Position 5812: 0.003369854243618694
Position 7364: 0.003362770629027887
Position 13482: 0.003271002237010269
Position 11889: 0.0029546939823441656
Position 5445: 0.0022478565580515844
Position 10737: 0.001954013980273934
Position 6051: 0.001395943831498629
Position 5617: 0.0013075010021321367
Position 6069: 0.0012939610221000153
Position 11088: 0.0011544831655755626
Position 12334: 0.0011387313854480845
Position 12050: 0.001041108349763004
Position 519: 0.0009818447396419707
Position 653: 0.0009686616139566782
Position 11205: 0.0008562309086130751
Position 215: 0.0008319472517733034
Position 10904: 0.0007650199487136059
Position 12751: 0.0007051356622891994
Position 11536: 0.000679337471229188
Position 10720: 0.00065696075068472
Position 311: 0.0006158539041145713
Position 10185: 0.0005846120683885413
Position 10674: 0.0005615858424803917
Position 11132: 0.0005275799937883676
Position 7444: 0.0004907170212898789
Position 6636: 0.0003153489343789185
Position 10751: 0.0002987729774818393
Position 621: 0.00027854382866843836
Position 12092: 0.00027650784100488075
Position 5482: 0.0002736603817392383
Position 1783: 0.00025999363762607344
Position 1911: 0.00022818202659759314
Position 1023: 0.00021824262739999147
Position 6028: 0.00021418716823410456
Position 2094: 0.00019548116852994432
Position 10630: 0.0001414747578333691
Position 480: 0.00013791620378088168
Position 10826: 0.00012819388199077948
Position 241: 9.697875968812051e-05
Position 7248: 9.551576944421274e-05
Position 7181: 9.175057526003936e-05
Position 1935: 8.18106122933628e-05
Position 2066: 7.010358135818563e-05
Position 1149: 4.670193433834581e-05
Position 2252: 4.602916548246471e-05
Position 765: 3.4493885558487234e-05
Position 944: 3.306292206377193e-05
Position 931: 2.826616180680705e-05
Position 7246: 2.704277056186708e-05
Position 7239: 2.6400263273270258e-05
Position 1844: 2.451084102121458e-05
Position 706: 2.2671354820869735e-05
Position 1300: 2.1801162642755157e-05
Position 220: 1.3988295881209982e-05
Position 618: 1.2525629741295416e-05
Position 492: 9.904674865820539e-06
Position 55: 9.531473257996901e-06
Position 784: 8.916850370500342e-06
Position 680: 8.750528647349267e-06
Position 10584: 8.652760317258203e-06
Position 779: 8.372966701906308e-06
Position 535: 6.858320906257773e-06
Position 1658: 5.111924415082462e-06
Position 1089: 4.4404636352447065e-06
Position 403: 3.979095681115324e-06
Position 1387: 3.7042894903807337e-06
Position 760: 1.8117357616884626e-06
Position 7254: 1.5094855240939856e-06
Position 753: 8.758083955781974e-07
Position 820: 5.54121580236034e-07
Position 430: 5.247935329950377e-07
Position 564: 3.9274324418925355e-07
Position 942: 1.4040057597221664e-07
Position 1259: 4.029941466783358e-08
Position 149: 3.405858852991583e-08
Position 3577: 2.4347838573189057e-08
Position 2625: 2.235964037004987e-08
Position 3169: 5.188504959868681e-09
Position 611: 8.765579368745806e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7149: 0.9037381592680191
Position 11980: 0.8675703683155884
Position 5306: 0.8475287090755997
Position 10520: 0.4475863900488309
Position 10619: 0.3895920997062346
Position 7693: 0.22674441520492952
Position 900: 0.17826265345440753
Position 549: 0.14565817234986075
Position 13564: 0.13178820220957527
Position 9105: 0.1105257859546944
Position 5907: 0.10604979737914681
Position 5274: 0.0911492752311639
Position 7712: 0.08065872520811758
Position 7554: 0.07133294053215349
Position 7107: 0.0711198993355705
Position 9079: 0.05710983412938911
Position 11659: 0.05611263743002754
Position 5929: 0.042212596764450744
Position 7747: 0.0359023802975126
Position 5960: 0.03209254212844413
Position 10062: 0.029062281952441687
Position 2402: 0.02599557343628452
Position 11949: 0.020134049292269914
Position 11460: 0.016883815946975748
Position 9475: 0.013461967330635106
Position 9929: 0.011296262350207087
Position 475: 0.009916584750911079
Position 10383: 0.008876081555788713
Position 10570: 0.008600954776905097
Position 5545: 0.007681625890141964
Position 6808: 0.006841986200813929
Position 12613: 0.006440159620339658
Position 5107: 0.006361316961831295
Position 3037: 0.0061846861544707955
Position 13334: 0.005585157102984986
Position 1071: 0.005542645286596122
Position 9526: 0.005357888405576365
Position 5238: 0.005283906271081445
Position 3069: 0.005272161230255664
Position 13780: 0.004980160943126244
Position 13068: 0.004922233009572449
Position 5926: 0.004584713574638344
Position 570: 0.004573811517783252
Position 10942: 0.004371059411895797
Position 9437: 0.0041727644339291355
Position 12199: 0.003963949504314806
Position 7715: 0.003958409539279095
Position 6585: 0.0038765286732928054
Position 1761: 0.003851380924868418
Position 914: 0.003823289659937779
Position 1733: 0.003647722007579965
Position 9986: 0.0036182216344698274
Position 7290: 0.0035737503276918096
Position 5140: 0.0035058754465450955
Position 9412: 0.0031750742274624113
Position 9123: 0.0028298630230912413
Position 9183: 0.002479750640620666
Position 3806: 0.002246056594133
Position 7604: 0.002109407160904919
Position 2312: 0.0018529668121935999
Position 12397: 0.0016491946071316977
Position 5972: 0.0016383278606193524
Position 6758: 0.001580123877309036
Position 10773: 0.0014886281713918671
Position 6739: 0.0014038111150484688
Position 1016: 0.0014009931192739062
Position 6031: 0.0013987929184502744
Position 3895: 0.0012746872129698998
Position 11426: 0.0012032109645991988
Position 3851: 0.001155256647804384
Position 12616: 0.0011229755586221926
Position 7239: 0.0011153271028347058
Position 6369: 0.0010773106629594182
Position 642: 0.0010587686019685573
Position 10545: 0.0010292802814613478
