Gene = PRDX6
index = 1069
Annotated 5SS: [ 227 4217 8242 9136]
Annotated 3SS: [ 4059  8094  8988 10468]
SMsplice 5SS: [ 227 3400 4217 8242 9136]
SMsplice 3SS: [ 3176  4059  8094  8988 10468]
top_k =  500
Partition function (log Z): 5.141888269706393

Sorted 5' Splice Sites (High to Low Probability):
Position 8242: 0.9863877843339363
Position 4217: 0.9619808792440645
Position 9136: 0.9161988852619066
Position 227: 0.863620158810495
Position 3400: 0.40955375582062736
Position 3462: 0.3996323653046597
Position 4604: 0.26037617268694524
Position 2492: 0.22170648838997373
Position 504: 0.21634576076050838
Position 2258: 0.18797927011236457
Position 3888: 0.10813133881257352
Position 2989: 0.10161684191823425
Position 3414: 0.09288994074972164
Position 2415: 0.08507926344752241
Position 5731: 0.07662174721495107
Position 8018: 0.07477012859543576
Position 7760: 0.07142375625858141
Position 3215: 0.0711952881887755
Position 9838: 0.061706696435593913
Position 10620: 0.05487096704824676
Position 10700: 0.049581581869562116
Position 2362: 0.04576632883600041
Position 10144: 0.0316894555942602
Position 9206: 0.030887089163890574
Position 142: 0.029003661947598344
Position 1426: 0.021342597953850233
Position 280: 0.019156452403541444
Position 2532: 0.018443678925962204
Position 4305: 0.01700898925409482
Position 9885: 0.016989863944443965
Position 8857: 0.015822810055758613
Position 9076: 0.013222342768722098
Position 2035: 0.013174210768863898
Position 10149: 0.012529662745890537
Position 5275: 0.01115196342278591
Position 4299: 0.010110742729437228
Position 9296: 0.008434180350996794
Position 9676: 0.0076982202201304915
Position 5569: 0.006945309114415297
Position 606: 0.006909812660259475
Position 2170: 0.006866384041840024
Position 5421: 0.006361170007796937
Position 10080: 0.005760528028841401
Position 6622: 0.004287643559987266
Position 956: 0.0037022402026941014
Position 9719: 0.003552837924930611
Position 10615: 0.0035190392640878595
Position 3930: 0.00327898502655385
Position 4684: 0.00313939063065223
Position 8246: 0.0025880689048763577
Position 10350: 0.0025327164699505012
Position 3004: 0.0014560130142501127
Position 10634: 0.0014048640708644651
Position 4385: 0.0013692385021765346
Position 8543: 0.0011922196628270539
Position 7648: 0.0010417556321958958
Position 9404: 0.0009845939730752506
Position 9375: 0.0008581544966545167
Position 567: 0.0008484896163576981
Position 4160: 0.0008346306480535664
Position 8288: 0.000774487076363972
Position 2241: 0.0007484935756156675
Position 9855: 0.0006834803990484804
Position 511: 0.0006722820112598951
Position 864: 0.0006615591922142278
Position 960: 0.0005818285598723677
Position 9500: 0.0004644082043600482
Position 3052: 0.0004557116916211985
Position 10022: 0.0004550591821702673
Position 1233: 0.0003942884563260248
Position 5934: 0.0003855579361165049
Position 1985: 0.0003739134937494222
Position 9234: 0.00026183111433015
Position 4258: 0.00016757560257053014
Position 262: 0.00015789340104307653
Position 8308: 0.00012665363903454502
Position 810: 0.00011955452052026994
Position 4293: 0.00010633493243173708
Position 4190: 0.00010330906786675292
Position 8239: 8.104996068466529e-05
Position 2290: 6.527174572593848e-05
Position 10054: 6.041639625226944e-05
Position 4221: 5.655871614628419e-05
