Gene = LPGAT1
index = 790
Annotated 5SS: [  200  1714 37701 43141 47544 51855 79812]
Annotated 3SS: [ 1448 37581 43044 47269 51727 79704 80721]
SMsplice 5SS: [  200   590  1714  3967 15300 23263 37701 43141 47131 47544 51855 57570
 79812]
SMsplice 3SS: [  441  1448  3870 15225 23127 37581 43044 46957 47269 51727 57473 79704
 80721]
top_k =  500
Partition function (log Z): -42.73939256121782

Sorted 5' Splice Sites (High to Low Probability):
Position 590: 0.8595864180266614
Position 200: 0.8241808317353104
Position 3967: 0.6420590417704453
Position 1714: 0.5335866998053668
Position 1627: 0.3519842325750008
Position 9203: 0.30635461881342624
Position 9035: 0.2880902291398133
Position 1161: 0.267600405077886
Position 335: 0.1644494234421921
Position 11423: 0.1402600844294002
Position 1538: 0.052171769125339974
Position 5289: 0.03715049078437265
Position 1323: 0.03296002051608437
Position 1697: 0.02633288485353605
Position 1007: 0.02094724886430324
Position 857: 0.02078048209346577
Position 4397: 0.01948652161360679
Position 9210: 0.0192912195769736
Position 11089: 0.0175597712577136
Position 3325: 0.016762283906728077
Position 3790: 0.013206471867622048
Position 2623: 0.013137220038316686
Position 11987: 0.009785668480731168
Position 2995: 0.009080147147335084
Position 2036: 0.007976615187757807
Position 1640: 0.007696091703267129
Position 3126: 0.006913230295894359
Position 1917: 0.0062425249903787635
Position 728: 0.0047073402994833565
Position 2204: 0.0036623247817337973
Position 3778: 0.00360003953845539
Position 4581: 0.003585920730921423
Position 1151: 0.0035664284238587653
Position 1240: 0.003094663330859464
Position 2999: 0.0021690216708268118
Position 1021: 0.0020880275431997414
Position 3386: 0.0017418014617804022
Position 1680: 0.0012937178447563183
Position 7285: 0.000967872518173918
Position 988: 0.0008821006177197023
Position 3719: 0.0008755758482344232
Position 6022: 0.0007526827588263492
Position 7318: 0.0007430447474223364
Position 404: 0.0006465525282261908
Position 1521: 0.0004799871585480789
Position 944: 0.0003769108728156147
Position 5505: 0.0003206999044517055
Position 1028: 0.00029631452003158317
Position 1384: 0.00017773528941567864
Position 1101: 0.00014303782499681207
Position 1593: 0.00013696682251219947
Position 679: 0.00012998568528208625
Position 1388: 7.586217200580703e-05
Position 280: 4.6910275103939185e-05
Position 45: 3.296044928174945e-05
Position 397: 3.255588731587166e-05
Position 457: 3.1507089331710894e-05
Position 2656: 1.651719429953926e-05
Position 1720: 1.463439841173779e-05
Position 1364: 1.3304115383096202e-05
Position 1001: 1.142107817496427e-05
Position 1634: 1.1277405014908636e-05
Position 218: 7.681425781540955e-06
Position 574: 5.07198824548711e-06
Position 282: 4.734872998335376e-06
Position 514: 4.281537629909774e-06
Position 1004: 2.192928645497529e-06
Position 1551: 1.6239621245959475e-06
Position 1997: 1.3546511436593273e-06
Position 10: 8.38376242595655e-07
Position 2469: 8.005739194175485e-07
Position 1261: 6.62304609126446e-07
Position 1064: 6.308377455460483e-07
Position 293: 2.466151922895988e-07
Position 288: 8.884078063046347e-08
Position 285: 3.392836547954254e-08
Position 434: 2.605964660189369e-08
Position 756: 1.00951804489204e-08
Position 417: 5.590649821186633e-09
Position 426: 2.908966829755767e-11
Position 807: 3.975342437425651e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.8537833587698497
Position 441: 0.8461135517733509
Position 3870: 0.6493755883133783
Position 8938: 0.5084639453161566
Position 11591: 0.3719982547715971
Position 1085: 0.24923492866343097
Position 10719: 0.18124635507955222
Position 11287: 0.16230945063512653
Position 9116: 0.14247477081261056
Position 11307: 0.07056044295449852
Position 5655: 0.05816815907477834
Position 7556: 0.050376557361537434
Position 1452: 0.049173592120889606
Position 1427: 0.04417552453485346
Position 11872: 0.03986059965052441
Position 3645: 0.03012644509467109
Position 11899: 0.028818836307348106
Position 5182: 0.027647567901035695
Position 756: 0.02408366483524715
Position 1607: 0.023147455765829633
Position 3215: 0.0214927474284643
Position 958: 0.020785987780566076
Position 5246: 0.01916390355265517
Position 1864: 0.017693772568160935
Position 4300: 0.01597895340838739
Position 903: 0.014800221742397177
Position 8991: 0.014723008083900896
Position 2507: 0.0147159735862187
Position 2732: 0.013902691574716559
Position 564: 0.013599918561703391
Position 2895: 0.013403688176958336
Position 1247: 0.013160844210427177
Position 4815: 0.01160667332875603
Position 11005: 0.011540856617611367
Position 13204: 0.009785668480731117
Position 10180: 0.00781704483564413
Position 9961: 0.007470874904313537
Position 9347: 0.0058898396954743994
Position 995: 0.005874397246113059
Position 5929: 0.005646061008725884
Position 7997: 0.005290952870360437
Position 5381: 0.005124240045359762
Position 4460: 0.005090595065779541
Position 3021: 0.004872660013691623
Position 873: 0.004356630367991606
Position 485: 0.00434105771602793
Position 7721: 0.004029259382057487
Position 4264: 0.003078384837790434
Position 3913: 0.0026973233311854824
Position 8391: 0.00267224740530762
Position 861: 0.0026081847766035973
Position 6859: 0.0025586186258461877
Position 1674: 0.0025331606108219894
Position 6453: 0.0021752811928364203
Position 1133: 0.002087409110946854
Position 2862: 0.001990126965787421
Position 9519: 0.0018690720720180287
Position 7169: 0.0017109172655962509
Position 3633: 0.001618627713572352
Position 1650: 0.0014520974036295764
Position 977: 0.0014473424643686042
Position 964: 0.0013444780749110262
Position 1977: 0.0013350984822427345
Position 1497: 0.0012707849617799437
Position 445: 0.0012544452902468496
Position 8730: 0.0012243248510495099
Position 6300: 0.0011590258526765194
Position 4420: 0.001000799047081313
Position 4839: 0.0009138878823818747
Position 2320: 0.0008079335895136661
Position 4339: 0.0007879514808372599
Position 5835: 0.0007606390682838205
Position 3468: 0.0007487013885228708
Position 2009: 0.0007267286957936313
Position 2063: 0.0006104920163631433
Position 1141: 0.0005849337816636126
Position 1494: 0.00054878710054296
Position 1111: 0.00045894720058084655
Position 942: 0.00044719740610330786
Position 403: 0.00038441697876222746
Position 1092: 0.0003763094424254785
Position 960: 0.0003654379029041446
Position 4470: 0.0002820448598881152
Position 1049: 0.0002253664884480456
Position 933: 0.00022497719469978747
Position 4628: 0.00018620110538538628
Position 1929: 0.00013759470448459582
Position 2225: 6.698281202176034e-05
Position 1313: 5.5170713797755314e-05
Position 1399: 3.8206549126829836e-05
Position 1456: 3.1328147825776795e-05
Position 1527: 3.0491595099442313e-05
Position 1151: 2.389469143101233e-05
Position 654: 1.8263722546669416e-05
Position 1100: 1.6856357305763884e-05
Position 5116: 1.5631438595384783e-05
Position 2514: 1.3809203410628896e-05
Position 1028: 1.3707516721493107e-05
Position 1014: 1.300857601947527e-05
Position 2088: 1.2201882517510822e-05
Position 966: 1.1885556040121628e-05
Position 589: 1.0819124327997375e-05
Position 1020: 7.967818049198587e-06
Position 460: 7.208698791962638e-06
Position 1115: 6.135703342532936e-06
Position 305: 4.76985191903548e-06
Position 312: 4.603318996982224e-06
Position 2590: 4.437897604728455e-06
Position 1747: 3.1385436611301313e-06
Position 1798: 2.7910071768082636e-06
Position 1713: 2.3542079692384494e-06
Position 276: 1.946865058608648e-06
Position 2165: 1.6593730265070563e-06
Position 594: 7.634928359160504e-07
Position 417: 6.910837378676022e-07
Position 1311: 6.005850386423837e-07
Position 1872: 5.794699559905973e-07
Position 1843: 5.264954408648085e-07
Position 328: 5.018500203697066e-07
Position 224: 4.442002186818228e-07
Position 172: 3.935539301399309e-07
Position 468: 3.283326914755016e-07
Position 352: 2.3028220230677333e-07
Position 452: 1.9708456417345265e-07
Position 338: 1.2059752536806366e-07
Position 1761: 5.0724377664090655e-08
Position 193: 2.3954816147738662e-08
Position 321: 2.3359987249610943e-08
Position 231: 3.742791363711697e-09
Position 1986: 3.218558118413078e-09
Position 2121: 2.942970525341012e-09
Position 253: 2.333510683552646e-09
Position 349: 1.926622344631634e-09
Position 85: 1.701584170185623e-09
Position 199: 6.486500454384188e-10
Position 457: 6.114100645920461e-10
Position 239: 4.1676885410363045e-10
Position 99: 9.631669405023009e-11
Position 91: 1.5220696360315075e-11
Position 233: 1.4503686193695369e-11
Position 244: 3.164489143941073e-12
Position 258: 2.6129375827060604e-12
