Gene = JTB
index = 726
Annotated 5SS: [ 519  713  996 1863]
Annotated 3SS: [ 674  912 1782 2852]
SMsplice 5SS: [ 145  519  996 1863 2983]
SMsplice 3SS: [ 416  912 1782 2852 3141]
top_k =  500
Partition function (log Z): -3.719885695407229

Sorted 5' Splice Sites (High to Low Probability):
Position 996: 0.8407469350212906
Position 145: 0.7244820259708322
Position 1863: 0.6982558298122343
Position 2983: 0.39439130950508783
Position 3025: 0.34652763924216856
Position 519: 0.3398471636932638
Position 530: 0.2908287853424061
Position 713: 0.18405049820969163
Position 350: 0.13685439821767154
Position 417: 0.056349341865973165
Position 1125: 0.041708082469785315
Position 86: 0.013447693375529285
Position 395: 0.008890268013331431
Position 793: 0.00294401377465302
Position 2114: 0.0027616793860621293
Position 1000: 0.002048467797443287
Position 1487: 0.0018949489033558994
Position 1305: 0.0015973932003714004
Position 446: 0.0013322406460698664
Position 717: 0.0006832102529933088
Position 2910: 0.0005885769135157289
Position 550: 0.0005080236970295321
Position 3000: 0.00048769719262431655
Position 399: 0.0004453951195428187
Position 843: 0.000352062744499542
Position 1540: 0.0002921123638093882
Position 2109: 0.00024341496497827454
Position 2038: 0.00020771711686893343
Position 126: 0.00020539867365511054
Position 622: 0.0001830767181011527
Position 957: 0.00014923532916263365
Position 748: 0.00012256944246442304
Position 3034: 0.0001146462841611021
Position 3064: 0.00011294600896867861
Position 765: 9.968552447456085e-05
Position 489: 6.613799472008059e-05
Position 833: 4.4464858107728334e-05
Position 1949: 3.741158139711258e-05
Position 708: 2.512775671088373e-05
Position 638: 6.818651991881349e-06
Position 497: 4.179269489937902e-06
Position 950: 1.9464438218977907e-06
Position 354: 9.021428212132057e-07
Position 407: 6.438218542973085e-07
Position 258: 4.2746576383682454e-07
Position 1139: 2.7042195567774664e-07
Position 968: 2.424143218606347e-07
Position 942: 1.8182551498223498e-07
Position 1162: 1.5869771253512518e-07
Position 272: 7.264709927108023e-08
Position 1941: 5.2562195394113105e-08
Position 390: 1.8332981834926087e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3141: 0.8142639232020847
Position 2852: 0.8125013522314316
Position 912: 0.7959321763303833
Position 1782: 0.6394735337674996
Position 416: 0.4972004510812503
Position 674: 0.10685706699377591
Position 1117: 0.07493409848117007
Position 209: 0.055225995291499456
Position 765: 0.047764469039547106
Position 2892: 0.0423904338889999
Position 513: 0.03087994827208367
Position 1577: 0.030540952454976383
Position 298: 0.026604517251758095
Position 378: 0.017277808931665136
Position 1810: 0.015243174950724928
Position 1661: 0.00966918660880676
Position 615: 0.009266335432672723
Position 2952: 0.006943608355269549
Position 1230: 0.005871068594555631
Position 1647: 0.005394225423123343
Position 228: 0.0051287158416048195
Position 2863: 0.004898687257751384
Position 281: 0.004316624380427482
Position 348: 0.004081136550115005
Position 610: 0.0040168037867509415
Position 1722: 0.003340418027564719
Position 212: 0.0029073847211703576
Position 190: 0.0028715820621718156
Position 785: 0.0026531123042848877
Position 3203: 0.0023292552585519343
Position 2002: 0.0023010558413026736
Position 916: 0.0013056806044941035
Position 1691: 0.0010101386931854605
Position 1915: 0.0009378763920856448
Position 3389: 0.0009123685415179529
Position 398: 0.0007920339540606146
Position 1694: 0.0005522561166570794
Position 471: 0.0005282086115208061
Position 1180: 0.00046354008731404084
Position 3334: 0.0003921458278646277
Position 2303: 0.00033326142650841404
Position 696: 0.0003080527833981129
Position 2899: 0.0003034613901983662
Position 2777: 0.00029225683056401504
Position 1952: 0.00027113519777263007
Position 1593: 0.00026467812637720993
Position 385: 0.00023291693310439123
Position 1254: 0.00022480890350265478
Position 3100: 0.00020135519883069633
Position 3392: 0.00016589339507637222
Position 529: 0.00013999147759344738
Position 2520: 0.00010550672047647526
Position 3040: 0.00010162598233948478
Position 787: 9.626920784381244e-05
Position 2391: 9.278085943238964e-05
Position 1535: 8.648554697309164e-05
Position 679: 8.441731207777462e-05
Position 2484: 8.004880876027735e-05
Position 340: 7.38119257577317e-05
Position 3406: 6.598622096196715e-05
Position 792: 6.219168154388903e-05
Position 564: 6.059464290377152e-05
Position 1887: 4.4347490078233516e-05
Position 3245: 4.412435607151868e-05
Position 1819: 4.2767128412963374e-05
Position 1972: 3.3636375344771385e-05
Position 2737: 3.08138848056576e-05
Position 1070: 2.642567853680808e-05
Position 526: 2.0398630260667756e-05
Position 593: 1.0950236700162817e-05
Position 1236: 1.0520251436058234e-05
Position 1123: 1.0411542787495339e-05
Position 534: 1.035290452514804e-05
Position 549: 1.0073023181783787e-05
Position 682: 5.985556546569343e-06
Position 559: 4.569484527101595e-06
Position 523: 4.0630698424559966e-06
Position 546: 3.0764126194620616e-06
Position 455: 2.447006525701611e-06
Position 618: 1.952620541239077e-06
Position 1039: 1.8963200456957219e-06
Position 350: 1.4757127583981832e-06
Position 843: 1.162175474197016e-06
Position 354: 3.123445016880495e-07
Position 801: 2.473920620929831e-07
Position 948: 2.2113206528114696e-07
Position 963: 1.81603097306996e-07
Position 159: 7.586869935436485e-08
Position 1080: 7.000325004431974e-08
Position 168: 6.502246925509765e-08
Position 395: 2.436655671449053e-08
Position 700: 4.9518215567189446e-09
Position 684: 4.614307169744027e-09
Position 149: 5.070065913074815e-10
