Gene = GGCT
index = 588
Annotated 5SS: [ 276 4309 6042]
Annotated 3SS: [4162 5905 7608]
SMsplice 5SS: [ 276 6042]
SMsplice 3SS: [5905 6947]
top_k =  500
Partition function (log Z): -4.561526597159846

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.9915551721998085
Position 6042: 0.9666530835645412
Position 4086: 0.4355064007962403
Position 4309: 0.2465145316669393
Position 2979: 0.2436710314424582
Position 2732: 0.13198975099901528
Position 7104: 0.11763446901806938
Position 1511: 0.06816164748168274
Position 4458: 0.06451810532132084
Position 994: 0.06288262962892181
Position 3509: 0.03663337071442087
Position 2811: 0.03172936515389025
Position 2647: 0.020006775588377122
Position 7296: 0.019018861285559054
Position 7546: 0.01853181676153719
Position 7085: 0.014170778358241732
Position 795: 0.01092105154079735
Position 7699: 0.006534155012462526
Position 7234: 0.0065032670822304335
Position 7315: 0.006250303104408132
Position 4313: 0.00502841923530512
Position 1506: 0.004664951748402612
Position 7166: 0.00388916222922265
Position 2890: 0.0033472910112640566
Position 7459: 0.0027728804399380505
Position 1832: 0.0024297151656837964
Position 386: 0.001641319645783676
Position 7776: 0.0014810447127106027
Position 6349: 0.0014248940486927234
Position 2195: 0.0012450452385962096
Position 710: 0.0012263733865426286
Position 7017: 0.0011956004840663918
Position 3824: 0.0011826675588502181
Position 575: 0.0010327797029402147
Position 6431: 0.0008302927522869005
Position 1229: 0.0007621705997862224
Position 1603: 0.0006432249751934917
Position 6436: 0.0006275915538602603
Position 6390: 0.0006007399688185804
Position 3820: 0.0005429396655053194
Position 1812: 0.0004237173749189251
Position 762: 0.0003761882565396828
Position 2185: 0.00037563181359685706
Position 757: 0.000275991291045622
Position 7042: 0.00024946372049899776
Position 7097: 0.0002250520611925093
Position 7249: 0.00022498149175838477
Position 7444: 0.00022045448025882107
Position 3731: 0.00012669194595626632
Position 522: 0.00011239589521638867
Position 6713: 8.34414125770373e-05
Position 1660: 5.702400905295475e-05
Position 1740: 4.845955987637591e-05
Position 4696: 4.615898300724577e-05
Position 2294: 4.614621873626778e-05
Position 6195: 3.759644008779826e-05
Position 866: 3.289848651213075e-05
Position 6594: 3.2075698764248395e-05
Position 571: 3.0932966041174364e-05
Position 4268: 2.8629880224402952e-05
Position 6337: 2.4209837544481277e-05
Position 739: 1.875318875642649e-05
Position 5071: 1.7633251853478772e-05
Position 166: 1.2028017662355476e-05
Position 57: 1.1970824562714193e-05
Position 465: 1.125628152653512e-05
Position 791: 8.191110169956921e-06
Position 7541: 6.928138762766008e-06
Position 752: 6.080904108397034e-06
Position 418: 4.054283463606798e-06
Position 125: 3.997612651662391e-06
Position 7140: 3.5830775637391206e-06
Position 925: 1.978980276270874e-06
Position 188: 1.7245929220837056e-06
Position 1162: 1.3181740982477967e-06
Position 4361: 1.0700072056792862e-06
Position 6064: 1.009632022820354e-06
Position 6224: 9.525915111306746e-07
Position 835: 6.176860852457693e-07
Position 882: 5.094441542847616e-07
Position 43: 5.048347927837517e-07
Position 259: 4.7457449747328495e-07
Position 631: 1.7537313167061945e-07
Position 261: 1.631812835280359e-07
Position 280: 1.6025971802175068e-07
Position 72: 1.1146069730299922e-07
Position 6384: 9.151739329601621e-08
Position 60: 6.860884453887175e-08
Position 159: 5.004831552994881e-08
Position 370: 3.925247673387193e-08
Position 730: 3.107771741681748e-08
Position 115: 2.2063682515036894e-08
Position 181: 1.481712169399311e-08
Position 128: 7.17358830698882e-09
Position 346: 4.243377002834165e-09
Position 588: 4.213769584392271e-09
Position 13: 3.0358616635920875e-09
Position 544: 1.0685602778893702e-09
Position 604: 6.409457036314262e-10
Position 70: 3.091937799411246e-10
Position 88: 3.022684165741328e-11
Position 626: 2.598021958627468e-13
Position 602: 2.564648041370516e-13
Position 251: 4.209405364158444e-15

