Gene = AURKAIP1
index = 120
Annotated 5SS: [ 342  791 1496]
Annotated 3SS: [ 704 1049 1592]
SMsplice 5SS: [ 791 1496]
SMsplice 3SS: [1375 1592]
top_k =  500
Partition function (log Z): -0.22244698042174482

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9888147126169968
Position 1134: 0.5621841251507064
Position 791: 0.5262032936740716
Position 237: 0.19396029576474208
Position 342: 0.19121343401458127
Position 499: 0.10060414746551066
Position 45: 0.08108578934395737
Position 100: 0.044571919415183445
Position 358: 0.0304997396488795
Position 241: 0.011192486289630044
Position 1466: 0.009007856500613054
Position 953: 0.003669341672974939
Position 580: 0.002983699566444445
Position 1023: 0.0029588476902162515
Position 832: 0.002360450786486053
Position 321: 0.0016836223060653073
Position 84: 0.0015723059402612497
Position 421: 0.0015155614375396745
Position 1204: 0.0014282639555367772
Position 336: 0.0009762625020784982
Position 454: 0.000725847845394026
Position 297: 0.0004796284273979482
Position 255: 0.00038532630692629207
Position 584: 0.0003311834246365973
Position 1436: 0.00018851295614626224
Position 571: 0.0001883740750578799
Position 1423: 0.0001802899887298236
Position 75: 0.00016649148034918727
Position 525: 0.00013424503811867796
Position 19: 0.00011433813199154718
Position 407: 9.181829530353566e-05
Position 1094: 6.165097831250724e-05
Position 1450: 4.1512604639653726e-05
Position 839: 4.1104051956666676e-05
Position 503: 1.260519221903347e-05
Position 16: 1.12833240837876e-05
Position 616: 8.95503492904737e-06
Position 1011: 7.698769229236145e-06
Position 590: 6.8396546058465445e-06
Position 559: 6.119330940623818e-06
Position 145: 3.78034053715511e-06
Position 768: 3.519994245209882e-07
Position 1305: 2.263274278820457e-07
Position 1598: 1.4893908734690674e-07
Position 845: 2.1389941496281172e-08
Position 167: 1.168321055509039e-08
Position 87: 5.634658470446354e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1592: 0.9998583706773072
Position 1375: 0.7152388020381355
Position 1049: 0.31524341280520113
Position 704: 0.1768696791743042
Position 1254: 0.1443815442991695
Position 920: 0.0848927743881908
Position 904: 0.07461088841246248
Position 1393: 0.04929361631546532
Position 666: 0.04468965347596078
Position 1113: 0.0417638224152281
Position 1408: 0.030846171582575403
Position 735: 0.02715711726277272
Position 1318: 0.018525276676680386
Position 1303: 0.011366816931642066
Position 631: 0.004915314916703304
Position 1197: 0.003370557891640041
Position 244: 0.003299068036315586
Position 1274: 0.0030101285752038957
Position 1314: 0.0016610171678961662
Position 1133: 0.0015232280472306954
Position 1159: 0.0015009789000021742
Position 640: 0.0013196493044398865
Position 316: 0.0009391658255530391
Position 395: 0.0007434421883818068
Position 790: 0.0007369116166076481
Position 940: 0.0004965552678889187
Position 1168: 0.0004654776943079109
Position 945: 0.000395434113370552
Position 1349: 0.00029694347311014414
Position 868: 0.0002922516359471827
Position 765: 0.0002780234544499259
Position 1020: 0.0002665438359892994
Position 111: 0.0002344339622211371
Position 1201: 0.00022587801278623796
Position 433: 0.00020809336708142972
Position 932: 0.00015981541255447935
Position 598: 9.216178825989562e-05
Position 1598: 8.655501313311976e-05
Position 204: 8.388546407899693e-05
Position 922: 6.946539832054975e-05
Position 605: 4.4423655163626684e-05
Position 412: 4.1588853801121236e-05
Position 228: 3.24183845191138e-05
Position 1089: 2.9872431964855183e-05
Position 602: 2.2524046965476823e-05
Position 566: 1.1304928406368379e-05
Position 104: 9.482378702934487e-06
Position 1737: 7.700393956744567e-06
Position 836: 5.925277341279217e-06
Position 362: 5.494369500271158e-06
Position 1631: 4.899050979466864e-06
Position 305: 4.752792152404194e-06
Position 952: 4.704040679009439e-06
Position 571: 4.6916546528391426e-06
Position 854: 4.5846575912864855e-06
Position 614: 3.6412639204264444e-06
Position 1079: 3.2652227053016684e-06
Position 297: 2.852352181775723e-06
Position 419: 2.842381646309915e-06
Position 1339: 2.5605641460277105e-06
Position 1751: 2.1935331708777753e-06
Position 220: 2.127939262697236e-06
Position 610: 2.0395841445663525e-06
Position 341: 1.573007659211257e-06
Position 331: 1.3472592219311672e-06
Position 1608: 1.3385209582178043e-06
Position 554: 9.759513626906783e-07
Position 509: 8.760875671479091e-07
Position 134: 7.027123972570798e-07
Position 195: 6.924361406081592e-07
Position 356: 4.545607596939268e-07
Position 1222: 3.6426097201813803e-07
Position 1656: 2.862686571820687e-07
Position 375: 1.8220597917480795e-07
Position 773: 1.6631927863575103e-07
Position 87: 1.2940187264160472e-07
Position 540: 1.281863043829515e-07
Position 1664: 1.083671248254068e-07
Position 417: 9.434005895903273e-08
Position 117: 8.697418759377062e-08
Position 1643: 5.440880640178552e-08
Position 1673: 5.1657059377719096e-08
Position 368: 4.001509119867659e-08
Position 1760: 2.5873490680176443e-08
Position 467: 2.1629899289922437e-08
Position 1753: 8.741074888461058e-09
Position 122: 1.2056827023561726e-09
