Gene = CH17-270A2.2
index = 367
Annotated 5SS: [   32 49901 50288]
Annotated 3SS: [49831 50230 50525]
SMsplice 5SS: [  212 31852 36885 37514 47739 48184 49901]
SMsplice 3SS: [31753 36779 37349 47571 48053 49831 50230]
top_k =  500
Partition function (log Z): -30.812630288805373

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.7494322069925194
Position 400: 0.1579510874659694
Position 725: 0.06403072848950563
Position 243: 0.053637291704875724
Position 721: 0.04976676812644939
Position 8108: 0.043546018158046824
Position 298: 0.01826865870700688
Position 9336: 0.007793172341090344
Position 470: 0.001068099005315531
Position 537: 0.0006685790679993588
Position 190: 0.0003699355931614524
Position 4575: 0.0002660316671702608
Position 32: 0.00023055285265089967
Position 2975: 0.00011532535529583664
Position 4732: 8.708755042784796e-05
Position 3254: 8.077958872503386e-05
Position 160: 5.8098770325272766e-05
Position 482: 5.638518517538214e-05
Position 2968: 3.81910502042506e-05
Position 2867: 3.26106642663739e-05
Position 458: 2.5141686508383258e-05
Position 194: 9.364577087125215e-06
Position 327: 4.107314097948221e-06
Position 511: 2.908863287024798e-06
Position 227: 1.052908044151985e-06
Position 577: 4.3808250729909464e-07
Position 85: 3.3397580758216883e-07
Position 602: 2.7636401986955104e-07
Position 1073: 1.5893806948967745e-08
Position 250: 5.053665147653188e-09
Position 145: 1.8049025211076652e-10
Position 346: 6.63690929556041e-11
Position 354: 3.390602355946228e-11
Position 94: 2.4762148082488644e-11
Position 348: 2.475363776916232e-11
Position 103: 2.1799501935477513e-11
Position 419: 4.62618493735153e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15444: 0.33692575245032763
Position 13859: 0.3010967711968854
Position 13116: 0.08609080130636385
Position 7981: 0.05555675545896788
Position 11343: 0.05518798178480325
Position 591: 0.04038451051649884
Position 16216: 0.03252719262887218
Position 595: 0.025533218719463346
Position 12567: 0.016304349295125586
Position 2793: 0.01627467324815557
Position 629: 0.014582270079566632
Position 3111: 0.014093580493659207
Position 5870: 0.009295268963526608
Position 14651: 0.008749443266337288
Position 9943: 0.007919720379176855
Position 12407: 0.0076068989847471674
Position 4825: 0.006901616417064358
Position 572: 0.006382789256887472
Position 6992: 0.005403754818093822
Position 11375: 0.005020417692183076
Position 370: 0.004557576929649884
Position 4561: 0.0044216656625754285
Position 12734: 0.004396860899233316
Position 13136: 0.003759451427746077
Position 9097: 0.0034988098438085875
Position 2537: 0.0034213009128809184
Position 11744: 0.0033770474183148374
Position 9152: 0.0033312314879648773
Position 11984: 0.0030460208061228065
Position 497: 0.002955277971634236
Position 12070: 0.002726208541592662
Position 9094: 0.002532969268171848
Position 5201: 0.002361971399768182
Position 1764: 0.0023510538240823467
Position 675: 0.002298610856780139
Position 9060: 0.002233334453914395
Position 11961: 0.0021944737986708514
Position 1141: 0.002193805817168308
Position 9963: 0.0021544626779116173
Position 2494: 0.002077841812588826
Position 5534: 0.002072120983754198
Position 470: 0.002003366613225133
Position 10385: 0.0019313220553046468
Position 3011: 0.0017260180565654311
Position 693: 0.0015561052104861091
Position 2125: 0.0015372655321256032
Position 10253: 0.0013423155492491199
Position 1731: 0.0011104696266798172
Position 2561: 0.0010323060305652762
Position 8356: 0.0010247750809848537
Position 3173: 0.0009516430844852539
Position 8507: 0.0008757507826355436
Position 7065: 0.0008192229153412561
Position 2071: 0.0007938738448744248
Position 5329: 0.0007770840702688821
Position 4194: 0.0007466739210706988
Position 9556: 0.0006825177532331921
Position 610: 0.0006793758269789807
Position 641: 0.0006573234934731104
Position 8463: 0.0006305876175770953
Position 638: 0.0006188658776399786
Position 780: 0.0006051459288567819
Position 8842: 0.0005416121187982623
Position 8242: 0.0004989599271766911
Position 1924: 0.0004836208821520246
Position 6529: 0.00043156268388504465
Position 5581: 0.00043134108126345984
Position 6613: 0.00043024499569753114
Position 3290: 0.00037737789557917097
Position 1601: 0.0003751035712387781
Position 2043: 0.0003656502348689748
Position 1845: 0.00035060580030109
Position 5243: 0.0003346553957182338
Position 1788: 0.0003261439117681252
Position 6257: 0.0003051178991049123
Position 1352: 0.00029443987249804963
Position 4821: 0.0002550113680741654
Position 1223: 0.0002521180769151016
Position 6393: 0.0002501131442870806
Position 1512: 0.00021209305368047684
Position 2870: 0.0002118168449671835
Position 5597: 0.00021109298222680905
Position 5872: 0.00020845556384100204
Position 4984: 0.00020226053164954864
Position 4157: 0.0001980695980368256
Position 1069: 0.00019422443757660592
Position 4987: 0.00019393153167913916
Position 5263: 0.00018987287852220824
Position 396: 0.00018126586663424465
Position 2812: 0.00017476682869008397
Position 3142: 0.0001689688892300208
Position 442: 0.00016585689511201715
Position 327: 0.0001653152039877524
Position 6140: 0.00016378639070331036
Position 4901: 0.00016023972537807343
Position 1355: 0.00015916483577439145
Position 4543: 0.00015020297744022907
Position 5800: 0.00012220779528491493
Position 3071: 0.00011497368270054941
Position 2020: 0.00010799639235486492
Position 2809: 0.00010638003326852508
Position 4211: 9.553218195487119e-05
Position 2701: 9.39023922975532e-05
Position 4126: 9.302693487172665e-05
Position 1683: 8.855073307206628e-05
Position 2843: 8.72118602701567e-05
Position 1165: 8.22247670428232e-05
Position 2366: 7.883070740689218e-05
Position 4608: 7.449498723742668e-05
Position 2632: 7.430004059154025e-05
Position 2006: 6.532952531048093e-05
Position 3815: 6.482921168342883e-05
Position 1072: 6.260052938376469e-05
Position 3991: 5.902352957381413e-05
Position 3421: 5.305172901156236e-05
Position 3229: 5.03212693959691e-05
Position 2149: 4.960441950198251e-05
Position 2881: 4.956824545498308e-05
Position 3950: 4.749375027454294e-05
Position 1489: 3.8449018325198025e-05
Position 2289: 3.493115209166218e-05
Position 2915: 3.480871037214431e-05
Position 1097: 3.139948534045893e-05
Position 2380: 2.9941364160113e-05
Position 2542: 2.847452954402164e-05
Position 1953: 2.050558074207766e-05
Position 4486: 1.9549527547169647e-05
Position 870: 1.930908975172502e-05
Position 1537: 1.613154151240464e-05
Position 1381: 1.575526105561219e-05
Position 830: 1.0662725288462304e-05
Position 499: 1.2618336767766618e-06
Position 645: 5.835537634187587e-07
Position 140: 5.159965818184069e-07
Position 546: 1.0615392655294496e-07
Position 346: 1.0397161777989464e-07
Position 204: 9.017324618075409e-08
Position 336: 6.818031866800538e-08
Position 399: 5.6994435613137985e-08
Position 654: 2.974677113741457e-08
Position 613: 2.5673913348911718e-08
Position 378: 2.3517169078151626e-08
Position 269: 1.9834935794935942e-08
Position 405: 1.8824417322241258e-08
Position 150: 1.3238559884738608e-08
Position 474: 9.661648542964613e-09
Position 184: 7.02437351192528e-09
Position 704: 5.136196167379079e-09
Position 233: 1.6395298619186173e-09
Position 156: 1.5305033136055007e-09
Position 211: 1.1069899413991573e-09
Position 242: 1.7803382267488301e-10
Position 412: 1.647758942556282e-10
Position 235: 4.440033486579488e-11
Position 250: 4.982162093301384e-12
Position 255: 1.5772744484594742e-12
