Gene = PSMB2
index = 1086
Annotated 5SS: [  503  5535 10571 32599 36612]
Annotated 3SS: [ 5411 10499 32435 36561 38469]
SMsplice 5SS: [  503  5539 10571 32599]
SMsplice 3SS: [ 5411 10499 32435 38469]
top_k =  500
Partition function (log Z): -14.347962248312022

Sorted 5' Splice Sites (High to Low Probability):
Position 10571: 0.9998179408519755
Position 5539: 0.8284690692011346
Position 503: 0.5246313195035781
Position 347: 0.45338906403348483
Position 5535: 0.13817784013319429
Position 5091: 0.11818234349023414
Position 3307: 0.07082220667689523
Position 17950: 0.06084582131797477
Position 9076: 0.058566517066658594
Position 8241: 0.04798045114086263
Position 17786: 0.04457684634502725
Position 9594: 0.04352147522707407
Position 12518: 0.03790357647664705
Position 14319: 0.03693619725875623
Position 8043: 0.03558032443569003
Position 12813: 0.0322267911991834
Position 1231: 0.030941754460667825
Position 5931: 0.030508294557216348
Position 3292: 0.023427923180690636
Position 8237: 0.022563622811409226
Position 11959: 0.021816305651603665
Position 6981: 0.021745544942154672
Position 333: 0.01995767764883572
Position 4312: 0.01840401001014698
Position 1551: 0.017630601718133684
Position 18031: 0.013720621334702181
Position 13665: 0.013436505650903744
Position 8332: 0.0128265207607398
Position 5063: 0.010875396819589234
Position 428: 0.010526402722435593
Position 11536: 0.009036381036374956
Position 18830: 0.008279464882524061
Position 1122: 0.007461539598393451
Position 270: 0.007232968608235684
Position 931: 0.006524533042212175
Position 13431: 0.006029923471997187
Position 969: 0.005902515614064573
Position 16616: 0.00562552468177924
Position 3522: 0.00521732528209772
Position 8887: 0.005088146233908605
Position 4468: 0.0044349837991767335
Position 2361: 0.004083355268425317
Position 8210: 0.003897954798822165
Position 2357: 0.0034898073841731726
Position 8411: 0.0031213926385405275
Position 9034: 0.002887154501558506
Position 1360: 0.002710171107074723
Position 1904: 0.0024776576021037083
Position 1931: 0.0019869896226170115
Position 2350: 0.0018833432254728108
Position 6489: 0.001690915916370289
Position 1253: 0.0016811494345254226
Position 10744: 0.0016677614616465233
Position 7903: 0.0015353944838565814
Position 1011: 0.001488321342040526
Position 11278: 0.0014467868236650889
Position 4385: 0.0011883443319071147
Position 2425: 0.0011514820247650673
Position 1570: 0.001151472382888292
Position 4151: 0.001143294189512459
Position 12160: 0.0009847496048840877
Position 11530: 0.0009303160967177579
Position 21: 0.0005572104308343416
Position 196: 0.00043884148528722163
Position 11465: 0.0003327408616631904
Position 12655: 0.00020212097598753894
Position 3430: 0.00015320402704963423
Position 3011: 0.00014742153069022382
Position 296: 6.826482896357063e-05
Position 12118: 6.411536977324405e-05
Position 1144: 4.1517816969345495e-05
Position 93: 1.8966450295431328e-05
Position 11008: 1.5699921588516838e-05
Position 5480: 1.2164011666263134e-05
Position 11495: 7.404242750683412e-06
Position 11294: 7.224227643107317e-06
Position 164: 6.956547755364952e-06
Position 131: 5.071005747844475e-06
Position 368: 4.563209290164636e-06
Position 267: 3.9709278103873366e-06
Position 127: 3.311192237028886e-06
Position 1161: 2.2512274657562926e-06
Position 1223: 2.2127403540144547e-06
Position 10575: 1.6672426925702596e-06
Position 1270: 1.627121215653772e-06
Position 541: 1.4741953248268303e-06
Position 310: 1.2198049906838587e-06
Position 469: 1.1216408999321744e-06
Position 299: 1.07399270777244e-06
Position 10959: 5.595321144327605e-07
Position 68: 4.606835490102821e-07
Position 380: 3.493199122027893e-07
Position 10996: 3.056402647501611e-07
Position 560: 2.5693828683668877e-07
Position 417: 1.900224596441145e-07
Position 571: 1.3686564986855166e-07
Position 539: 7.485821356134704e-08
Position 580: 6.834736586723422e-08
Position 454: 5.690935747007726e-08
Position 338: 2.3348044398498835e-08
Position 129: 1.5890633060930357e-08
Position 373: 1.1669434215243378e-08
Position 487: 1.103653638171631e-08
Position 564: 6.2045465775177514e-09
Position 378: 4.340998034774322e-09
Position 290: 3.995805596327791e-09
Position 150: 8.344139971622554e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5411: 0.9418575591381105
Position 10499: 0.8378728039394301
Position 19117: 0.4382905422737337
Position 10474: 0.15010249344632007
Position 17884: 0.13835830711067065
Position 4997: 0.09986381721533998
Position 8177: 0.09038994215037419
Position 3143: 0.0629761708813509
Position 12541: 0.061244751692986606
Position 23192: 0.06108185591930228
Position 8956: 0.05970654764673363
Position 17679: 0.05727677809218003
Position 23706: 0.05421656292545203
Position 14202: 0.0539556494605361
Position 18721: 0.049261507387970214
Position 9519: 0.04167412980158773
Position 3210: 0.03019230995043603
Position 7874: 0.02753879927601584
Position 16442: 0.026874404491748022
Position 22375: 0.026424922773412216
Position 5712: 0.02576271118882005
Position 4836: 0.023361725935700454
Position 12389: 0.022450941090628514
Position 436: 0.021680196449355246
Position 16085: 0.018527730351480705
Position 11671: 0.017729362075581134
Position 15374: 0.016376726996973998
Position 20401: 0.015665949093332552
Position 15528: 0.015017882189811333
Position 1336: 0.013881413007055575
Position 14222: 0.013621874350084374
Position 10677: 0.013209967260875118
Position 5378: 0.012305857985568856
Position 19154: 0.011702098265630671
Position 11363: 0.011497084184263207
Position 12406: 0.01080099939419171
Position 13577: 0.010429554711558686
Position 12036: 0.010218391634747633
Position 7690: 0.009502809150652814
Position 6893: 0.009403779584083963
Position 12631: 0.00900679185595536
Position 19564: 0.00826904565240015
Position 14592: 0.008110775124020347
Position 4219: 0.008080912173222304
Position 4101: 0.0078063879130462486
Position 2149: 0.007796946594142653
Position 5408: 0.007683891247201344
Position 11095: 0.007564732003592733
Position 12696: 0.007486581276717627
Position 18264: 0.007200984841429354
Position 10523: 0.0071912303191272375
Position 4235: 0.006745797836338074
Position 17098: 0.006107617362041467
Position 12429: 0.006083905097474538
Position 12357: 0.005962499872670066
Position 1097: 0.005957410545608899
Position 13574: 0.005830735222116951
Position 13273: 0.0055498643054464605
Position 1186: 0.0054167133536850345
Position 1143: 0.00518490095870115
Position 681: 0.005168827711130815
Position 14198: 0.00492346091833293
Position 392: 0.00475808217776366
Position 1473: 0.004371942724650345
Position 1077: 0.004161157938478842
Position 11835: 0.004145049608275128
Position 8842: 0.004020435988838453
Position 1824: 0.0038847742087657284
Position 10526: 0.003794125327363518
