Gene = STPG1
index = 1349
Annotated 5SS: [   52 12407 29824 34073 40024 44052 52875]
Annotated 3SS: [12268 29721 33901 39914 43885 52683 55105]
SMsplice 5SS: [   52  3023 12407 16655 22165 29824 34073 40024 44052]
SMsplice 3SS: [ 2907 12268 16522 22045 29721 33901 39914 43885 55105]
top_k =  500
Partition function (log Z): -8.780904973159927

Sorted 5' Splice Sites (High to Low Probability):
Position 34073: 0.9999897948363206
Position 12407: 0.9985330418815942
Position 40024: 0.9944098171126042
Position 44052: 0.9848177058582741
Position 22165: 0.9231512180179718
Position 29824: 0.8658444934528129
Position 52: 0.8188461252442177
Position 16655: 0.7603351552405974
Position 3023: 0.7118756741034014
Position 12674: 0.5699420590223724
Position 40941: 0.5112434196982875
Position 48322: 0.35784473661351957
Position 40511: 0.29331849108348107
Position 52875: 0.2254260714975027
Position 22329: 0.18230146448578097
Position 26496: 0.1760549193186082
Position 1421: 0.14569893166191797
Position 1592: 0.1370305619830761
Position 29859: 0.13415514222118374
Position 26540: 0.11025813681959401
Position 4475: 0.10825738148755107
Position 5111: 0.1058447463751785
Position 16026: 0.09803888421212456
Position 50507: 0.0951726408077872
Position 49497: 0.07912659809839383
Position 26481: 0.0723604818997514
Position 4033: 0.06851286344010979
Position 627: 0.060233525464833355
Position 21802: 0.05514632049643452
Position 3375: 0.04361029072687126
Position 160: 0.04000564060573146
Position 33604: 0.03864566618715087
Position 18764: 0.03716750070400633
Position 19454: 0.030027890645241938
Position 505: 0.024655430156799333
Position 1164: 0.02447291376835035
Position 31535: 0.019003618463115234
Position 189: 0.01754838043860108
Position 1987: 0.016906727227348824
Position 21350: 0.015761534134944414
Position 49670: 0.010960072952905303
Position 3900: 0.010579594223527245
Position 353: 0.010368649219922626
Position 4847: 0.008335488562652593
Position 20018: 0.007278980758199894
Position 3242: 0.007166230717167178
Position 1475: 0.006783056903009394
Position 2085: 0.006196277183842539
Position 7052: 0.006026295810645808
Position 934: 0.005736677377639333
Position 2034: 0.0046661500794518964
Position 89: 0.004335453464888006
Position 273: 0.003379313585917959
Position 387: 0.0033118247681829
Position 14: 0.0023928846086839696
Position 717: 0.0023537013806241213
Position 1168: 0.0018081049333610736
Position 1509: 0.0017757852127895189
Position 1506: 0.001387394299902342
Position 1292: 0.0012218819180584224
Position 2702: 0.0010516196714067609
Position 12397: 0.0010237696961379683
Position 1232: 0.0006806163584461904
Position 3074: 0.0006715180976584705
Position 3030: 0.0006533875406425924
Position 363: 0.0003873490363543672
Position 723: 0.0003355426915801506
Position 423: 0.00033478634236986326
Position 859: 0.0003184802026790024
Position 270: 0.00026035231199517773
Position 732: 0.000162671880771183
Position 253: 0.00013299448062513953
Position 80: 0.00012900661491381245
Position 1258: 0.00012652074716349988
Position 737: 9.890851300608638e-05
Position 1314: 8.668323808721227e-05
Position 3979: 7.24985237616664e-05
Position 318: 6.72316987968917e-05
Position 3377: 6.56240663987557e-05
Position 1127: 6.3431338176266e-05
Position 244: 6.1663823198788e-05
Position 756: 5.2270815645340595e-05
Position 775: 3.8442923847850667e-05
Position 597: 3.653004317890514e-05
Position 761: 3.5126344829665705e-05
Position 62: 3.067249274588704e-05
Position 324: 2.858064072375286e-05
Position 391: 2.570883017379035e-05
Position 236: 2.5143025061822995e-05
Position 442: 1.2934010350843172e-05
Position 657: 9.998119922615073e-06
Position 1194: 9.711484220183463e-06
Position 255: 9.084578570340896e-06
