Gene = ADGRD2
index = 30
Annotated 5SS: [   68   632  1586  2007  2479  3037  4643  5516  6146  6631 14323 15734
 16100 16582 17265 17457 18524 23397 23525 24325 24619]
Annotated 3SS: [  418   943  1907  2392  2751  4530  5380  6021  6524 14166 15629 15996
 16427 17130 17340 18402 23354 23479 24265 24587 26189]
SMsplice 5SS: [   64  1177  2007  2479  5516  6631 11874 14323 15734 16100 17265 17457
 18524]
SMsplice 3SS: [  943  1907  2392  5380  6524 11791 14195 15629 15996 17130 17332 18402
 22662]
top_k =  500
Partition function (log Z): 12.105401942170971

Sorted 5' Splice Sites (High to Low Probability):
Position 2479: 0.9902577904878488
Position 6631: 0.9887966688851199
Position 18524: 0.9768371501558617
Position 17265: 0.9384109035791369
Position 14323: 0.9228770960861614
Position 11874: 0.9088133122549669
Position 15734: 0.9056197020384426
Position 16100: 0.901013609260333
Position 17457: 0.8433266409743669
Position 2007: 0.8036437197408757
Position 1177: 0.5225505941218248
Position 5516: 0.514917172374225
Position 64: 0.44560610059217565
Position 23397: 0.3918552929286214
Position 6146: 0.3883991211701988
Position 24325: 0.3762652408239257
Position 24619: 0.3536565870433979
Position 632: 0.2954671083510781
Position 37: 0.2938854006549316
Position 16582: 0.28969298747497024
Position 1586: 0.22772895368362084
Position 1396: 0.20188623755335977
Position 3037: 0.19537356403516593
Position 3007: 0.1951947942647383
Position 6909: 0.1838925736895722
Position 23048: 0.144352260515496
Position 13908: 0.1280252586810891
Position 5520: 0.12632592559196995
Position 455: 0.12385557407815272
Position 68: 0.11308424289187237
Position 17037: 0.10287334700645571
Position 16530: 0.09932380265663633
Position 22732: 0.09833637454269573
Position 16521: 0.09709427794833404
Position 22766: 0.09235176258428446
Position 9376: 0.06052228213561582
Position 18326: 0.04840677534678316
Position 2078: 0.047601476932107686
Position 24412: 0.04663338782480608
Position 15562: 0.04353433066534289
Position 23105: 0.043247557617199436
Position 1239: 0.04218973853994437
Position 16115: 0.040586118600995855
Position 2311: 0.0363564568535915
Position 16111: 0.03576415103063673
Position 589: 0.035530642514638694
Position 23998: 0.034188103166114106
Position 5389: 0.03359927710513435
Position 4643: 0.026773579961292857
Position 1237: 0.026545634181059454
Position 7188: 0.025858618612945167
Position 9331: 0.025003559134826017
Position 4999: 0.025002107748467586
Position 6746: 0.024400864082163496
Position 1567: 0.023657407377896227
Position 303: 0.023459447199266237
Position 5104: 0.022009488909693783
Position 7220: 0.020750533649707945
Position 5739: 0.020409073978361756
Position 17597: 0.015721717917663684
Position 23525: 0.015716589057136267
Position 16524: 0.014726328167931822
Position 23008: 0.014403637952946156
Position 9934: 0.01317734359179762
Position 23480: 0.01312661712122633
Position 2283: 0.012445717166800636
Position 14578: 0.011112533913278686
Position 5783: 0.01105191673772982
Position 732: 0.010667137508335164
Position 17855: 0.01056969618643818
Position 906: 0.009984735084185617
Position 2729: 0.009887360182133896
Position 17094: 0.00868261357604302
Position 5494: 0.007691978505980616
Position 24827: 0.007169386881961073
Position 833: 0.006927647819028046
Position 14334: 0.006854852504408081
Position 1248: 0.006163416815266091
Position 23737: 0.0060832070744417325
Position 17761: 0.005818228969902141
Position 583: 0.005666033260347557
Position 20337: 0.005138329400908665
Position 5896: 0.004922202399837764
Position 2051: 0.004342743201695664
Position 2686: 0.004093236308975503
Position 1819: 0.003992302312445044
Position 5667: 0.0037691864854037865
Position 7849: 0.0037368554508188335
Position 944: 0.003056641749581901
