Gene = TRMO
index = 1487
Annotated 5SS: [  153  6407  9170 12611]
Annotated 3SS: [ 6231  9011 11953 17577]
SMsplice 5SS: [ 153 6407 9170 9698]
SMsplice 3SS: [ 6231  9011  9594 17577]
top_k =  500
Partition function (log Z): -1.9371151224154293

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.9335605277328661
Position 6407: 0.8961701555171474
Position 9170: 0.8169465736263077
Position 9698: 0.6212401708264377
Position 8063: 0.6102939096283445
Position 9933: 0.39566817340593236
Position 10770: 0.3832802377958522
Position 8592: 0.2838203979745101
Position 764: 0.19589654759471853
Position 9163: 0.1747759850278457
Position 13299: 0.152367005350648
Position 12395: 0.131640918630039
Position 5618: 0.13007432584483664
Position 9823: 0.10233980183835363
Position 14107: 0.09535946372320042
Position 11297: 0.08392045837062592
Position 8586: 0.07535729502618398
Position 12691: 0.03481138026087428
Position 11653: 0.03251382872839987
Position 3740: 0.029870245724345747
Position 9327: 0.028490737402111988
Position 17663: 0.02213684843272676
Position 8581: 0.020983947557796274
Position 8661: 0.020578611506091506
Position 13370: 0.019864750142873307
Position 759: 0.01984420966502511
Position 1617: 0.01969014061348662
Position 13469: 0.015606021997790296
Position 17760: 0.015406771632298245
Position 9693: 0.013618971345541785
Position 7081: 0.013610029124485333
Position 3367: 0.013105662206517288
Position 13306: 0.012655239075023797
Position 4532: 0.011164855910397398
Position 10139: 0.009233756391539555
Position 10765: 0.007920520380002152
Position 3518: 0.007874011001044708
Position 2422: 0.006874489883864275
Position 6614: 0.006295950515364505
Position 309: 0.006150217077383445
Position 10059: 0.005928431906839552
Position 10849: 0.005108299233095404
Position 190: 0.005040011479837684
Position 4966: 0.005039373357888865
Position 254: 0.0048823376308840885
Position 12611: 0.00466344799059825
Position 946: 0.004199408699663726
Position 10210: 0.0037490866969822605
Position 10460: 0.0035673198264619104
Position 52: 0.003498318339735017
Position 2516: 0.0034612149495847374
Position 8730: 0.0033320890720881704
Position 1574: 0.0027524736569101123
Position 5531: 0.002314822611360966
Position 3021: 0.002169207400690175
Position 4690: 0.0019126489635001172
Position 8673: 0.0017730345894304172
Position 997: 0.0015657020921332446
Position 5626: 0.001479863631827352
Position 914: 0.0014772402443170027
